Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2020,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,928,928,0,24802.94,26.73,396.73,9840070.39
2020,11,Guanajuato,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),69.47,69.47,0,1551.82,22.34,780,1210419.6
2020,11,Guanajuato,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6905000,Garbanzo porquero,640.35,638.35,2,750.85,1.18,3202.69,2404739.79
2020,11,Guanajuato,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7350000,Lenteja,547.53,547.53,0,492.49,0.9,11690.7,5757552.84
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,15.97,15.97,0,319.84,20.03,3586.86,1147221.3
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5370000,Apio,240.37,240.37,0,10282.66,42.78,4815.58,49516971.84
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,5.6,5.6,0,183.3,32.73,3554.76,651587.51
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,874.42,874.17,0.25,2125.57,2.43,11398.3,24227884.53
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5760000,Calabaza,50.14,50.14,0,1145.31,22.84,2567.6,2940697.96
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,252.86,249.86,3,6240.82,24.98,3854.78,24056988.12
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,228.16,228.16,0,5538.73,24.28,388.78,2153347.45
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,47.44,47.44,0,360.14,7.59,9515,3426732.1
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,92.76,92.76,0,1468.8,15.83,3528.43,5182557.98
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),331.61,329.61,2,6968.76,21.14,3917.74,27301789.8
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6320000,Col de bruselas,29.69,29.69,0,468.69,15.79,9050,4241644.5
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,3.36,3.36,0,25.2,7.5,4055.74,102204.65
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6670000,Espinaca,282.05,282.05,0,4831.43,17.13,5358.02,25886898.57
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6940000,Girasol,308.08,308.08,0,940.97,3.05,6855.28,6450612.82
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7165000,"Hongos, setas y champiñones",19.42,19.42,0,7753.78,399.27,33334.22,258466208.4
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,1157.17,1146.17,11,44749.83,39.04,3007.19,134571241.3
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7270000,Kale,15.31,15.31,0,280.26,18.31,4414.28,1237146.11
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,5187.83,5187.83,0,25280.11,4.87,9846.56,248922119.9
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7840000,Napa,12.6,12.6,0,240.78,19.11,5701.2,1372734.94
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,8440000,Poro (leek),4.67,4.67,0,69.45,14.87,4045,280925.25
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,8.4,8.4,0,137.47,16.37,3454.36,474870.87
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,66.49,66.49,0,2139.12,32.17,578.63,1237759.01
2020,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,57.13,57.13,0,1439.52,25.2,463.26,666872.04
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,232,232,0,325.63,1.4,11201.62,3647583.52
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,34.5,34.5,0,390.47,11.32,2448.54,956081.41
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,5900000,Cebada forrajera en verde,324.49,324.49,0,2604.38,8.03,367.01,955833.5
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,6890000,Garbanzo forrajero,534.42,534.42,0,1225.52,2.29,982.5,1204073.4
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,6905000,Garbanzo porquero,59.96,59.96,0,58.67,0.98,2349.65,137853.97
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,395.04,395.04,0,659.89,1.67,6694.97,4417943.75
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,7.29,7.29,0,10.08,1.38,6500,65520
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,7350000,Lenteja,5.6,5.6,0,4.43,0.79,15000,66450
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,9090000,Triticale forrajero en verde,35.47,35.47,0,307.81,8.68,590.91,181888.01
2020,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,424.74,424.74,0,3925.34,9.24,422.56,1658691.67
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,5.42,5.42,0,17.02,3.14,15813.33,269142.88
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,5130000,Alcachofa,95.22,95.22,0,1209.45,12.7,13972.54,16899088.5
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,5650000,Arándano,77.26,77.26,0,389.47,5.04,61201.58,23836179.36
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,9.72,9.72,0,44.57,4.59,3516.67,156737.98
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,6050000,Chayote,13.44,13.44,0,178.7,13.3,4516.08,807023.5
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,4.85,4.85,0,24.51,5.05,3700,90687
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,4.48,4.48,0,24.81,5.54,7020.83,174186.79
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,16.81,16.81,0,60.63,3.61,7539.69,457131.4
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,8340000,Pitahaya,6,0,0,0,0,0,0
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,8590000,Romero,1.12,1.12,0,2.11,1.88,21000,44310
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,9010000,Trébol,2.24,2.24,0,137.33,61.31,570,78278.1
2020,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1609.95,1609.95,0,61568.4,38.24,470.44,28964238.1
2020,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,334.14,334.14,0,11288.62,33.78,572.43,6461944.75
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,298.39,298.39,0,725.55,2.43,12141.45,8809229.05
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5760000,Calabaza,3.77,3.77,0,50.44,13.38,2657.41,134039.76
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,74.7,74.7,0,703.63,9.42,5690.28,4003851.72
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),5.29,5.29,0,101.78,19.24,3987.79,405877.27
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,14.36,14.36,0,117.81,8.2,3655.11,430608.51
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6680000,Estropajo,38.97,38.97,0,65.1,1.67,44920.03,2924293.95
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6740000,Flor perrito,0.71,0.71,0,5.99,8.44,5909.31,35396.77
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,74.73,74.73,0,2476.55,33.14,2030.54,5028733.84
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,25.95,25.95,0,132.62,5.11,15312.5,2030743.75
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),109.78,109.78,0,899.55,8.19,8794.11,7910741.65
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8120000,Pápalo,166.5,166.5,0,3077.62,18.48,2244.96,6909133.8
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,6.89,6.89,0,141.1,20.48,3261.11,460142.62
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8770000,Sorgo escobero,13.12,13.12,0,37.09,2.83,6423.98,238265.42
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,9.74,9.74,0,130.21,13.37,6115.95,796357.85
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,126.05,126.05,0,3439.85,27.29,782.36,2691201.05
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200203,Gruesa,7860000,Nardo,24.03,24.03,0,16460.9,685.01,162.1,2668318.79
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,5450000,Aster,1.48,1.48,0,51199.62,34594.34,3482.45,178300270.2
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,7620000,Margarita,10.09,10.09,0,149643.24,14830.85,14.39,2153507.16
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,7930000,Nube,4.88,4.88,0,10088.54,2067.32,793.39,8004148.85
2020,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,8760000,Solidago,0.97,0.97,0,13681.31,14104.44,1788.09,24463408.54
2020,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5760000,Calabaza,1.46,1.46,0,12.35,8.46,2251.52,27806.27
2020,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5110000,Albahaca,1.12,1.12,0,14.9,13.3,29967.4,446514.26
2020,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,128.1,128.1,0,243.1,1.9,14777.34,3592371.35
2020,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5770000,Calabaza semilla o chihua,95.33,95.33,0,100.82,1.06,23819.87,2401519.29
2020,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,89.63,89.63,0,31.01,0.35,48265,1496697.65
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,2777.37,2777.37,0,4584.55,1.65,15362.67,70430928.75
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,438.64,438.64,0,4344.33,9.9,4009.95,17420546.08
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,8892.24,8778.24,114,6247.21,0.71,28144.22,175822852.6
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,33.49,33.49,0,294.93,8.81,4754.27,1402176.85
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6190000,Cilantro,6.75,6.75,0,102.8,15.23,2909.01,299046.23
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),5.01,5.01,0,54.17,10.81,3691.8,199984.81
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,6.99,6.99,0,19.83,2.84,3709.33,73556.01
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6680000,Estropajo,51.72,51.72,0,91.51,1.77,39813.39,3643323.32
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,2.09,2.09,0,4.58,2.19,15167.77,69468.39
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,15660.36,15660.36,0,6036.88,0.39,28944.44,174734111
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7230000,Jenjibre,1.68,1.68,0,8.59,5.11,16494.87,141690.93
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,332.26,332.26,0,9803.22,29.5,4215.68,41327238.49
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7500000,Semilla de maíz grano,15.88,15.88,0,48.2,3.04,14910.18,718670.68
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7980000,Okra (angú o gombo),21.43,21.43,0,142.57,6.65,9601.1,1368828.83
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8120000,Pápalo,96.19,96.19,0,1519.41,15.8,1870.48,2842026.02
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,13.76,13.76,0,239.06,17.37,4263.32,1019189.28
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8770000,Sorgo escobero,12.02,12.02,0,7.01,0.58,8548.08,59922.04
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200203,Gruesa,7860000,Nardo,17.93,17.93,0,12902.85,719.62,431.55,5568269.34
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200205,Manojo,7620000,Margarita,20.09,20.09,0,301821.02,15023.45,32.28,9742782.56
2020,12,Guerrero,2,Primavera-Verano,2,Temporal,200205,Manojo,7930000,Nube,6.54,6.54,0,7724.7,1181.15,33.8,261120.65
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,8.4,8.4,0,52,6.19,5300,275600
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,56.84,56.84,0,180.91,3.18,3009.91,544522.82
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,6300000,Coco fruta,63.49,63.49,0,710.39,11.19,3050.27,2166881.31
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7030000,Guaje (verdura),9.53,9.53,0,26.84,2.82,5656.45,151819.12
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,2.24,2.24,0,17.29,7.72,2970.19,51354.59
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,252.51,252.51,0,2505.92,9.92,9692.79,24289356.32
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7600000,Maracuyá,5.98,5.98,0,46.78,7.82,4973.86,232677.17
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,152.02,152.02,0,967.66,6.37,6291.29,6087829.68
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7905000,Noni,21.29,21.29,0,332.98,15.64,6326.1,2106464.78
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,110.45,110.45,0,709.63,6.42,6285.39,4460301.31
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,17.67,17.67,0,229,12.96,8608.2,1971277.8
2020,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,23566.16,23566.16,0,602137.57,25.55,713.36,429540856.9
2020,12,Guerrero,3,Perennes,1,Riego,200203,Gruesa,5030000,Agapando,1.5,1.5,0,612.41,408.27,200.49,122782.08
2020,12,Guerrero,3,Perennes,1,Riego,200203,Gruesa,5365000,Anturios,1,1,0,1503.98,1503.98,2471.39,3716919.34
2020,12,Guerrero,3,Perennes,1,Riego,200217,Metro cuadrado,8150000,Pasto tapete,22,22,0,215585.04,9799.32,31.3,6747811.75
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6020000,Chabacano,8.66,8.66,0,51.7,5.97,5250,271425
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,848.58,848.58,0,4747.41,5.59,4472.9,21234690.19
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6300000,Coco fruta,292.78,292.78,0,3785.26,12.93,2987.97,11310243.32
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7050000,Guanábana,198.23,198.23,0,1199.14,6.05,4304.42,5161602.2
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7540000,Mamey,163.29,163.29,0,1407.44,8.62,5055.74,7115650.71
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7610000,Marañón,18.87,18.87,0,97.94,5.19,3683.4,360752.2
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,617.53,617.53,0,3589.04,5.81,5487.42,19694569.88
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7890000,Níspero,1.49,1.49,0,4.49,3.01,2300.18,10327.81
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8340000,Pitahaya,11.78,11.78,0,12.23,1.04,8494.86,103892.14
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8880000,Tamarindo,1492.69,1492.69,0,7908.28,5.3,6647.36,52569184.14
2020,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,124878.62,124878.62,0,2653828.33,21.25,712.04,1889631924
2020,12,Guerrero,3,Perennes,2,Temporal,200203,Gruesa,5030000,Agapando,2,2,0,757.6,378.8,580.33,439659.63
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5430000,Arvejón,101.37,101.37,0,177.35,1.75,9229.35,1636825.22
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,1156.89,1156.89,0,43761.89,37.83,152.28,6664060.61
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,57.14,57.14,0,420.79,7.36,17250,7258627.5
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,53.06,53.06,0,657.62,12.39,3273.58,2152771.68
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),32.49,32.49,0,742.25,22.85,2847.34,2113438.12
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,824.74,823.74,1,6285.71,7.63,8070.36,50727942.56
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,7100000,Haba grano,37.36,37.36,0,38.4,1.03,9595.89,368482.18
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,7110000,Haba verde,52.07,52.07,0,334.51,6.42,3696.36,1236469.38
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,7790000,Nabo forrajero,434.71,434.71,0,5749.08,13.23,946.9,5443803.85
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,9040000,Trigo forrajero verde,14.19,14.19,0,202.01,14.24,553.12,111735.77
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,478.52,478.52,0,7846.78,16.4,562.76,4415853.91
2020,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,11.02,11.02,0,718.04,65.16,219.38,157523.62
2020,13,Hidalgo,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5430000,Arvejón,129.79,129.79,0,78.25,0.6,13584.65,1062998.86
2020,13,Hidalgo,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5690000,Cacahuate,80.16,80.16,0,96.66,1.21,12180.1,1177328.47
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,6.79,5.79,1,97.27,16.8,3490.95,339564.71
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,5430000,Arvejón,11.76,11.76,0,38.37,3.26,6990,268206.3
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,9.33,9.33,0,78.14,8.38,3364.62,262911.41
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,25.96,25.96,0,40.02,1.54,16033.4,641656.67
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,229.36,229.36,0,8902.92,38.82,154.08,1371761.91
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,71.58,70.58,1,1486.75,21.06,3374.75,5017409.56
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),176.16,175.16,1,4113.69,23.49,2886.25,11873137.76
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,1191.92,1191.92,0,9590.01,8.05,5912.95,56705249.63
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,6670000,Espinaca,21.29,21.29,0,307.21,14.43,4198.19,1289725.95
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,7100000,Haba grano,30.36,30.36,0,42.92,1.41,11855.7,508846.64
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,7110000,Haba verde,38.08,38.08,0,247.27,6.49,3868.91,956665.38
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,7790000,Nabo forrajero,296.51,293.51,3,3768.54,12.84,938.81,3537943.04
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,38.92,38.92,0,653.94,16.8,4195.16,2743382.93
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200205,Manojo,7570000,Mano de león,14.67,14.67,0,41946.67,2859.35,29.67,1244417.78
2020,13,Hidalgo,2,Primavera-Verano,1,Riego,200205,Manojo,7930000,Nube,11.33,11.33,0,12070,1065.31,28.33,341983.33
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5430000,Arvejón,34.59,34.59,0,37.26,1.08,5313.34,197975.05
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,204.25,204.25,0,224.1,1.1,14352.93,3216491.61
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5810000,Canola,14,14,0,31.15,2.23,8500,264775
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,5900000,Cebada forrajera en verde,2195.43,2013.43,182,31185.36,15.49,145.59,4540276.56
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6070000,Chícharo,621.65,621.65,0,1370.24,2.2,8747.74,11986503.26
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,152.19,130.19,22,204.62,1.57,6688.04,1368506.74
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,447.19,447.19,0,556.94,1.25,12273.94,6835848.14
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,7110000,Haba verde,24.95,24.95,0,60.19,2.41,4562.36,274608.45
2020,13,Hidalgo,2,Primavera-Verano,2,Temporal,200201,Tonelada,9090000,Triticale forrajero en verde,47.79,47.79,0,498.78,10.44,906.32,452054.29
2020,13,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,227.98,227.98,0,743.62,3.26,11203.51,8331154.11
2020,13,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,5130000,Alcachofa,16.25,16.25,0,116.43,7.16,9312.5,1084254.38
2020,13,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,55.31,55.31,0,375.03,6.78,8834.68,3313270.04
2020,13,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,4.33,4.33,0,14.47,3.34,8625.24,124807.22
2020,13,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,3.91,3.91,0,14.24,3.64,3670.03,52261.23
2020,13,Hidalgo,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,3893.26,3893.26,0,325597.5,83.63,322.49,105001937.8
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,116.93,116.93,0,263.52,2.25,3451.21,909462.86
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,7210000,Jaca (jackfruit),6.16,6.16,0,26.5,4.3,16800,445200
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,7380000,Lima,17.93,17.93,0,50.5,2.82,1289.22,65105.61
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,7420000,Litchi,72.45,72.45,0,220.56,3.04,21899.31,4830111.81
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,7440000,Macadamia,21.48,21.48,0,63.89,2.97,37072,2368530.08
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,7451000,Maguey mixiotero,23,0,0,0,0,0,0
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,7452000,Maguey,1116.66,1116.66,0,13443.57,12.04,5078.15,68268465
2020,13,Hidalgo,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,20062.94,20062.94,0,468602.51,23.36,224.83,105355902.3
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5010000,Acelga,19.04,19.04,0,349.01,18.33,5571.27,1944428.94
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,22.03,22.03,0,548.42,24.89,8066.91,4424054.78
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,90.77,90.77,0,1916.38,21.11,6112.31,11713508.64
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,26.14,26.14,0,503.57,19.26,4356.42,2193762.42
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5810000,Canola,18.61,18.61,0,22.81,1.23,6766.67,154347.74
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5875000,Cártamo forrajero en verde,29.13,29.13,0,449.99,15.45,803.48,361557.97
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,362.66,362.66,0,8742.87,24.11,651.76,5698252.95
2020,14,Jalisco,1,Otoño-Invierno,1,Riego,200201,Tonelada,6050000,Chayote,5.6,5.6,0,108.09,19.3,7450,805270.5
