Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Preciomediorural,Valorproduccion
2021,9,Ciudad de México,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,54.66,54.66,0.00,696.42,12.74,933.45,650075.56
2021,9,Ciudad de México,3,Perennes,2,Temporal,200201,Tonelada,5000000,Aceituna,6.25,6.25,0.00,10.60,1.70,6365.18,67470.89
2021,9,Ciudad de México,3,Perennes,2,Temporal,200201,Tonelada,5840000,Capulín,17.30,17.30,0.00,19.07,1.10,6535.29,124627.89
2021,9,Ciudad de México,3,Perennes,2,Temporal,200201,Tonelada,6020000,Chabacano,15.00,15.00,0.00,29.65,1.98,7064.22,209454.01
2021,9,Ciudad de México,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,52.07,52.07,0.00,169.65,3.26,7427.13,1260013.28
2021,9,Ciudad de México,3,Perennes,2,Temporal,200201,Tonelada,7150000,Higo,15.65,15.65,0.00,79.99,5.11,7201.14,576018.91
2021,9,Ciudad de México,3,Perennes,2,Temporal,200201,Tonelada,7690000,Membrillo,4.49,4.49,0.00,24.54,5.47,5560.33,136450.56
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,5010000,Acelga,12.00,10.50,1.50,227.49,21.67,3625.07,824666.14
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,5520000,Semilla de avena grano,411.28,411.28,0.00,1545.70,3.76,10667.23,16488329.69
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,2.62,1.00,1.50,25.18,25.18,4375.81,110182.81
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,48.36,48.36,0.00,1166.22,24.12,444.86,518808.76
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,4.24,4.24,0.00,21.68,5.11,7125.51,154480.99
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,28.00,21.76,5.75,419.12,19.26,4379.48,1835526.12
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),40.66,34.32,6.50,1363.01,39.71,4146.45,5651659.38
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,1.33,1.33,0.00,12.96,9.74,4001.29,51856.71
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,7110000,Haba verde,5.12,5.12,0.00,32.12,6.27,3440.92,110522.32
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,9040000,Trigo forrajero verde,78.43,78.43,0.00,3012.40,38.41,536.05,1614796.32
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,9060000,Semilla de trigo grano,64.52,64.52,0.00,315.00,4.88,12662.00,3988528.64
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,1881.20,1881.20,0.00,62433.35,33.19,536.75,33511080.96
2021,10,Durango,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1706.77,1706.77,0.00,59653.27,34.95,412.19,24588338.63
2021,10,Durango,1,Otoño-Invierno,2,Temporal,200201,Tonelada,9040000,Trigo forrajero verde,16.81,16.81,0.00,250.18,14.88,385.00,96319.30
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,5.71,5.71,0.00,100.69,17.63,4826.69,485999.63
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,3.67,3.67,0.00,68.81,18.75,5576.68,383731.43
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,246.10,246.10,0.00,408.21,1.66,19917.81,8130647.67
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,26.04,26.04,0.00,561.15,21.55,4411.80,2475680.87
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,13.88,13.88,0.00,227.11,16.36,5533.96,1256818.45
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),23.46,23.46,0.00,811.09,34.57,3707.12,3006804.67
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,1.30,1.30,0.00,12.31,9.47,6812.21,83858.28
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,6850000,Semilla de frijol,437.65,437.65,0.00,882.26,2.02,24032.10,21202563.61
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,6940000,Girasol,61.50,61.50,0.00,93.54,1.52,6200.07,579954.50
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,7110000,Haba verde,0.37,0.37,0.00,2.05,5.54,4836.80,9915.43
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,3.91,3.91,0.00,19.86,5.08,20028.96,397775.21
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,7570000,Mano de león,14.05,14.05,0.00,190.74,13.58,8233.21,1570401.53
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,7590000,Manzanilla,2.34,2.34,0.00,4.78,2.04,7399.48,35369.53
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,7620000,Margarita,6.37,6.37,0.00,81.46,12.79,8299.77,676098.96
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,8770000,Sorgo escobero,96.66,96.66,0.00,359.76,3.72,4351.21,1565392.50
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,47.36,47.36,0.00,1745.91,36.86,720.00,1257056.87
2021,10,Durango,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,344.39,344.39,0.00,15562.26,45.19,564.80,8789622.97
2021,10,Durango,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,184.10,161.43,22.67,212.30,1.32,23164.09,4917737.10
2021,10,Durango,2,Primavera-Verano,2,Temporal,200201,Tonelada,6390000,Comino,0.56,0.56,0.00,0.20,0.36,19000.00,3800.00
2021,10,Durango,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,257.70,257.70,0.00,110.53,0.43,7025.50,776528.52
2021,10,Durango,2,Primavera-Verano,2,Temporal,200201,Tonelada,8770000,Sorgo escobero,103.98,86.48,17.50,166.86,1.93,7436.73,1240891.95
2021,10,Durango,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,52.00,48.41,4.00,654.42,13.52,392.50,256858.81
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,5.53,5.53,0.00,10.74,1.94,5212.19,55978.88
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,6.24,6.24,0.00,10.18,1.63,6110.89,62208.81
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,25.59,25.59,0.00,167.75,6.56,14861.38,2492995.73
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,7380000,Lima,13.05,13.05,0.00,50.04,3.83,5545.48,277495.75
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,296.99,296.99,0.00,1707.52,5.75,4130.14,7052296.95
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,8680000,Sábila,1.50,0.00,0.00,0.00,0.00,0.00,0.00
2021,10,Durango,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,3210.58,3210.58,0.00,188052.66,58.57,504.96,94959882.07
2021,10,Durango,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,216.47,216.47,0.00,601.74,2.78,8176.84,4920329.24
2021,10,Durango,3,Perennes,2,Temporal,200201,Tonelada,7380000,Lima,235.02,235.02,0.00,786.86,3.35,5693.27,4479806.03
2021,10,Durango,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,5482.93,5320.00,163.00,82619.18,15.53,248.66,20543773.03
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5010000,Acelga,10.77,10.77,0.00,126.24,11.72,3523.77,444840.26
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5350000,Anís,107.00,107.00,0.00,146.55,1.37,31706.07,4646524.05
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,510.72,510.72,0.00,20420.83,39.98,6445.30,131618329.20
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,7.32,7.32,0.00,205.11,28.02,5616.27,1151952.68
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,61.45,61.45,0.00,156.71,2.55,16424.64,2573904.64
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,113.82,113.82,0.00,2946.41,25.89,6295.95,18550444.42
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,1258.56,1258.56,0.00,36311.47,28.85,421.36,15300357.09
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,5930000,Semilla de cebada grano,5630.17,5630.17,0.00,31284.23,5.56,6267.04,196059666.30
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,96.15,96.15,0.00,758.23,7.89,11988.29,9089881.05
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,84.44,83.44,1.50,1415.82,16.97,4455.43,6308084.94
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),314.91,314.91,0.00,7118.12,22.60,3613.34,25720183.21
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6320000,Col de bruselas,8.48,8.48,0.00,140.62,16.58,11907.45,1674425.63
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6390000,Comino,30.18,30.18,0.00,33.10,1.10,38657.61,1279566.86
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,3.18,3.18,0.00,28.46,8.95,3944.32,112255.24
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,384.87,384.87,0.00,7475.01,19.42,4826.78,36080235.77
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,7100000,Haba grano,8.83,8.83,0.00,12.02,1.36,8675.53,104279.93
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,55.21,55.21,0.00,1432.52,25.95,3466.25,4965467.96
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,7270000,Kale,35.02,35.02,0.00,685.44,19.57,5331.36,3654330.35
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,7350000,Lenteja,207.85,207.85,0.00,316.73,1.52,10886.65,3448130.11
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,7840000,Napa,16.66,16.66,0.00,358.46,21.52,4591.24,1645777.25
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,8020000,Pak choi,20.73,20.73,0.00,509.15,24.56,5850.00,2978527.50
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,8240000,Perejil,41.96,41.96,0.00,861.36,20.53,5641.89,4859695.80
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,8440000,Poro (leek),14.13,14.13,0.00,223.05,15.79,6858.28,1529738.24
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.84,4.84,0.00,189.00,39.05,4006.60,757247.26
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,9060000,Semilla de trigo grano,3897.49,3897.49,0.00,20680.65,5.31,6408.64,132534882.40
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,1980.11,1980.11,0.00,57863.85,29.22,500.87,28981991.02
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,9110000,Triticale grano,41.00,41.00,0.00,212.79,5.19,4331.04,921601.10
2021,11,Guanajuato,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,847.67,847.67,0.00,22749.96,26.84,400.15,9103342.52
2021,11,Guanajuato,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),69.47,69.47,0.00,1551.82,22.34,780.00,1210419.60
2021,11,Guanajuato,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6905000,Garbanzo porquero,617.12,615.45,2.00,743.07,1.21,3162.22,2349753.28
2021,11,Guanajuato,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7350000,Lenteja,331.84,331.84,0.00,291.55,0.88,11965.18,3488448.88
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,14.05,14.05,0.00,283.78,20.20,3590.80,1018998.34
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5370000,Apio,200.37,200.37,0.00,8558.74,42.71,4650.79,39804885.30
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,6.03,6.03,0.00,212.25,35.20,3906.32,829116.50
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,873.72,873.55,0.25,2155.61,2.47,10898.00,23491840.19
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5760000,Calabaza,58.80,58.80,0.00,1533.78,26.08,2252.39,3454677.50
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,252.86,246.62,6.50,6241.46,25.31,3766.08,23505835.21
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,195.72,195.72,0.00,4819.20,24.62,383.39,1847622.07
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,35.48,35.48,0.00,274.86,7.75,10063.21,2765973.70
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,99.21,99.21,0.00,1516.67,15.29,3438.56,5215160.72
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),322.15,318.82,3.50,7022.35,22.03,3831.40,26905396.99
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6320000,Col de bruselas,26.35,26.35,0.00,419.23,15.91,7824.99,3280471.69
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,3.18,3.18,0.00,23.98,7.54,4056.16,97266.74
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6670000,Espinaca,282.05,282.05,0.00,4854.78,17.21,5411.63,26272275.29
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,6940000,Girasol,314.58,314.58,0.00,1004.99,3.19,6593.92,6626824.56
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7165000,"Hongos, setas y champiñones",19.42,19.42,0.00,7753.78,399.27,33334.22,258466208.40
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,1160.23,1145.17,15.07,46113.60,40.27,3162.58,145837936.30
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7270000,Kale,15.10,15.10,0.00,273.65,18.12,4441.27,1215353.75
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,5191.83,5191.83,0.00,25308.08,4.87,9361.64,236925159.10
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,7840000,Napa,13.55,13.55,0.00,259.89,19.18,5051.85,1312925.46
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,8440000,Poro (leek),4.06,4.06,0.00,61.15,15.06,4026.64,246228.83
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,7.80,7.80,0.00,128.61,16.49,3454.37,444266.06
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,54.83,54.83,0.00,1784.39,32.54,592.28,1056851.70
2021,11,Guanajuato,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,53.04,53.04,0.00,1274.76,24.03,470.48,599749.01
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,224.98,224.98,0.00,312.35,1.39,11472.44,3583415.85
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,33.96,33.96,0.00,381.10,11.22,2309.15,880018.16
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,5900000,Cebada forrajera en verde,307.61,307.61,0.00,2485.88,8.08,369.75,919156.06
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,6890000,Garbanzo forrajero,475.21,475.21,0.00,860.89,1.81,980.24,843882.64
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,6905000,Garbanzo porquero,53.32,53.32,0.00,52.58,0.99,2499.64,131430.85
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,352.32,352.32,0.00,576.11,1.64,6635.25,3822632.54
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,7.29,7.29,0.00,11.08,1.52,6550.00,72574.00
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,7350000,Lenteja,5.30,5.30,0.00,4.22,0.80,14986.99,63245.09
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,9090000,Triticale forrajero en verde,30.16,30.16,0.00,261.44,8.67,587.87,153693.64
2021,11,Guanajuato,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,184.52,184.52,0.00,1774.00,9.61,437.23,775646.62
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,5.14,5.14,0.00,16.24,3.16,16453.93,267211.75
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,5130000,Alcachofa,89.74,89.74,0.00,1204.42,13.42,14254.93,17168921.93
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,5650000,Arándano,86.69,86.69,0.00,504.11,5.82,63268.46,31894264.79
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,8.57,8.57,0.00,42.05,4.91,3522.50,148121.17
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,6050000,Chayote,14.48,14.48,0.00,204.34,14.11,4458.02,910951.25
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,4.28,4.28,0.00,23.10,5.40,3833.24,88547.92
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,4.24,4.24,0.00,23.61,5.57,7021.56,165778.97
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,15.60,15.60,0.00,55.95,3.59,7809.28,436929.49
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,8340000,Pitahaya,6.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,8590000,Romero,1.04,1.04,0.00,1.97,1.89,20974.87,41320.50
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,9010000,Trébol,2.24,2.24,0.00,138.33,61.75,578.00,79954.74
2021,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1369.32,1369.32,0.00,54832.86,40.04,472.67,25918052.89
2021,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,290.38,290.38,0.00,12269.12,42.25,604.03,7410861.66
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,5450000,Aster (manojo),1.50,1.50,0.00,46956.29,31304.19,4638.06,217786003.30
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,291.05,291.05,0.00,722.24,2.48,12167.38,8787770.05
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5760000,Calabaza,3.62,3.62,0.00,50.86,14.05,2822.16,143534.89
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,71.27,71.27,0.00,673.11,9.44,5907.78,3976585.73
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),4.98,4.98,0.00,98.34,19.75,3991.60,392534.05
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,13.69,13.69,0.00,115.64,8.45,3689.85,426694.01
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6680000,Estropajo,37.32,37.32,0.00,65.48,1.75,44522.07,2915305.43
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6740000,Flor perrito,0.68,0.68,0.00,5.82,8.56,5925.70,34487.60
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,74.34,74.34,0.00,2505.14,33.70,2010.31,5036117.79
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,16.48,16.48,0.00,90.79,5.51,15046.17,1366041.59
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,7620000,Margarita,9.72,9.72,0.00,143975.62,14812.31,14.32,2062293.73
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200203,Gruesa,7860000,Nardo,24.53,24.53,0.00,16868.07,687.65,164.02,2766748.18
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,7930000,Nube,4.63,4.63,0.00,9746.62,2105.10,1052.24,10255748.68
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),102.29,102.29,0.00,846.11,8.27,8735.88,7391518.51
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8120000,Pápalo,155.07,155.07,0.00,2899.13,18.70,2234.26,6477410.43
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,6.30,6.30,0.00,132.60,21.05,3319.02,440102.60
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200205,Manojo,8760000,Solidago (manojo),0.97,0.97,0.00,12227.88,12606.06,2380.47,29108100.95
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8770000,Sorgo escobero,12.37,12.37,0.00,35.11,2.84,6615.79,232280.36
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,9.94,9.94,0.00,138.14,13.90,6081.92,840156.41
2021,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,129.03,129.03,0.00,3579.73,27.74,784.44,2808080.85
2021,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5760000,Calabaza,1.35,1.35,0.00,11.86,8.79,2317.45,27485.01
2021,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5110000,Albahaca,1.04,1.04,0.00,15.60,15.00,21968.65,342710.94
2021,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,113.39,113.39,0.00,218.71,1.93,14774.49,3231329.03
2021,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5770000,Calabaza semilla o chihua,93.15,93.15,0.00,104.22,1.12,23817.11,2482219.39
2021,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,89.63,89.63,0.00,31.51,0.35,48273.00,1521082.23
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,2779.37,2779.37,0.00,4530.61,1.63,15405.74,69797413.52
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,451.29,451.29,0.00,4500.07,9.97,4034.12,18153843.04
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,8893.08,8766.41,127.00,6330.60,0.72,28157.20,178251980.70
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,31.13,31.13,0.00,270.02,8.67,4862.25,1312905.58
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6190000,Cilantro,6.11,6.11,0.00,87.51,14.32,2982.93,261035.89
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),4.81,4.81,0.00,47.45,9.86,3813.81,180965.45
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,6.40,6.40,0.00,16.36,2.56,3503.63,57319.39
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6680000,Estropajo,47.49,47.49,0.00,82.89,1.75,40661.21,3370407.55
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,2.21,2.21,0.00,4.83,2.19,15184.20,73339.68
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,15665.36,15665.36,0.00,6128.40,0.39,28841.14,176750054.50
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7230000,Jengibre,1.39,1.39,0.00,7.10,5.11,16381.34,116307.54
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,332.26,332.26,0.00,9612.87,28.93,4296.89,41305402.78
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7500000,Semilla de maíz grano,18.36,18.36,0.00,54.78,2.98,13392.86,733661.04
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200205,Manojo,7620000,Margarita,19.99,19.99,0.00,298790.17,14946.98,31.53,9421849.94
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200203,Gruesa,7860000,Nardo,17.31,17.31,0.00,12457.68,719.68,458.55,5712483.69
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200205,Manojo,7930000,Nube,6.47,6.47,0.00,7633.02,1179.76,33.27,253933.65
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7980000,Okra (angú o gombo),19.12,19.12,0.00,129.78,6.79,9650.61,1252456.21
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8120000,Pápalo,87.91,87.91,0.00,1360.04,15.47,1926.62,2620279.90
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,12.70,12.70,0.00,202.18,15.92,4248.98,859057.83
2021,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8770000,Sorgo escobero,11.08,11.08,0.00,6.88,0.62,8548.95,58816.79
2021,12,Guerrero,3,Perennes,1,Riego,200203,Gruesa,5030000,Agapando,1.50,1.50,0.00,615.41,410.27,210.49,129537.65
