Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Preciomediorural,Valorproduccion
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7110000,Haba verde,82.49,82.49,0.00,638.05,7.73,4409.59,2813538.82
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,17.90,17.90,0.00,17.06,0.95,47006.18,801925.42
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,40.99,40.99,0.00,1029.78,25.12,3616.26,3723948.67
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,328.23,328.23,0.00,1909.05,5.82,12421.93,23714094.64
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200205,Manojo,7570000,Mano de león,20.37,20.37,0.00,69905.74,3431.80,46.78,3270035.24
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200205,Manojo,7930000,Nube,48.48,48.48,0.00,277147.27,5716.73,32.30,8951135.73
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,22.28,22.28,0.00,238.28,10.69,3584.80,854186.17
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,8820000,Semilla de sorgo grano,91.83,91.83,0.00,329.48,3.59,11315.00,3728066.20
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,39.44,39.44,0.00,1548.12,39.25,2781.51,4306112.01
2021,16,Michoacán,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,115.57,115.57,0.00,5016.26,43.40,965.59,4843670.75
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,819.34,819.34,0.00,1586.33,1.94,19391.29,30760989.18
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5760000,Calabaza,29.31,29.31,0.00,781.77,26.67,3379.99,2642372.11
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,80.56,80.56,0.00,37.54,0.47,28174.99,1057689.27
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,24.36,24.36,0.00,570.06,23.40,4661.56,2657369.70
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,5900000,Cebada forrajera en verde,180.50,180.50,0.00,2000.85,11.09,946.86,1894529.43
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6050000,Chayote,27.06,27.06,0.00,2013.09,74.39,1925.51,3876220.71
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6070000,Chícharo,6.22,6.22,0.00,33.41,5.37,6547.99,218768.42
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6190000,Cilantro,6.99,6.99,0.00,124.42,17.80,1859.94,231413.31
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),73.75,73.75,0.00,2653.84,35.98,2651.62,7036975.44
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),50.51,50.51,0.00,428.00,8.47,768.89,329084.20
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,60.00,36.15,23.45,220.13,6.09,7466.85,1643677.03
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6890000,Garbanzo forrajero,89.64,89.64,0.00,576.78,6.43,914.28,527338.42
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,7.85,7.85,0.00,15.98,2.04,7060.00,112818.80
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,250.14,250.14,0.00,368.56,1.47,5815.57,2143386.78
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7110000,Haba verde,288.87,288.87,0.00,1652.72,5.72,4636.77,7663279.35
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,1809.03,1639.03,170.00,925.12,0.56,70221.57,64963374.95
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,393.48,393.48,0.00,8392.72,21.33,6986.67,58637172.84
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,7500000,Semilla de maíz grano,129.64,129.64,0.00,727.82,5.61,12658.16,9212862.01
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,6.56,6.56,0.00,94.24,14.37,4069.25,383486.07
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,9212000,Yuca alimenticia,57.69,57.69,0.00,1969.41,34.14,2698.45,5314354.60
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,3525.01,3525.01,0.00,47288.10,13.42,796.53,37666621.00
2021,16,Michoacán,2,Primavera-Verano,2,Temporal,200201,Tonelada,15070000,Frijol forrajero,2516.69,2516.69,0.00,22662.54,9.00,879.76,19937670.80
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5130000,Alcachofa,47.59,47.59,0.00,702.28,14.76,10782.09,7572047.11
2021,16,Michoacán,3,Perennes,1,Riego,200203,Gruesa,5460000,Ave del paraíso,98.56,98.56,0.00,42376.43,429.96,403.35,17092583.58
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5650000,Arándano,1200.49,1200.49,0.00,15490.28,12.90,82521.17,1278276102.00
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5830000,Semilla de caña de azúcar,362.32,362.32,0.00,35295.96,97.42,731.43,25816529.52
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,5850000,Carambolo,26.01,26.01,0.00,189.12,7.27,6890.65,1303159.77
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,6160000,Chirimoya,11.69,11.69,0.00,96.03,8.21,5719.79,549270.97
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,250.68,250.68,0.00,3402.67,13.57,5921.55,20149088.48
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,6300000,Coco fruta,401.69,401.69,0.00,4537.33,11.30,2567.48,11649508.89
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,416.88,416.88,0.00,2784.09,6.68,7709.08,21462771.80
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,130.64,130.64,0.00,1458.67,11.17,22172.75,32342725.66
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7210000,Jaca (jackfruit),6.41,6.41,0.00,45.21,7.05,7018.47,317305.21
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7380000,Lima,158.26,158.26,0.00,1099.91,6.95,4699.13,5168622.44
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7420000,Litchi,23.29,23.29,0.00,189.49,8.14,10538.32,1996905.47
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7440000,Macadamia,21.13,21.13,0.00,138.93,6.58,16238.28,2255984.68
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,113.68,113.68,0.00,1051.22,9.25,5998.78,6306038.69
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7755000,Moringa,390.98,390.98,0.00,1177.98,3.01,10099.40,11896888.27
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,241.19,241.19,0.00,883.24,3.66,7498.03,6622559.91
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,7905000,Noni,3.12,3.12,0.00,11.03,3.54,5238.63,57782.06
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,8250000,Perón,8.32,8.32,0.00,56.03,6.73,4322.42,242185.06
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,8510000,Rambután,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,253.68,253.68,0.00,1631.38,6.43,7390.87,12057315.43
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9010000,Trébol,35.70,35.70,0.00,1319.24,36.95,821.93,1084323.16
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,529.13,529.13,0.00,2383.59,4.50,5069.08,12082612.38
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,9800000,Stevia,2.83,2.83,0.00,16.46,5.82,28147.01,463299.84
2021,16,Michoacán,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,13595.87,13595.87,0.00,443126.01,32.59,500.10,221609328.50
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6160000,Chirimoya,16.10,16.10,0.00,73.66,4.58,7130.97,525267.53
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,2803.25,2803.25,0.00,12926.94,4.61,5139.40,66436748.29
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,6300000,Coco fruta,3340.18,3340.18,0.00,27800.33,8.32,2578.02,71669903.04
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7420000,Litchi,20.76,20.76,0.00,22.58,1.09,16198.08,365752.60
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7440000,Macadamia,18.73,18.73,0.00,58.03,3.10,15683.42,910108.94
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7690000,Membrillo,2.54,2.54,0.00,10.19,4.01,7754.87,79022.13
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7755000,Moringa,6.24,6.24,0.00,5.00,0.80,7129.02,35645.09
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,24.68,24.68,0.00,97.01,3.93,7301.55,708323.55
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8250000,Perón,52.53,52.53,0.00,576.16,10.97,5667.22,3265224.37
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8350000,Pitaya,6.58,6.58,0.00,23.96,3.64,15711.19,376440.00
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,8880000,Tamarindo,821.01,821.01,0.00,2809.65,3.42,8524.00,23949467.69
2021,16,Michoacán,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,80511.49,80433.36,78.00,897869.59,11.16,637.66,572535095.60
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5110000,Albahaca,30.60,30.60,0.00,205.50,6.72,4933.07,1013745.00
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5570000,Bangaña,4.56,4.56,0.00,24.32,5.33,6053.45,147219.81
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,5.45,5.45,0.00,10.07,1.85,13217.54,133100.63
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,22.35,22.35,0.00,233.67,10.46,5254.23,1227756.45
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,4.18,4.18,0.00,16.10,3.85,4646.29,74805.30
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6090000,Chilacayote,11.68,11.68,0.00,129.55,11.09,4447.70,576199.44
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,27.84,27.84,0.00,438.45,15.75,4266.19,1870511.95
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,1730.31,1730.31,0.00,17157.22,9.92,8872.63,152229685.30
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,6660000,Especias y medicinales,22.38,22.38,0.00,125.27,5.60,6504.15,814775.09
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,27.27,27.27,0.00,715.28,26.23,3489.60,2496042.68
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200203,Gruesa,7860000,Nardo,36.24,36.24,0.00,43894.95,1211.23,193.26,8483316.75
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),354.98,354.98,0.00,4014.50,11.31,5090.72,20436684.00
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200217,Metro cuadrado,8150000,Pasto tapete (m2),70.56,70.56,0.00,687212.53,9739.41,26.67,18330195.60
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200203,Gruesa,8400000,Polar,6.86,6.86,0.00,9526.18,1388.66,133.64,1273089.15
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.26,4.26,0.00,102.64,24.09,8045.23,825762.85
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9170000,Verdolaga,93.36,93.36,0.00,1393.93,14.93,3753.77,5232490.26
2021,17,Morelos,1,Otoño-Invierno,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,64.63,64.63,0.00,717.13,11.10,3251.22,2331549.21
2021,17,Morelos,2,Primavera-Verano,1,Riego,200203,Gruesa,5030000,Agapando,2.87,2.87,0.00,1806.00,629.27,287.93,519995.56
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5110000,Albahaca,20.89,20.89,0.00,145.79,6.98,5866.53,855281.14
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5570000,Bangaña,3.45,3.45,0.00,36.28,10.52,4833.20,175348.38
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,189.95,189.95,0.00,441.22,2.32,19538.99,8620992.55
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,7.99,7.99,0.00,90.89,11.38,6008.53,546115.07
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,6.50,6.50,0.00,25.58,3.94,7966.74,203789.29
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6090000,Chilacayote,9.88,9.88,0.00,121.07,12.25,3519.50,426105.41
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,39.36,39.36,0.00,591.42,15.03,5589.77,3305899.61
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,1181.27,1180.00,0.90,12348.69,10.46,8645.49,106760496.00
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,6660000,Especias y medicinales,102.74,102.74,0.00,639.14,6.22,4977.36,3181228.70
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7220000,Jamaica,31.40,31.40,0.00,30.41,0.97,46583.73,1416611.21
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7240000,Jícama,944.02,944.02,0.00,28854.10,30.57,5022.25,144912546.00
2021,17,Morelos,2,Primavera-Verano,1,Riego,200203,Gruesa,7860000,Nardo,141.63,141.63,0.00,160015.63,1129.81,224.24,35881191.64
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),55.37,55.37,0.00,646.46,11.68,5121.28,3310705.48
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8120000,Pápalo,72.96,72.96,0.00,1049.16,14.38,2864.33,3005142.67
2021,17,Morelos,2,Primavera-Verano,1,Riego,200217,Metro cuadrado,8150000,Pasto tapete (m2),111.67,111.67,0.00,1089856.54,9759.62,25.97,28303025.98
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,12.59,12.59,0.00,241.68,19.20,7325.09,1770328.08
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9170000,Verdolaga,104.54,104.54,0.00,1356.10,12.97,3680.03,4990483.74
2021,17,Morelos,2,Primavera-Verano,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,82.75,82.75,0.00,1219.78,14.74,4473.53,5456716.66
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,835.71,835.71,0.00,1553.63,1.86,15518.49,24109996.59
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,25.68,25.68,0.00,34.86,1.36,25220.91,879200.91
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,93.02,93.02,0.00,886.65,9.53,5590.40,4956729.21
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6070000,Chícharo,6.50,6.50,0.00,22.98,3.54,6971.42,160203.26
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6090000,Chilacayote,41.54,41.54,0.00,476.47,11.47,3514.77,1674682.67
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),3.47,3.47,0.00,37.72,10.87,3431.82,129448.16
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6540000,Ebo (janamargo o veza),292.07,292.07,0.00,2093.87,7.17,824.28,1725941.90
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,201.68,201.68,0.00,1706.43,8.46,7890.00,13463732.70
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7100000,Haba grano,64.28,64.28,0.00,220.79,3.43,7518.22,1659947.79
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7110000,Haba verde,66.21,66.21,0.00,413.17,6.24,4669.12,1929140.12
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,7590000,Manzanilla,18.72,18.72,0.00,85.80,4.58,7516.74,644936.69
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,4.31,4.31,0.00,108.40,25.15,8093.84,877372.69
2021,17,Morelos,2,Primavera-Verano,2,Temporal,200201,Tonelada,9212000,Yuca alimenticia,9.15,9.15,0.00,109.70,11.99,4089.35,448601.61
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5730000,Caimito,1.74,1.74,0.00,12.21,7.02,4005.76,48910.28
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5830000,Semilla de caña de azúcar,705.44,705.44,0.00,80757.27,114.48,936.67,75642574.53
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,5850000,Carambolo,11.44,11.44,0.00,168.45,14.72,7011.25,1181045.88
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,6160000,Chirimoya,2.12,2.12,0.00,13.07,6.17,6549.62,85603.47
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,29.59,29.59,0.00,207.44,7.01,2710.53,562271.55
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7020000,Guaje,518.81,518.81,0.00,7568.17,14.59,4008.73,30338781.41
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,2.58,2.58,0.00,31.78,12.32,14385.36,457166.74
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,502.00,502.00,0.00,3353.72,6.68,32962.22,110546070.40
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7420000,Litchi,6.66,6.66,0.00,41.21,6.19,7012.13,288969.80
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,24.17,24.17,0.00,300.49,12.43,6982.10,2098051.24
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,5.30,5.30,0.00,28.65,5.41,11007.28,315358.71
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,38.70,38.70,0.00,254.41,6.57,3928.29,999397.40
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8680000,Sábila,77.68,77.68,0.00,4192.21,53.97,2357.08,9881368.54
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,27.20,27.20,0.00,94.43,3.47,4336.30,409476.67
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,34.46,34.46,0.00,392.51,11.39,4960.10,1946890.74
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,9500000,Jatropha,20.15,20.15,0.00,73.49,3.65,3042.52,223595.01
2021,17,Morelos,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,16.14,16.14,0.00,224.23,13.89,711.94,159637.92
2021,17,Morelos,3,Perennes,2,Temporal,200203,Gruesa,5030000,Agapando,4.00,4.00,0.00,796.07,199.02,234.96,187042.02
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,6160000,Chirimoya,9.48,9.48,0.00,80.80,8.52,6270.71,506673.64
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,420.75,419.08,2.00,2731.13,6.52,4670.42,12755521.70
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,7150000,Higo,75.27,75.27,0.00,435.71,5.79,14925.45,6503167.78
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,3.18,3.18,0.00,22.14,6.96,4999.31,110684.82
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,8350000,Pitaya,15.57,15.57,0.00,91.50,5.88,13054.63,1194498.91
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,9500000,Jatropha,477.73,477.73,0.00,1419.45,2.97,3292.02,4672862.34
2021,17,Morelos,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,1742.53,1742.53,0.00,24324.74,13.96,605.28,14723398.46
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5110000,Albahaca,21.75,21.75,0.00,170.10,7.82,14465.75,2460624.34
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5560000,Baby back choi,14.57,14.57,0.00,121.48,8.34,7508.82,912171.67
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,2.01,2.01,0.00,5.60,2.79,20126.33,112707.43
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5760000,Calabaza,17.19,17.19,0.00,281.78,16.39,5743.05,1618277.32
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,47.11,32.11,15.00,464.13,14.45,4389.48,2037291.53
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),3.15,3.15,0.00,55.14,17.50,2205.75,121625.33
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,110.77,110.77,0.00,1489.56,13.45,8143.34,12129986.69
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,25.77,25.77,0.00,395.37,15.34,9951.00,3934326.87
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,6850000,Semilla de frijol,159.05,159.05,0.00,186.20,1.17,17255.84,3213037.31
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,6880000,Gai lan (kay laan),42.13,42.13,0.00,539.62,12.81,12917.03,6970287.73
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,6890000,Garbanzo forrajero,40.47,40.47,0.00,316.67,7.82,841.99,266632.25
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,2559.70,2208.73,351.45,83198.84,37.67,3143.70,261552077.10
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,7250000,Semilla de jícama,10.61,10.61,0.00,11.60,1.09,215977.75,2505341.85
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,4631.99,4631.99,0.00,16566.60,3.58,11703.98,193895161.90
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,7675000,Melón amargo,60.78,60.78,0.00,2591.76,42.64,13189.50,34184012.29
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,7840000,Napa,43.70,43.70,0.00,412.92,9.45,8341.00,3444165.72
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),52.04,52.04,0.00,640.89,12.32,5162.01,3308283.44
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200206,Planta,8380000,Plantero de tabaco (planta),27.90,27.81,0.09,127163588.00,4572584.97,0.25,31859612.76
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,8735000,Shangai-bock-choy,10.42,10.42,0.00,87.23,8.37,5228.63,456093.74
2021,18,Nayarit,1,Otoño-Invierno,1,Riego,200201,Tonelada,9210000,Yu-choy,85.47,85.47,0.00,1380.62,16.15,3162.57,4366308.30
2021,18,Nayarit,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5760000,Calabaza,47.46,40.86,6.50,666.37,16.31,1512.58,1007934.88
2021,18,Nayarit,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5790000,Camote,91.00,52.82,38.50,943.23,17.86,5275.03,4975565.04
2021,18,Nayarit,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6890000,Garbanzo forrajero,62.92,62.92,0.00,673.89,10.71,615.38,414697.75
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,5110000,Albahaca,9.88,9.88,0.00,84.08,8.51,16033.25,1348075.80
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,58.48,58.48,0.00,89.39,1.53,19176.33,1714172.46
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,5760000,Calabaza,8.96,8.96,0.00,85.77,9.57,3537.23,303388.22
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,22.06,22.06,0.00,300.92,13.64,9509.75,2861674.95
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,6880000,Gai lan (kay laan),25.77,25.77,0.00,378.95,14.71,11219.52,4251637.10
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,7160000,Higuerilla,110.84,110.84,0.00,483.96,4.37,10125.02,4900106.55
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,2.80,2.80,0.00,14.40,5.14,11750.00,169200.00
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,7675000,Melón amargo,22.82,22.82,0.00,966.79,42.37,13567.19,13116622.02
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),36.98,36.98,0.00,342.45,9.26,4423.00,1514656.35
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200206,Planta,8380000,Plantero de tabaco (planta),17.50,16.05,1.00,71875631.64,4478232.50,1.12,80834259.23
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,4.77,4.77,0.00,79.24,16.61,2898.58,229683.69
2021,18,Nayarit,2,Primavera-Verano,1,Riego,200201,Tonelada,8735000,Shangai-bock-choy,14.31,14.31,0.00,127.05,8.88,6118.55,777362.38
