Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2018,139,48,Puerto Peñasco,3,1,Espárrago,420.0,420.0,0.0,3517.5,8.38,37962.41,133532779.3
2018,139,70,General Plutarco Elías Calles,1,1,Avena forrajera en verde,17.0,17.0,0.0,280.5,16.5,469.0,131554.5
2018,139,70,General Plutarco Elías Calles,1,1,Trigo grano,1200.0,1200.0,0.0,4871.49,4.06,4174.68,20336911.87
2018,139,70,General Plutarco Elías Calles,1,1,Pastos y praderas,80.0,80.0,0.0,1384.0,17.3,645.5,893372.0
2018,139,70,General Plutarco Elías Calles,2,1,Algodón hueso,675.0,545.0,130.0,1853.0,3.4,10744.77,19910058.81
2018,139,70,General Plutarco Elías Calles,3,1,Alfalfa achicalada,748.76,748.76,0.0,13270.0,17.72,2219.62,29454357.4
2018,139,70,General Plutarco Elías Calles,3,1,Espárrago,965.0,965.0,0.0,8734.0,9.05,37913.88,331139839.8
2018,139,17,Caborca,1,1,Avena forrajera en verde,20.0,20.0,0.0,380.0,19.0,478.5,181830.0
2018,139,17,Caborca,1,1,Cártamo,60.0,0.0,60.0,0.0,0.0,0.0,0.0
2018,139,17,Caborca,1,1,Cebolla,20.0,0.0,20.0,0.0,0.0,0.0,0.0
2018,139,17,Caborca,1,1,Chícharo,18.0,18.0,0.0,88.0,4.89,11397.33,1002965.04
2018,139,17,Caborca,1,1,Col de bruselas,28.0,28.0,0.0,742.0,26.5,25378.51,18830854.42
2018,139,17,Caborca,1,1,Melón,50.0,25.0,25.0,900.0,36.0,3853.0,3467700.0
2018,139,17,Caborca,1,1,Trigo grano,794.0,794.0,0.0,4287.6,5.4,4123.38,17679404.09
2018,139,17,Caborca,1,1,Pastos y praderas,50.0,50.0,0.0,875.0,17.5,640.0,560000.0
2018,139,17,Caborca,2,1,Calabaza,7.0,7.0,0.0,129.5,18.5,8921.43,1155325.19
2018,139,17,Caborca,2,1,Melón,129.0,129.0,0.0,4321.5,33.5,6268.95,27091267.43
2018,139,17,Caborca,2,1,Papa,2041.75,2041.75,0.0,85753.5,42.0,6910.74,592620142.6
