Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2004,139,55,San Luis Río Colorado,1,1,Apio,34.0,34.0,0.0,680.0,20.0,9100.0,6188000.0
2004,139,55,San Luis Río Colorado,1,1,Avena forrajera en verde,282.0,282.0,0.0,4286.0,15.2,500.0,2143000.0
2004,139,55,San Luis Río Colorado,1,1,Betabel,31.0,31.0,0.0,248.0,8.0,3000.0,744000.0
2004,139,55,San Luis Río Colorado,1,1,Brócoli,274.0,274.0,0.0,2740.0,10.0,7950.0,21783000.0
2004,139,55,San Luis Río Colorado,1,1,Cártamo,262.0,262.0,0.0,576.0,2.2,3300.0,1900800.0
2004,139,55,San Luis Río Colorado,1,1,Cebada forrajera en verde,10.0,10.0,0.0,149.0,14.9,680.0,101320.0
2004,139,55,San Luis Río Colorado,1,1,Cebolla,1550.0,1550.0,0.0,19438.0,12.54,7989.06,155291440.0
2004,139,55,San Luis Río Colorado,1,1,Cilantro,176.0,176.0,0.0,440.0,2.5,6700.0,2948000.0
2004,139,55,San Luis Río Colorado,1,1,Col (repollo),150.0,150.0,0.0,3750.0,25.0,2250.0,8437500.0
2004,139,55,San Luis Río Colorado,1,1,Coliflor,22.0,22.0,0.0,440.0,20.0,6500.0,2860000.0
2004,139,55,San Luis Río Colorado,1,1,Espinaca,42.0,42.0,0.0,504.0,12.0,4220.0,2126880.0
2004,139,55,San Luis Río Colorado,1,1,Kale,42.0,42.0,0.0,504.0,12.0,7780.0,3921120.0
2004,139,55,San Luis Río Colorado,1,1,Lechuga,100.0,100.0,0.0,2000.0,20.0,1800.0,3600000.0
2004,139,55,San Luis Río Colorado,1,1,Perejil,143.0,143.0,0.0,3032.0,21.2,8900.0,26984800.0
2004,139,55,San Luis Río Colorado,1,1,Poro (leek),109.0,109.0,0.0,872.0,8.0,16300.0,14213600.0
2004,139,55,San Luis Río Colorado,1,1,Rábano,250.0,250.0,0.0,4835.0,19.34,5646.33,27300005.55
2004,139,55,San Luis Río Colorado,1,1,Rapini,55.0,55.0,0.0,209.0,3.8,7450.0,1557050.0
2004,139,55,San Luis Río Colorado,1,1,Trigo grano,16159.0,16159.0,0.0,80795.0,5.0,1400.0,113113000.0
2004,139,55,San Luis Río Colorado,1,1,Varios,77.0,77.0,0.0,616.0,8.0,5000.0,3080000.0
