Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2011,139,70,General Plutarco Elías Calles,1,1,5490000,Avena forrajera en verde,5.0,5.0,0.0,85.0,17.0,920.0,78200.0
2011,139,70,General Plutarco Elías Calles,1,1,9050000,Trigo grano,769.0,769.0,0.0,3691.2,4.8,3611.0,13328923.2
2011,139,70,General Plutarco Elías Calles,1,1,15050000,Pastos y praderas,15.0,15.0,0.0,270.0,18.0,850.0,229500.0
2011,139,70,General Plutarco Elías Calles,2,1,5190000,Algodón hueso,1472.0,1472.0,0.0,4371.84,2.97,6000.0,26231040.0
2011,139,70,General Plutarco Elías Calles,2,1,5760000,Calabaza,5.0,5.0,0.0,100.0,20.0,3900.0,390000.0
2011,139,70,General Plutarco Elías Calles,2,1,7490000,Maíz grano,8.0,8.0,0.0,32.0,4.0,4100.0,131200.0
2011,139,70,General Plutarco Elías Calles,2,1,7670000,Melón,6.0,6.0,0.0,150.0,25.0,6000.0,900000.0
2011,139,70,General Plutarco Elías Calles,2,1,8210000,Pepino,20.0,20.0,0.0,560.0,28.0,2500.0,1400000.0
2011,139,70,General Plutarco Elías Calles,2,1,8710000,Sandía,7.0,7.0,0.0,154.0,22.0,2500.0,385000.0
2011,139,70,General Plutarco Elías Calles,2,1,8790000,Sorgo forrajero en verde,20.0,20.0,0.0,440.0,22.0,800.0,352000.0
2011,139,70,General Plutarco Elías Calles,3,1,5160000,Alfalfa achicalada,1525.0,1525.0,0.0,28670.0,18.8,2200.0,63074000.0
2011,139,70,General Plutarco Elías Calles,3,1,6650000,Espárrago,50.0,50.0,0.0,310.0,6.2,36030.0,11169300.0
2011,139,17,Caborca,1,1,5490000,Avena forrajera en verde,65.0,65.0,0.0,1105.0,17.0,900.0,994500.0
2011,139,17,Caborca,1,1,5870000,Cártamo,141.0,141.0,0.0,394.8,2.8,5739.0,2265757.2
2011,139,17,Caborca,1,1,5900000,Cebada forrajera en verde,3.0,3.0,0.0,54.0,18.0,950.0,51300.0
2011,139,17,Caborca,1,1,7670000,Melón,31.0,30.0,1.0,840.0,28.0,3000.0,2520000.0
2011,139,17,Caborca,1,1,8100000,Papa,78.0,78.0,0.0,2730.0,35.0,7000.0,19110000.0
2011,139,17,Caborca,1,1,8210000,Pepino,24.0,24.0,0.0,2520.0,105.0,6552.0,16511040.0
2011,139,17,Caborca,1,1,9050000,Trigo grano,2567.0,2567.0,0.0,14375.2,5.6,3485.0,50097572.0
2011,139,17,Caborca,1,1,15050000,Pastos y praderas,269.0,269.0,0.0,4829.0,17.95,911.98,4403950.0
