Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2011,139,17,Caborca,2,1,6120000,Chile verde,15.0,15.0,0.0,225.0,15.0,5000.0,1125000.0
2011,139,17,Caborca,2,1,6750000,Flores,16.0,16.0,0.0,32.0,2.0,9000.0,288000.0
2011,139,17,Caborca,2,1,7670000,Melón,325.0,325.0,0.0,8725.0,26.85,6071.63,52975000.0
2011,139,17,Caborca,2,1,8100000,Papa,1993.0,1993.0,0.0,73741.0,37.0,5300.0,390827300.0
2011,139,17,Caborca,2,1,8210000,Pepino,19.0,19.0,0.0,532.0,28.0,2500.0,1330000.0
2011,139,17,Caborca,2,1,8790000,Sorgo forrajero en verde,163.0,163.0,0.0,3260.0,20.0,700.0,2282000.0
2011,139,17,Caborca,2,1,8970000,Tomate rojo (jitomate),4.0,4.0,0.0,100.0,25.0,5000.0,500000.0
2011,139,17,Caborca,2,1,8980000,Tomate verde,4.0,4.0,0.0,32.0,8.0,5000.0,160000.0
2011,139,17,Caborca,3,1,5000000,Aceituna,1575.0,1575.0,0.0,3150.0,2.0,6500.0,20475000.0
2011,139,17,Caborca,3,1,5160000,Alfalfa achicalada,966.0,966.0,0.0,18161.0,18.8,2200.0,39954200.0
2011,139,17,Caborca,3,1,6020000,Chabacano,30.0,30.0,0.0,198.0,6.6,9520.0,1884960.0
2011,139,17,Caborca,3,1,6490000,Dátil,7.0,7.0,0.0,38.5,5.5,42000.0,1617000.0
2011,139,17,Caborca,3,1,6530000,Durazno,29.0,29.0,0.0,130.5,4.5,11500.0,1500750.0
2011,139,17,Caborca,3,1,6650000,Espárrago,6946.0,6946.0,0.0,44454.4,6.4,36030.0,1601692032.0
2011,139,17,Caborca,3,1,7150000,Higo,7.0,7.0,0.0,42.98,6.14,4500.0,193410.0
2011,139,17,Caborca,3,1,7850000,Naranja,83.0,83.0,0.0,531.2,6.4,1600.0,849920.0
2011,139,17,Caborca,3,1,7960000,Nuez,115.0,115.0,0.0,184.92,1.61,29980.0,5543901.6
2011,139,17,Caborca,3,1,9130000,Uva,7815.0,7815.0,0.0,69779.5,8.93,17236.33,1202742625.0
2011,139,17,Caborca,3,1,15050000,Pastos y praderas,130.0,130.0,0.0,2470.0,19.0,1098.0,2712060.0
2011,139,47,Pitiquito,1,1,5490000,Avena forrajera en verde,94.0,94.0,0.0,1739.0,18.5,870.0,1512930.0
2011,139,47,Pitiquito,1,1,5870000,Cártamo,155.0,155.0,0.0,387.5,2.5,5739.0,2223862.5
2011,139,47,Pitiquito,1,1,9050000,Trigo grano,474.0,474.0,0.0,2654.4,5.6,3611.0,9585038.4
2011,139,47,Pitiquito,1,1,15050000,Pastos y praderas,50.0,50.0,0.0,900.0,18.0,869.0,782100.0
2011,139,47,Pitiquito,2,1,8790000,Sorgo forrajero en verde,14.0,14.0,0.0,294.0,21.0,720.0,211680.0
2011,139,47,Pitiquito,3,1,5160000,Alfalfa achicalada,123.0,123.0,0.0,1316.1,10.7,2200.0,2895420.0
2011,139,47,Pitiquito,3,1,9130000,Uva,37.0,37.0,0.0,555.0,15.0,20000.0,11100000.0
2011,139,47,Pitiquito,3,1,15050000,Pastos y praderas,70.0,70.0,0.0,1260.0,18.0,1120.0,1411200.0
2011,139,4,Altar,1,1,5490000,Avena forrajera en verde,81.0,81.0,0.0,1433.7,17.7,850.0,1218645.0
2011,139,4,Altar,1,1,5870000,Cártamo,370.0,370.0,0.0,1110.0,3.0,5700.0,6327000.0
2011,139,4,Altar,1,1,5900000,Cebada forrajera en verde,58.0,58.0,0.0,1015.0,17.5,850.0,862750.0
2011,139,4,Altar,1,1,9040000,Trigo forrajero verde,10.0,10.0,0.0,175.0,17.5,850.0,148750.0
2011,139,4,Altar,1,1,9050000,Trigo grano,1421.0,1421.0,0.0,7957.6,5.6,3485.0,27732236.0
2011,139,4,Altar,1,1,15050000,Pastos y praderas,81.0,81.0,0.0,1418.5,17.51,807.61,1145600.0
2011,139,4,Altar,2,1,7170000,Hortalizas,53.0,53.0,0.0,1060.0,20.0,3900.0,4134000.0
2011,139,4,Altar,2,1,7490000,Maíz grano,3.0,3.0,0.0,18.0,6.0,4000.0,72000.0
2011,139,4,Altar,2,1,8710000,Sandía,73.0,73.0,0.0,1460.0,20.0,1450.0,2117000.0
2011,139,4,Altar,2,1,8790000,Sorgo forrajero en verde,149.0,149.0,0.0,2980.0,20.0,650.0,1937000.0
2011,139,4,Altar,3,1,5160000,Alfalfa achicalada,257.0,257.0,0.0,2749.9,10.7,2200.0,6049780.0
2011,139,4,Altar,3,1,6020000,Chabacano,3.0,3.0,0.0,20.01,6.67,9520.0,190495.2
2011,139,4,Altar,3,1,6650000,Espárrago,97.0,97.0,0.0,582.0,6.0,36030.0,20969460.0
2011,139,4,Altar,3,1,7960000,Nuez,515.0,100.0,0.0,160.0,1.6,30000.0,4800000.0
2011,139,4,Altar,3,1,9130000,Uva,51.0,51.0,0.0,471.72,9.25,8117.99,3829416.0
2011,139,4,Altar,3,1,15050000,Pastos y praderas,55.0,55.0,0.0,990.0,18.0,1100.0,1089000.0
2011,139,7,Atil,1,1,5490000,Avena forrajera en verde,10.0,10.0,0.0,169.0,16.9,925.0,156325.0
2011,139,7,Atil,1,1,9050000,Trigo grano,222.0,222.0,0.0,1221.0,5.5,3611.0,4409031.0
2011,139,7,Atil,1,1,15050000,Pastos y praderas,108.0,108.0,0.0,1836.0,17.0,850.0,1560600.0
2011,139,7,Atil,2,1,6120000,Chile verde,10.0,10.0,0.0,150.0,15.0,5300.0,795000.0
2011,139,7,Atil,2,1,8790000,Sorgo forrajero en verde,106.0,106.0,0.0,1908.0,18.0,700.0,1335600.0
2011,139,7,Atil,3,1,5160000,Alfalfa achicalada,15.0,15.0,0.0,160.65,10.71,2200.0,353430.0
2011,139,7,Atil,3,1,6650000,Espárrago,25.0,25.0,0.0,150.0,6.0,36030.0,5404500.0
2011,139,7,Atil,3,1,15050000,Pastos y praderas,3.0,3.0,0.0,57.0,19.0,1150.0,65550.0
2011,139,46,Oquitoa,1,1,5490000,Avena forrajera en verde,14.0,14.0,0.0,245.0,17.5,870.0,213150.0
2011,139,46,Oquitoa,1,1,5900000,Cebada forrajera en verde,23.0,23.0,0.0,391.0,17.0,800.0,312800.0
2011,139,46,Oquitoa,1,1,9050000,Trigo grano,27.0,27.0,0.0,151.2,5.6,3611.0,545983.2
2011,139,46,Oquitoa,1,1,15050000,Pastos y praderas,14.0,14.0,0.0,252.0,18.0,900.0,226800.0
2011,139,46,Oquitoa,2,1,6840000,Frijol,2.0,2.0,0.0,4.8,2.4,12000.0,57600.0
2011,139,46,Oquitoa,2,1,8790000,Sorgo forrajero en verde,50.0,50.0,0.0,1100.0,22.0,720.0,792000.0
2011,139,60,Sáric,1,1,5490000,Avena forrajera en verde,37.0,37.0,0.0,629.0,17.0,800.0,503200.0
2011,139,60,Sáric,1,1,5900000,Cebada forrajera en verde,13.0,13.0,0.0,240.5,18.5,890.0,214045.0
2011,139,60,Sáric,1,1,9040000,Trigo forrajero verde,8.0,8.0,0.0,144.0,18.0,870.0,125280.0
2011,139,60,Sáric,1,1,9050000,Trigo grano,34.0,34.0,0.0,193.8,5.7,3611.0,699811.8
2011,139,60,Sáric,1,1,15050000,Pastos y praderas,39.0,39.0,0.0,721.5,18.5,790.0,569985.0
2011,139,60,Sáric,2,1,5740000,Calabacita,8.0,8.0,0.0,160.0,20.0,3900.0,624000.0
2011,139,60,Sáric,2,1,6840000,Frijol,32.0,32.0,0.0,64.0,2.0,11800.0,755200.0
2011,139,60,Sáric,2,1,7490000,Maíz grano,49.0,49.0,0.0,245.0,5.0,3900.0,955500.0
2011,139,60,Sáric,2,1,8790000,Sorgo forrajero en verde,68.0,68.0,0.0,1428.0,21.0,680.0,971040.0
2011,139,60,Sáric,3,1,5160000,Alfalfa achicalada,56.0,56.0,0.0,599.2,10.7,2200.0,1318240.0
2011,139,65,Tubutama,1,1,5490000,Avena forrajera en verde,381.0,381.0,0.0,7048.5,18.5,930.0,6555105.0
2011,139,65,Tubutama,1,1,5900000,Cebada forrajera en verde,49.0,49.0,0.0,882.0,18.0,870.0,767340.0
2011,139,65,Tubutama,1,1,9040000,Trigo forrajero verde,18.0,18.0,0.0,333.0,18.5,830.0,276390.0
2011,139,65,Tubutama,1,1,15050000,Pastos y praderas,245.0,245.0,0.0,4410.0,18.0,815.0,3594150.0
2011,139,65,Tubutama,2,1,6840000,Frijol,6.0,6.0,0.0,13.2,2.2,12100.0,159720.0
2011,139,65,Tubutama,2,1,7490000,Maíz grano,33.0,33.0,0.0,181.5,5.5,4000.0,726000.0
2011,139,65,Tubutama,2,1,7670000,Melón,25.0,25.0,0.0,550.0,22.0,5500.0,3025000.0
2011,139,65,Tubutama,2,1,8790000,Sorgo forrajero en verde,671.0,671.0,0.0,13420.0,20.0,750.0,10065000.0
2011,139,65,Tubutama,3,1,5160000,Alfalfa achicalada,24.0,24.0,0.0,256.8,10.7,2200.0,564960.0
2011,140,22,Cucurpe,1,1,5490000,Avena forrajera en verde,25.0,25.0,0.0,512.5,20.5,800.0,410000.0
2011,140,22,Cucurpe,1,1,5900000,Cebada forrajera en verde,22.0,22.0,0.0,462.0,21.0,790.0,364980.0
2011,140,22,Cucurpe,1,1,15050000,Pastos y praderas,60.0,60.0,0.0,1080.0,18.0,800.0,864000.0
2011,140,22,Cucurpe,2,1,6610000,Elote,10.0,10.0,0.0,99.0,9.9,5500.0,544500.0
2011,140,22,Cucurpe,2,1,6840000,Frijol,1.0,1.0,0.0,1.48,1.48,15550.0,23014.0
2011,140,22,Cucurpe,2,1,8790000,Sorgo forrajero en verde,102.0,102.0,0.0,2040.0,20.0,900.0,1836000.0
2011,140,22,Cucurpe,2,2,8790000,Sorgo forrajero en verde,80.0,80.0,0.0,736.0,9.2,800.0,588800.0
2011,140,22,Cucurpe,3,1,5160000,Alfalfa achicalada,235.0,235.0,0.0,3172.5,13.5,2100.0,6662250.0
2011,140,22,Cucurpe,3,1,7960000,Nuez,14.0,14.0,0.0,21.0,1.5,39000.0,819000.0
2011,140,35,Imuris,1,1,5490000,Avena forrajera en verde,120.0,120.0,0.0,2400.0,20.0,780.0,1872000.0
2011,140,35,Imuris,1,1,5900000,Cebada forrajera en verde,91.0,91.0,0.0,1820.0,20.0,800.0,1456000.0
2011,140,35,Imuris,1,1,5940000,Cebolla,37.0,37.0,0.0,1665.0,45.0,4000.0,6660000.0
2011,140,35,Imuris,1,1,6310000,Col (repollo),9.0,4.0,5.0,120.0,30.0,2200.0,264000.0
2011,140,35,Imuris,1,1,7170000,Hortalizas,20.0,20.0,0.0,200.0,10.0,4500.0,900000.0
2011,140,35,Imuris,1,1,7330000,Lechuga,9.0,9.0,0.0,225.0,25.0,4890.0,1100250.0
2011,140,35,Imuris,1,1,8970000,Tomate rojo (jitomate),19.0,19.0,0.0,2850.0,150.0,7500.0,21375000.0
2011,140,35,Imuris,1,1,9040000,Trigo forrajero verde,30.0,30.0,0.0,600.0,20.0,800.0,480000.0
2011,140,35,Imuris,1,1,15050000,Pastos y praderas,127.0,127.0,0.0,2540.0,20.0,820.0,2082800.0
2011,140,35,Imuris,2,1,5740000,Calabacita,3.0,3.0,0.0,45.0,15.0,4500.0,202500.0
2011,140,35,Imuris,2,1,6120000,Chile verde,10.0,10.0,0.0,90.0,9.0,8000.0,720000.0
2011,140,35,Imuris,2,1,6310000,Col (repollo),26.0,26.0,0.0,904.8,34.8,4100.0,3709680.0
2011,140,35,Imuris,2,1,6610000,Elote,12.0,12.0,0.0,118.2,9.85,5450.0,644190.0
2011,140,35,Imuris,2,1,6750000,Flores,8.0,8.0,0.0,80.0,10.0,9000.0,720000.0
2011,140,35,Imuris,2,1,6840000,Frijol,9.0,9.0,0.0,13.5,1.5,16000.0,216000.0
2011,140,35,Imuris,2,1,7170000,Hortalizas,13.0,13.0,0.0,115.7,8.9,3050.0,352885.0
2011,140,35,Imuris,2,1,8210000,Pepino,6.0,6.0,0.0,140.0,23.33,9714.29,1360000.0
2011,140,35,Imuris,2,1,8790000,Sorgo forrajero en verde,208.0,208.0,0.0,4576.0,22.0,800.0,3660800.0
2011,140,35,Imuris,2,2,5760000,Calabaza,1.0,1.0,0.0,15.0,15.0,5000.0,75000.0
2011,140,35,Imuris,2,2,7490000,Maíz grano,1.5,1.5,0.0,6.75,4.5,5533.33,37349.98
2011,140,35,Imuris,2,2,8790000,Sorgo forrajero en verde,61.0,61.0,0.0,579.5,9.5,850.0,492575.0
2011,140,35,Imuris,3,1,5160000,Alfalfa achicalada,660.0,660.0,0.0,8910.0,13.5,2100.0,18711000.0
2011,140,35,Imuris,3,1,7690000,Membrillo,17.0,17.0,0.0,306.0,18.0,13000.0,3978000.0
2011,140,35,Imuris,3,1,7920000,Nopalitos,3.0,3.0,0.0,149.4,49.8,5100.0,761940.0
2011,140,35,Imuris,3,1,8260000,Persimonio,1.0,1.0,0.0,25.0,25.0,12000.0,300000.0
2011,140,36,Magdalena,1,1,5070000,Ajo,3.0,3.0,0.0,27.0,9.0,15000.0,405000.0
2011,140,36,Magdalena,1,1,5490000,Avena forrajera en verde,82.0,82.0,0.0,1599.0,19.5,820.0,1311180.0
2011,140,36,Magdalena,1,1,5900000,Cebada forrajera en verde,85.0,85.0,0.0,1530.0,18.0,820.0,1254600.0
2011,140,36,Magdalena,1,1,5940000,Cebolla,16.0,16.0,0.0,622.5,38.91,4000.0,2490000.0
2011,140,36,Magdalena,1,1,6310000,Col (repollo),11.0,7.0,4.0,245.0,35.0,2000.0,490000.0
2011,140,36,Magdalena,1,1,7170000,Hortalizas,17.0,5.0,12.0,55.0,11.0,4450.0,244750.0
2011,140,36,Magdalena,1,1,7330000,Lechuga,9.0,7.0,2.0,189.0,27.0,5000.0,945000.0
2011,140,36,Magdalena,1,1,9040000,Trigo forrajero verde,5.0,5.0,0.0,90.0,18.0,800.0,72000.0
2011,140,36,Magdalena,1,1,15050000,Pastos y praderas,190.0,190.0,0.0,3420.0,18.0,800.0,2736000.0
2011,140,36,Magdalena,1,2,5490000,Avena forrajera en verde,6.0,6.0,0.0,42.0,7.0,800.0,33600.0
2011,140,36,Magdalena,1,2,5900000,Cebada forrajera en verde,16.0,16.0,0.0,112.0,7.0,800.0,89600.0
2011,140,36,Magdalena,2,1,6120000,Chile verde,3.0,3.0,0.0,27.0,9.0,8000.0,216000.0
2011,140,36,Magdalena,2,1,6310000,Col (repollo),13.0,13.0,0.0,457.6,35.2,3950.0,1807520.0
2011,140,36,Magdalena,2,1,6610000,Elote,3.0,3.0,0.0,31.5,10.5,5650.0,177975.0
2011,140,36,Magdalena,2,1,6750000,Flores,8.0,8.0,0.0,81.6,10.2,8900.0,726240.0
2011,140,36,Magdalena,2,1,7170000,Hortalizas,7.0,7.0,0.0,63.7,9.1,2980.0,189826.0
2011,140,36,Magdalena,2,1,8100000,Papa,30.0,30.0,0.0,1500.0,50.0,6500.0,9750000.0
2011,140,36,Magdalena,2,1,8790000,Sorgo forrajero en verde,162.0,162.0,0.0,2916.0,18.0,850.0,2478600.0
2011,140,36,Magdalena,2,1,8970000,Tomate rojo (jitomate),4.0,4.0,0.0,120.0,30.0,10000.0,1200000.0
2011,140,36,Magdalena,2,1,8980000,Tomate verde,80.0,80.0,0.0,2400.0,30.0,9000.0,21600000.0
2011,140,36,Magdalena,2,2,5760000,Calabaza,3.0,3.0,0.0,36.0,12.0,4500.0,162000.0
2011,140,36,Magdalena,2,2,7490000,Maíz grano,3.0,3.0,0.0,13.5,4.5,5533.33,74699.96
2011,140,36,Magdalena,2,2,8790000,Sorgo forrajero en verde,96.0,96.0,0.0,864.0,9.0,820.0,708480.0
2011,140,36,Magdalena,3,1,5160000,Alfalfa achicalada,476.0,476.0,0.0,6426.0,13.5,2100.0,13494600.0
2011,140,36,Magdalena,3,1,6010000,Cereza,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,140,36,Magdalena,3,1,6220000,Ciruela,8.0,8.0,0.0,12.0,1.5,17000.0,204000.0
2011,140,36,Magdalena,3,1,6530000,Durazno,2.0,2.0,0.0,30.0,15.0,16500.0,495000.0
2011,140,36,Magdalena,3,1,7010000,Granada,10.0,10.0,0.0,200.0,20.0,14000.0,2800000.0
2011,140,36,Magdalena,3,1,7580000,Manzana,15.0,15.0,0.0,120.0,8.0,10000.0,1200000.0
2011,140,36,Magdalena,3,1,7690000,Membrillo,38.0,38.0,0.0,691.6,18.2,12900.0,8921640.0
2011,140,36,Magdalena,3,1,7920000,Nopalitos,4.0,4.0,0.0,204.0,51.0,5000.0,1020000.0
2011,140,36,Magdalena,3,1,7960000,Nuez,22.0,22.0,0.0,30.8,1.4,38000.0,1170400.0
2011,140,36,Magdalena,3,1,8260000,Persimonio,2.0,2.0,0.0,50.0,25.0,14000.0,700000.0
2011,140,43,Nogales,1,1,5490000,Avena forrajera en verde,20.0,20.0,0.0,396.0,19.8,800.0,316800.0
2011,140,43,Nogales,1,1,5900000,Cebada forrajera en verde,40.0,40.0,0.0,780.0,19.5,800.0,624000.0
2011,140,43,Nogales,1,1,15050000,Pastos y praderas,80.0,80.0,0.0,1720.0,21.5,750.0,1290000.0
2011,140,43,Nogales,2,1,7170000,Hortalizas,5.0,5.0,0.0,46.0,9.2,3150.0,144900.0
2011,140,43,Nogales,2,1,8790000,Sorgo forrajero en verde,90.0,90.0,0.0,1800.0,20.0,800.0,1440000.0
2011,140,43,Nogales,2,1,15050000,Pastos y praderas,37.0,37.0,0.0,740.0,20.0,900.0,666000.0
2011,140,43,Nogales,2,2,8790000,Sorgo forrajero en verde,35.0,35.0,0.0,315.0,9.0,780.0,245700.0
2011,140,43,Nogales,3,1,5160000,Alfalfa achicalada,70.0,70.0,0.0,945.0,13.5,2070.37,1956499.65
2011,140,59,Santa Cruz,1,1,5490000,Avena forrajera en verde,40.0,40.0,0.0,836.0,20.9,790.0,660440.0
2011,140,59,Santa Cruz,1,1,5900000,Cebada forrajera en verde,35.0,35.0,0.0,763.0,21.8,820.0,625660.0
2011,140,59,Santa Cruz,1,1,15050000,Pastos y praderas,75.0,75.0,0.0,1500.0,20.0,800.0,1200000.0
2011,140,59,Santa Cruz,2,1,5740000,Calabacita,12.0,12.0,0.0,186.0,15.5,3580.0,665880.0
2011,140,59,Santa Cruz,2,1,5940000,Cebolla,15.0,15.0,0.0,225.0,15.0,8000.0,1800000.0
2011,140,59,Santa Cruz,2,1,6310000,Col (repollo),45.0,45.0,0.0,1575.0,35.0,4000.0,6300000.0
2011,140,59,Santa Cruz,2,1,6610000,Elote,15.0,15.0,0.0,150.0,10.0,5500.0,825000.0
2011,140,59,Santa Cruz,2,1,6840000,Frijol,25.0,25.0,0.0,40.0,1.6,16050.0,642000.0
2011,140,59,Santa Cruz,2,1,7170000,Hortalizas,35.0,35.0,0.0,308.0,8.8,2950.0,908600.0
2011,140,59,Santa Cruz,2,1,7330000,Lechuga,25.0,25.0,0.0,750.0,30.0,4500.0,3375000.0
2011,140,59,Santa Cruz,2,1,8210000,Pepino,6.0,6.0,0.0,150.0,25.0,9000.0,1350000.0
2011,140,59,Santa Cruz,2,1,8790000,Sorgo forrajero en verde,145.0,145.0,0.0,3045.0,21.0,780.0,2375100.0
2011,140,59,Santa Cruz,2,1,8980000,Tomate verde,36.0,36.0,0.0,1080.0,30.0,9000.0,9720000.0
2011,140,59,Santa Cruz,2,2,8790000,Sorgo forrajero en verde,60.0,60.0,0.0,534.0,8.9,800.0,427200.0
2011,140,59,Santa Cruz,3,1,5160000,Alfalfa achicalada,250.0,250.0,0.0,3375.0,13.5,2070.37,6987498.75
2011,140,16,Benjamín Hill,1,1,5490000,Avena forrajera en verde,30.0,30.0,0.0,570.0,19.0,750.0,427500.0
2011,140,16,Benjamín Hill,1,1,5900000,Cebada forrajera en verde,5.0,5.0,0.0,90.0,18.0,700.0,63000.0
2011,140,16,Benjamín Hill,1,1,15050000,Pastos y praderas,35.0,35.0,0.0,649.6,18.56,795.0,516432.0
2011,140,16,Benjamín Hill,2,1,6610000,Elote,8.0,8.0,0.0,78.4,9.8,5450.0,427280.0
2011,140,16,Benjamín Hill,2,1,8790000,Sorgo forrajero en verde,35.0,35.0,0.0,658.0,18.8,820.0,539560.0
2011,140,16,Benjamín Hill,3,1,5160000,Alfalfa achicalada,20.0,20.0,0.0,270.0,13.5,2070.37,558999.9
2011,140,58,Santa Ana,1,1,5490000,Avena forrajera en verde,531.0,531.0,0.0,11151.0,21.0,875.0,9757125.0
2011,140,58,Santa Ana,1,1,5900000,Cebada forrajera en verde,33.0,33.0,0.0,660.0,20.0,800.0,528000.0
2011,140,58,Santa Ana,1,1,5940000,Cebolla,2.0,2.0,0.0,89.0,44.5,3850.0,342650.0
2011,140,58,Santa Ana,1,1,6310000,Col (repollo),1.0,1.0,0.0,35.5,35.5,2100.0,74550.0
2011,140,58,Santa Ana,1,1,7170000,Hortalizas,2.0,2.0,0.0,20.0,10.0,4500.0,90000.0
2011,140,58,Santa Ana,1,1,7330000,Lechuga,1.0,1.0,0.0,35.0,35.0,5000.0,175000.0
2011,140,58,Santa Ana,1,1,9040000,Trigo forrajero verde,2.0,2.0,0.0,39.0,19.5,750.0,29250.0
2011,140,58,Santa Ana,1,1,15050000,Pastos y praderas,192.0,192.0,0.0,4224.0,22.0,850.0,3590400.0
2011,140,58,Santa Ana,1,2,5900000,Cebada forrajera en verde,2.0,2.0,0.0,14.0,7.0,800.0,11200.0
2011,140,58,Santa Ana,2,1,6120000,Chile verde,9.5,9.5,0.0,90.25,9.5,8000.0,722000.0
2011,140,58,Santa Ana,2,1,6310000,Col (repollo),1.0,1.0,0.0,34.5,34.5,4105.0,141622.5
2011,140,58,Santa Ana,2,1,6610000,Elote,12.5,12.5,0.0,118.75,9.5,5500.0,653125.0
2011,140,58,Santa Ana,2,1,6840000,Frijol,3.5,3.5,0.0,5.25,1.5,16000.0,84000.0
2011,140,58,Santa Ana,2,1,7170000,Hortalizas,2.5,2.5,0.0,22.5,9.0,3000.0,67500.0
2011,140,58,Santa Ana,2,1,7330000,Lechuga,1.0,1.0,0.0,35.0,35.0,4500.0,157500.0
2011,140,58,Santa Ana,2,1,8100000,Papa,35.0,35.0,0.0,1225.0,35.0,6500.0,7962500.0
2011,140,58,Santa Ana,2,1,8210000,Pepino,29.5,29.5,0.0,7375.0,250.0,11000.0,81125000.0
2011,140,58,Santa Ana,2,1,8710000,Sandía,3.0,3.0,0.0,75.0,25.0,2500.0,187500.0
2011,140,58,Santa Ana,2,1,8790000,Sorgo forrajero en verde,564.0,564.0,0.0,11562.0,20.5,750.0,8671500.0
2011,140,58,Santa Ana,2,1,8970000,Tomate rojo (jitomate),11.0,11.0,0.0,4400.0,400.0,10000.0,44000000.0
2011,140,58,Santa Ana,2,2,8790000,Sorgo forrajero en verde,43.0,43.0,0.0,395.6,9.2,833.33,329665.35
2011,140,58,Santa Ana,3,1,5160000,Alfalfa achicalada,600.0,600.0,0.0,8100.0,13.5,2070.37,16769997.0
2011,140,58,Santa Ana,3,1,7920000,Nopalitos,2.0,2.0,0.0,100.0,50.0,5000.0,500000.0
2011,140,58,Santa Ana,3,1,7960000,Nuez,2.0,2.0,0.0,2.8,1.4,39000.0,109200.0
2011,140,58,Santa Ana,3,1,15050000,Pastos y praderas,20.0,20.0,0.0,424.0,21.2,942.45,399600.0
2011,140,64,Trincheras,1,1,5490000,Avena forrajera en verde,174.0,174.0,0.0,3393.0,19.5,800.0,2714400.0
2011,140,64,Trincheras,1,1,5900000,Cebada forrajera en verde,31.0,31.0,0.0,713.0,23.0,850.0,606050.0
2011,140,64,Trincheras,1,1,5940000,Cebolla,3.0,3.0,0.0,141.0,47.0,4200.0,592200.0
2011,140,64,Trincheras,1,1,9040000,Trigo forrajero verde,5.0,5.0,0.0,102.5,20.5,850.0,87125.0
2011,140,64,Trincheras,1,1,9050000,Trigo grano,610.0,610.0,0.0,3617.3,5.93,3611.0,13062070.3
2011,140,64,Trincheras,1,1,15050000,Pastos y praderas,216.0,216.0,0.0,4212.0,19.5,825.0,3474900.0
2011,140,64,Trincheras,2,1,6610000,Elote,3.5,3.5,0.0,35.0,10.0,4950.0,173250.0
2011,140,64,Trincheras,2,1,8530000,Remolacha azucarera,30.0,30.0,0.0,750.0,25.0,800.0,600000.0
2011,140,64,Trincheras,2,1,8790000,Sorgo forrajero en verde,236.0,236.0,0.0,4790.8,20.3,780.0,3736824.0
2011,140,64,Trincheras,2,1,8810000,Sorgo grano,235.0,235.0,0.0,1175.0,5.0,4000.0,4700000.0
2011,140,64,Trincheras,2,2,8790000,Sorgo forrajero en verde,6.0,6.0,0.0,54.0,9.0,830.0,44820.0
2011,140,64,Trincheras,3,1,5000000,Aceituna,2.0,2.0,0.0,6.0,3.0,10000.0,60000.0
2011,140,64,Trincheras,3,1,5160000,Alfalfa achicalada,400.0,400.0,0.0,5400.0,13.5,2070.37,11179998.0
