Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2006,139,55,San Luis Río Colorado,1,1,Apio,83.0,83.0,0.0,2905.0,35.0,9100.0,26435500.0
2006,139,55,San Luis Río Colorado,1,1,Avena forrajera en verde,126.0,126.0,0.0,2520.0,20.0,825.0,2079000.0
2006,139,55,San Luis Río Colorado,1,1,Betabel,59.0,59.0,0.0,826.0,14.0,8500.0,7021000.0
2006,139,55,San Luis Río Colorado,1,1,Brócoli,341.0,341.0,0.0,2728.0,8.0,11800.0,32190400.0
2006,139,55,San Luis Río Colorado,1,1,Cártamo,124.0,124.0,0.0,186.0,1.5,3300.0,613800.0
2006,139,55,San Luis Río Colorado,1,1,Cebada forrajera en verde,1.0,1.0,0.0,25.0,25.0,800.0,20000.0
2006,139,55,San Luis Río Colorado,1,1,Cebolla,1349.0,1255.0,94.0,21582.0,17.2,10103.22,218047800.0
2006,139,55,San Luis Río Colorado,1,1,Cilantro,210.0,210.0,0.0,1680.0,8.0,8000.0,13440000.0
2006,139,55,San Luis Río Colorado,1,1,Col (repollo),147.5,147.5,0.0,7375.0,50.0,3600.0,26550000.0
2006,139,55,San Luis Río Colorado,1,1,Espinaca,62.0,62.0,0.0,372.0,6.0,6000.0,2232000.0
2006,139,55,San Luis Río Colorado,1,1,Kale,43.0,43.0,0.0,750.0,17.44,7780.0,5835000.0
2006,139,55,San Luis Río Colorado,1,1,Lechuga,201.0,201.0,0.0,4623.0,23.0,2000.0,9246000.0
2006,139,55,San Luis Río Colorado,1,1,Perejil,114.0,114.0,0.0,1568.0,13.75,8000.0,12544000.0
2006,139,55,San Luis Río Colorado,1,1,Poro (leek),44.0,44.0,0.0,326.0,7.41,9000.0,2934000.0
2006,139,55,San Luis Río Colorado,1,1,Rábano,225.0,225.0,0.0,2250.0,10.0,8000.0,18000000.0
2006,139,55,San Luis Río Colorado,1,1,Rapini,36.0,36.0,0.0,180.0,5.0,11500.0,2070000.0
2006,139,55,San Luis Río Colorado,1,1,Trigo grano,12006.0,12006.0,0.0,86443.2,7.2,1694.65,146491200.0
2006,139,55,San Luis Río Colorado,1,1,Varios,41.0,41.0,0.0,205.0,5.0,8000.0,1640000.0
2006,139,55,San Luis Río Colorado,1,1,Zanahoria,95.0,80.0,15.0,1440.0,18.0,4500.0,6480000.0
2006,139,55,San Luis Río Colorado,1,1,Pastos y praderas,61.0,61.0,0.0,1159.0,19.0,855.0,990945.0
2006,139,55,San Luis Río Colorado,2,1,Algodón hueso,5253.2,5226.2,27.0,17972.95,3.44,3850.0,69195857.5
2006,139,55,San Luis Río Colorado,2,1,Calabacita,68.0,68.0,0.0,1224.0,18.0,8000.0,9792000.0
2006,139,55,San Luis Río Colorado,2,1,Cebolla,535.0,485.0,50.0,4800.0,9.9,12200.0,58560000.0
2006,139,55,San Luis Río Colorado,2,1,Chile verde,2.5,2.5,0.0,5.75,2.3,6500.0,37375.0
2006,139,55,San Luis Río Colorado,2,1,Maíz grano,133.8,123.8,10.0,371.4,3.0,1920.0,713088.0
2006,139,55,San Luis Río Colorado,2,1,Melón,72.5,58.5,14.0,875.0,14.96,2000.0,1750000.0
2006,139,55,San Luis Río Colorado,2,1,Pepino,1.0,1.0,0.0,15.0,15.0,1500.0,22500.0
2006,139,55,San Luis Río Colorado,2,1,Sandía,75.5,75.5,0.0,1136.0,15.05,3000.0,3408000.0
2006,139,55,San Luis Río Colorado,2,1,Sorgo forrajero en verde,1411.0,1411.0,0.0,42330.0,30.0,920.0,38943600.0
2006,139,55,San Luis Río Colorado,2,1,Tomate verde,88.0,88.0,0.0,369.0,4.19,4500.0,1660500.0
2006,139,55,San Luis Río Colorado,2,1,Varios,118.0,118.0,0.0,354.0,3.0,1200.0,424800.0
2006,139,55,San Luis Río Colorado,2,1,Pastos y praderas,251.0,251.0,0.0,7530.0,30.0,850.0,6400500.0
2006,139,55,San Luis Río Colorado,3,1,Alfalfa achicalada,4016.0,4016.0,0.0,65059.2,16.2,1100.0,71565120.0
2006,139,55,San Luis Río Colorado,3,1,Dátil,250.0,250.0,0.0,1525.0,6.1,23000.0,35075000.0
2006,139,55,San Luis Río Colorado,3,1,Espárrago,750.0,750.0,0.0,3000.0,4.0,28000.0,84000000.0
2006,139,55,San Luis Río Colorado,3,1,Naranja,24.0,24.0,0.0,204.0,8.5,1500.0,306000.0
2006,139,70,General Plutarco Elías Calles,1,1,Avena forrajera en verde,5.0,5.0,0.0,95.0,19.0,825.0,78375.0
2006,139,70,General Plutarco Elías Calles,1,1,Cártamo,20.0,20.0,0.0,24.0,1.2,3000.0,72000.0
2006,139,70,General Plutarco Elías Calles,1,1,Cebada forrajera en verde,5.0,5.0,0.0,90.0,18.0,800.0,72000.0
2006,139,70,General Plutarco Elías Calles,1,1,Trigo grano,562.5,562.5,0.0,2925.0,5.2,1929.24,5643040.0
2006,139,70,General Plutarco Elías Calles,1,1,Pastos y praderas,90.0,90.0,0.0,1710.0,19.0,855.0,1462050.0
