Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2020,139,48,Puerto Peñasco,3,1,Espárrago,440.0,440.0,0.0,4750.0,10.8,25962.04,123319702.5
2020,139,70,General Plutarco Elías Calles,1,1,Avena forrajera en verde,15.0,15.0,0.0,235.0,15.67,621.7,146099.5
2020,139,70,General Plutarco Elías Calles,1,1,Trigo grano,800.0,800.0,0.0,4270.0,5.34,4656.91,19885005.7
2020,139,70,General Plutarco Elías Calles,2,1,Algodón hueso,275.0,275.0,0.0,1155.0,4.2,12496.58,14433549.9
2020,139,70,General Plutarco Elías Calles,2,1,Sorgo forrajero en verde,14.0,14.0,0.0,302.0,21.57,750.0,226500.0
2020,139,70,General Plutarco Elías Calles,3,1,Alfalfa achicalada,750.0,750.0,0.0,14485.0,19.31,2325.79,33689068.15
2020,139,70,General Plutarco Elías Calles,3,1,Espárrago,965.0,920.0,0.0,10050.0,10.92,35982.29,361622014.5
2020,139,17,Caborca,1,1,Avena forrajera en verde,12.6,12.6,0.0,214.0,16.98,629.02,134610.28
2020,139,17,Caborca,1,1,Papa,8.0,8.0,0.0,304.0,38.0,6300.0,1915200.0
2020,139,17,Caborca,1,1,Trigo grano,600.0,600.0,0.0,3600.0,6.0,4567.92,16444512.0
2020,139,17,Caborca,2,1,Chile verde,10.0,10.0,0.0,225.0,22.5,8500.0,1912500.0
2020,139,17,Caborca,2,1,Melón,60.0,60.0,0.0,1990.0,33.17,6975.43,13881105.7
2020,139,17,Caborca,2,1,Papa,2500.0,2500.0,0.0,110000.0,44.0,7067.72,777449200.0
2020,139,17,Caborca,2,1,Sandía,15.0,15.0,0.0,685.0,45.67,3250.0,2226250.0
2020,139,17,Caborca,2,1,Sorgo forrajero en verde,75.0,75.0,0.0,1335.0,17.8,717.42,957755.7
2020,139,17,Caborca,3,1,Alfalfa achicalada,790.0,790.0,0.0,14860.0,18.81,2361.71,35095010.6
2020,139,17,Caborca,3,1,Durazno,122.0,122.0,0.0,1281.0,10.5,7375.02,9447400.62
2020,139,17,Caborca,3,1,Espárrago,8331.0,8225.0,0.0,88067.5,10.71,39072.19,3440990405.9
2020,139,17,Caborca,3,1,Naranja,45.0,45.0,0.0,475.5,10.57,4273.34,2031973.17
2020,139,17,Caborca,3,1,Nuez,563.0,563.0,0.0,950.0,1.69,86257.89,81944995.5
2020,139,17,Caborca,3,1,Uva,7756.0,7714.0,0.0,83384.0,10.81,26201.23,2184762990.7
2020,139,47,Pitiquito,1,1,Avena forrajera en verde,10.0,10.0,0.0,164.0,16.4,624.15,102360.6
2020,139,47,Pitiquito,1,1,Trigo grano,100.0,100.0,0.0,510.0,5.1,4575.49,2333499.9
2020,139,47,Pitiquito,2,1,Papa,100.0,100.0,0.0,4300.0,43.0,7100.0,30530000.0
2020,139,47,Pitiquito,2,1,Pepino,15.0,15.0,0.0,2386.63,159.11,6323.84,15092666.26
2020,139,47,Pitiquito,2,1,Sandía,33.0,33.0,0.0,1188.0,36.0,6120.0,7270560.0
2020,139,47,Pitiquito,2,1,Sorgo forrajero en verde,8.0,8.0,0.0,152.0,19.0,713.22,108409.44
2020,139,47,Pitiquito,2,1,Tomate rojo (jitomate),8.0,8.0,0.0,762.0,95.25,7854.33,5984999.46
2020,139,47,Pitiquito,3,1,Alfalfa achicalada,325.0,325.0,0.0,6153.0,18.93,2322.96,14293172.88
2020,139,47,Pitiquito,3,1,Espárrago,989.0,882.0,0.0,10150.0,11.51,34798.52,353204971.0
2020,139,47,Pitiquito,3,1,Nuez,149.0,109.0,0.0,177.0,1.62,86762.72,15357000.7
2020,139,47,Pitiquito,3,1,Uva,60.0,60.0,0.0,1015.0,16.92,28317.0,28741755.0
2020,139,4,Altar,1,1,Avena forrajera en verde,50.0,50.0,0.0,825.0,16.5,633.15,522348.75
2020,139,4,Altar,1,1,Trigo grano,360.0,360.0,0.0,2232.0,6.2,4589.25,10243206.0
2020,139,4,Altar,2,1,Melón,15.0,15.0,0.0,495.0,33.0,7500.0,3712500.0
2020,139,4,Altar,2,1,Papa,1352.0,1352.0,0.0,60000.0,44.38,7100.0,426000000.0
2020,139,4,Altar,2,1,Pepino,100.0,100.0,0.0,15421.8,154.22,6773.33,104456940.59
2020,139,4,Altar,2,1,Sorgo forrajero en verde,27.0,27.0,0.0,550.0,20.37,710.0,390500.0
2020,139,4,Altar,3,1,Alfalfa achicalada,518.0,518.0,0.0,9815.0,18.95,2283.55,22413043.25
2020,139,4,Altar,3,1,Espárrago,1878.0,1831.0,0.0,20200.0,11.03,34835.71,703681350.0
2020,139,4,Altar,3,1,Nuez,1138.0,1138.0,0.0,1877.0,1.65,85655.3,160774998.1
2020,139,4,Altar,3,1,Uva,72.0,72.0,0.0,1192.0,16.56,25642.2,30565502.4
2020,139,7,Atil,1,1,Avena forrajera en verde,2.5,2.5,0.0,40.5,16.2,638.37,25853.99
2020,139,7,Atil,1,1,Trigo grano,131.0,131.0,0.0,720.5,5.5,4600.0,3314300.0
2020,139,7,Atil,2,1,Sorgo forrajero en verde,14.0,14.0,0.0,295.0,21.07,750.0,221250.0
2020,139,7,Atil,3,1,Alfalfa achicalada,40.0,40.0,0.0,780.0,19.5,2264.07,1765974.6
2020,139,46,Oquitoa,1,1,Avena forrajera en verde,8.0,8.0,0.0,130.4,16.3,617.25,80489.4
2020,139,46,Oquitoa,1,1,Trigo grano,40.0,40.0,0.0,220.0,5.5,4543.75,999625.0
2020,139,46,Oquitoa,2,1,Sorgo forrajero en verde,3.0,3.0,0.0,50.0,16.67,720.0,36000.0
2020,139,46,Oquitoa,3,1,Alfalfa achicalada,10.5,10.5,0.0,201.0,19.14,2303.51,463005.51
2020,139,60,Sáric,1,1,Avena forrajera en verde,12.0,12.0,0.0,194.4,16.2,651.81,126711.86
2020,139,60,Sáric,1,1,Trigo grano,34.0,34.0,0.0,173.4,5.1,4600.0,797640.0
2020,139,60,Sáric,2,1,Maíz grano,6.0,6.0,0.0,27.0,4.5,5100.0,137700.0
2020,139,60,Sáric,2,1,Sorgo forrajero en verde,35.0,35.0,0.0,750.0,21.43,750.0,562500.0
2020,139,60,Sáric,3,1,Alfalfa achicalada,120.0,120.0,0.0,2100.0,17.5,2298.96,4827816.0
2020,139,60,Sáric,3,1,Nuez,6.0,6.0,0.0,10.0,1.67,87880.0,878800.0
2020,139,65,Tubutama,1,1,Avena forrajera en verde,50.0,50.0,0.0,830.0,16.6,643.43,534046.9
2020,139,65,Tubutama,2,1,Sorgo forrajero en verde,85.0,85.0,0.0,1855.0,21.82,720.0,1335600.0
2020,139,65,Tubutama,3,1,Alfalfa achicalada,46.0,46.0,0.0,830.0,18.04,2270.28,1884332.4
2020,139,65,Tubutama,3,1,Nuez,140.0,140.0,0.0,230.0,1.64,86082.61,19799000.3
2020,140,22,Cucurpe,1,1,Avena forrajera en verde,105.0,105.0,0.0,2110.5,20.1,800.0,1688400.0
2020,140,22,Cucurpe,1,1,Cebolla,10.0,10.0,0.0,395.0,39.5,4800.0,1896000.0
2020,140,22,Cucurpe,1,1,Lechuga,10.0,10.0,0.0,285.0,28.5,3889.83,1108601.55
2020,140,22,Cucurpe,1,2,Avena forrajera en verde,25.0,25.0,0.0,220.0,8.8,760.0,167200.0
2020,140,22,Cucurpe,2,1,Cebolla,2.8,2.8,0.0,98.0,35.0,3200.0,313600.0
2020,140,22,Cucurpe,2,1,Chile verde,4.0,4.0,0.0,75.0,18.75,9510.0,713250.0
2020,140,22,Cucurpe,2,1,Frijol,5.0,5.0,0.0,9.0,1.8,18000.0,162000.0
2020,140,22,Cucurpe,2,1,Papa,141.0,141.0,0.0,5942.0,42.14,7925.96,47096054.32
2020,140,22,Cucurpe,2,1,Sorgo forrajero en verde,30.0,30.0,0.0,560.0,18.67,856.96,479897.6
2020,140,22,Cucurpe,2,2,Sorgo forrajero en verde,60.0,50.0,10.0,190.0,3.8,800.0,152000.0
2020,140,22,Cucurpe,3,1,Alfalfa achicalada,200.0,200.0,0.0,2652.0,13.26,2304.8,6112329.6
2020,140,35,Imuris,1,1,Avena forrajera en verde,130.0,130.0,0.0,2561.0,19.7,780.0,1997580.0
2020,140,35,Imuris,1,1,Cebolla,33.0,33.0,0.0,1056.0,32.0,4350.0,4593600.0
2020,140,35,Imuris,1,1,Lechuga,20.0,20.0,0.0,590.0,29.5,3854.58,2274202.2
2020,140,35,Imuris,1,1,Tomate rojo (jitomate),22.0,22.0,0.0,2200.0,100.0,8350.0,18370000.0
2020,140,35,Imuris,1,2,Avena forrajera en verde,25.0,25.0,0.0,212.0,8.48,720.0,152640.0
2020,140,35,Imuris,2,1,Calabacita,17.0,17.0,0.0,302.0,17.76,6500.0,1963000.0
2020,140,35,Imuris,2,1,Cebolla,5.0,5.0,0.0,75.0,15.0,7800.0,585000.0
2020,140,35,Imuris,2,1,Chile verde,8.0,8.0,0.0,140.0,17.5,10357.14,1449999.6
2020,140,35,Imuris,2,1,Elote,15.0,15.0,0.0,130.0,8.67,3630.77,472000.1
2020,140,35,Imuris,2,1,Lechuga,4.0,4.0,0.0,98.0,24.5,4082.65,400099.7
2020,140,35,Imuris,2,1,Sorgo forrajero en verde,93.0,93.0,0.0,1562.0,16.8,850.0,1327700.0
2020,140,35,Imuris,2,1,Tomate rojo (jitomate),22.0,22.0,0.0,2687.0,122.14,8550.0,22973850.0
2020,140,35,Imuris,2,1,Zempoalxochitl,3.0,3.0,0.0,27.0,9.0,5100.0,137700.0
2020,140,35,Imuris,2,2,Maíz grano,4.0,0.0,4.0,0.0,0.0,0.0,0.0
2020,140,35,Imuris,2,2,Sorgo forrajero en verde,40.0,40.0,0.0,210.0,5.25,850.0,178500.0
2020,140,35,Imuris,3,1,Alfalfa achicalada,500.0,500.0,0.0,6752.0,13.5,2433.52,16431127.04
2020,140,35,Imuris,3,1,Espárrago,70.0,70.0,0.0,682.0,9.74,33500.0,22847000.0
2020,140,35,Imuris,3,1,Granada,3.0,3.0,0.0,55.0,18.33,13934.09,766374.95
2020,140,35,Imuris,3,1,Nopalitos,3.0,3.0,0.0,132.0,44.0,6632.95,875549.4
2020,140,35,Imuris,3,1,Pera,2.0,2.0,0.0,29.0,14.5,9100.0,263900.0
2020,140,36,Magdalena,1,1,Ajo,6.0,6.0,0.0,48.0,8.0,17000.0,816000.0
2020,140,36,Magdalena,1,1,Avena forrajera en verde,165.0,165.0,0.0,3630.0,22.0,774.52,2811507.6
2020,140,36,Magdalena,1,1,Cebolla,10.0,10.0,0.0,310.0,31.0,4650.0,1441500.0
2020,140,36,Magdalena,1,1,Lechuga,10.0,10.0,0.0,330.0,33.0,3600.0,1188000.0
2020,140,36,Magdalena,1,1,Tomate rojo (jitomate),12.0,12.0,0.0,2050.0,170.83,8300.0,17015000.0
2020,140,36,Magdalena,1,2,Avena forrajera en verde,40.0,40.0,0.0,325.0,8.13,750.0,243750.0
2020,140,36,Magdalena,2,1,Calabacita,8.0,8.0,0.0,145.0,18.13,6670.9,967280.5
2020,140,36,Magdalena,2,1,Chile verde,6.5,6.5,0.0,127.0,19.54,11012.6,1398600.2
2020,140,36,Magdalena,2,1,Elote,20.0,20.0,0.0,183.0,9.15,3525.41,645150.03
2020,140,36,Magdalena,2,1,Frijol,5.0,5.0,0.0,8.0,1.6,18250.0,146000.0
2020,140,36,Magdalena,2,1,Papa,128.0,128.0,0.0,5376.0,42.0,7768.91,41765660.16
2020,140,36,Magdalena,2,1,Sorgo forrajero en verde,80.0,80.0,0.0,1350.0,16.88,850.0,1147500.0
2020,140,36,Magdalena,2,1,Tomate rojo (jitomate),5.0,5.0,0.0,595.0,119.0,8500.0,5057500.0
2020,140,36,Magdalena,2,1,Tomate verde,17.0,17.0,0.0,505.0,29.71,4267.33,2155000.0
2020,140,36,Magdalena,2,1,Zempoalxochitl,3.5,3.5,0.0,30.0,8.57,5100.0,153000.0
2020,140,36,Magdalena,2,2,Sorgo forrajero en verde,80.0,40.0,40.0,280.0,7.0,850.0,238000.0
2020,140,36,Magdalena,3,1,Alfalfa achicalada,460.0,460.0,0.0,6160.0,13.39,2313.12,14248819.2
2020,140,36,Magdalena,3,1,Durazno,2.0,2.0,0.0,32.5,16.25,13880.77,451125.03
2020,140,36,Magdalena,3,1,Granada,2.0,2.0,0.0,37.5,18.75,14196.67,532375.13
2020,140,36,Magdalena,3,1,Nopalitos,2.0,2.0,0.0,79.0,39.5,6567.09,518800.11
2020,140,36,Magdalena,3,1,Nuez,39.5,22.0,0.0,38.5,1.75,87025.97,3350499.85
2020,140,43,Nogales,1,1,Avena forrajera en verde,66.0,66.0,0.0,1480.0,22.42,799.04,1182579.2
2020,140,43,Nogales,1,2,Avena forrajera en verde,30.0,30.0,0.0,255.0,8.5,800.0,204000.0
2020,140,43,Nogales,2,1,Calabacita,3.0,3.0,0.0,61.0,20.33,6302.46,384450.06
2020,140,43,Nogales,2,1,Frijol,4.0,4.0,0.0,7.0,1.75,18642.86,130500.02
2020,140,43,Nogales,2,1,Lechuga,4.0,4.0,0.0,95.0,23.75,4200.0,399000.0
2020,140,43,Nogales,2,1,Sorgo forrajero en verde,70.0,70.0,0.0,1210.0,17.29,864.14,1045609.4
2020,140,43,Nogales,2,2,Sorgo forrajero en verde,20.0,20.0,0.0,80.0,4.0,850.0,68000.0
2020,140,43,Nogales,3,1,Alfalfa achicalada,90.0,90.0,0.0,1250.0,13.89,2467.46,3084325.0
2020,140,59,Santa Cruz,1,1,Avena forrajera en verde,75.0,75.0,0.0,1695.0,22.6,804.44,1363525.8
2020,140,59,Santa Cruz,2,1,Calabacita,6.0,6.0,0.0,131.0,21.83,6372.14,834750.34
2020,140,59,Santa Cruz,2,1,Cebolla,14.0,14.0,0.0,311.0,22.21,5103.54,1587199.69
2020,140,59,Santa Cruz,2,1,Elote,12.0,12.0,0.0,108.0,9.0,3980.0,429840.0
2020,140,59,Santa Cruz,2,1,Lechuga,11.0,11.0,0.0,286.0,26.0,4150.0,1186900.0
2020,140,59,Santa Cruz,2,1,Sorgo forrajero en verde,72.0,72.0,0.0,1245.0,17.29,850.0,1058250.0
2020,140,59,Santa Cruz,2,2,Sorgo forrajero en verde,30.0,15.0,15.0,110.0,7.33,850.0,93500.0
2020,140,59,Santa Cruz,3,1,Alfalfa achicalada,250.0,250.0,0.0,3310.0,13.24,2479.31,8206516.1
2020,140,16,Benjamín Hill,1,1,Avena forrajera en verde,45.0,45.0,0.0,1012.0,22.49,825.0,834900.0
2020,140,16,Benjamín Hill,1,2,Avena forrajera en verde,20.0,20.0,0.0,160.0,8.0,750.0,120000.0
2020,140,16,Benjamín Hill,2,1,Elote,8.0,8.0,0.0,63.0,7.88,3987.62,251220.06
2020,140,16,Benjamín Hill,2,1,Papa,110.0,110.0,0.0,4510.0,41.0,8020.47,36172319.7
2020,140,16,Benjamín Hill,2,1,Sorgo forrajero en verde,30.0,30.0,0.0,485.0,16.17,858.71,416474.35
2020,140,16,Benjamín Hill,2,2,Sorgo forrajero en verde,30.0,15.0,15.0,45.0,3.0,850.0,38250.0
2020,140,16,Benjamín Hill,3,1,Alfalfa achicalada,35.0,35.0,0.0,495.0,14.14,2288.42,1132767.9
2020,140,16,Benjamín Hill,3,1,Nuez,199.58,199.58,0.0,355.0,1.78,85913.43,30499267.65
2020,140,58,Santa Ana,1,1,Ajo,3.0,3.0,0.0,23.0,7.67,18500.0,425500.0
2020,140,58,Santa Ana,1,1,Avena forrajera en verde,320.0,320.0,0.0,7010.0,21.91,799.56,5604915.6
2020,140,58,Santa Ana,1,1,Cebolla,12.0,12.0,0.0,268.0,22.33,4111.94,1102000.0
2020,140,58,Santa Ana,1,1,Lechuga,2.5,2.5,0.0,78.0,31.2,4200.0,327600.0
2020,140,58,Santa Ana,1,1,Pepino,40.0,40.0,0.0,5507.79,137.69,7950.0,43786930.5
2020,140,58,Santa Ana,1,2,Avena forrajera en verde,30.0,30.0,0.0,256.0,8.53,750.0,192000.0
2020,140,58,Santa Ana,2,1,Chile verde,6.0,6.0,0.0,110.0,18.33,10454.55,1150000.5
2020,140,58,Santa Ana,2,1,Elote,10.0,10.0,0.0,83.0,8.3,3850.0,319550.0
2020,140,58,Santa Ana,2,1,Frijol,3.0,3.0,0.0,6.0,2.0,18350.0,110100.0
2020,140,58,Santa Ana,2,1,Papa,15.0,15.0,0.0,650.0,43.33,7986.92,5191498.0
