Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2009,140,35,Imuris,1,1,15050000,Pastos y praderas,60.0,60.0,0.0,840.0,14.00,500.0,420000.0
2009,140,35,Imuris,2,1,5740000,Calabacita,12.0,12.0,0.0,120.0,10.00,5454.0,654480.0
2009,140,35,Imuris,2,1,6120000,Chile verde,7.0,7.0,0.0,63.0,9.00,6000.0,378000.0
2009,140,35,Imuris,2,1,6310000,Col (repollo),9.0,9.0,0.0,315.0,35.00,2500.0,787500.0
2009,140,35,Imuris,2,1,6750000,Flores,8.0,0.0,8.0,0.0,0.00,0.0,0.0
2009,140,35,Imuris,2,1,6840000,Frijol,2.0,0.0,2.0,0.0,0.00,0.0,0.0
2009,140,35,Imuris,2,1,7170000,Hortalizas,24.0,24.0,0.0,216.0,9.00,2500.0,540000.0
2009,140,35,Imuris,2,1,7330000,Lechuga,13.0,13.0,0.0,312.0,24.00,2800.0,873600.0
2009,140,35,Imuris,2,1,7490000,Maíz grano,7.0,0.0,7.0,0.0,0.00,0.0,0.0
2009,140,35,Imuris,2,1,8100000,Papa,3.0,3.0,0.0,75.0,25.00,4500.0,337500.0
2009,140,35,Imuris,2,1,8210000,Pepino,15.0,0.0,15.0,0.0,0.00,0.0,0.0
2009,140,35,Imuris,2,1,8790000,Sorgo forrajero en verde,132.0,132.0,0.0,3696.0,28.00,500.0,1848000.0
2009,140,35,Imuris,2,1,8970000,Tomate rojo (jitomate),23.5,23.5,0.0,6227.5,265.00,10000.0,62275000.0
2009,140,35,Imuris,2,1,8980000,Tomate verde,30.0,30.0,0.0,150.0,5.00,7500.0,1125000.0
2009,140,35,Imuris,2,2,5760000,Calabaza,2.0,2.0,0.0,30.0,15.00,5000.0,150000.0
2009,140,35,Imuris,2,2,7490000,Maíz grano,4.0,4.0,0.0,4.0,1.00,3500.0,14000.0
2009,140,35,Imuris,2,2,8790000,Sorgo forrajero en verde,96.0,96.0,0.0,672.0,7.00,500.0,336000.0
2009,140,35,Imuris,3,1,5160000,Alfalfa achicalada,633.0,633.0,0.0,7596.0,12.00,2200.0,16711200.0
2009,140,35,Imuris,3,1,7690000,Membrillo,17.0,17.0,0.0,204.0,12.00,5000.0,1020000.0
2009,140,35,Imuris,3,1,8260000,Persimonio,1.0,1.0,0.0,25.0,25.00,10000.0,250000.0
2009,140,36,Magdalena,1,1,5490000,Avena forrajera en verde,48.0,48.0,0.0,864.0,18.00,500.0,432000.0
2009,140,36,Magdalena,1,1,5900000,Cebada forrajera en verde,25.0,25.0,0.0,450.0,18.00,500.0,225000.0
2009,140,36,Magdalena,1,1,5940000,Cebolla,27.0,27.0,0.0,1890.0,70.00,2800.0,5292000.0
2009,140,36,Magdalena,1,1,6310000,Col (repollo),5.0,5.0,0.0,175.0,35.00,2000.0,350000.0
2009,140,36,Magdalena,1,1,7170000,Hortalizas,12.0,12.0,0.0,108.0,9.00,2000.0,216000.0
2009,140,36,Magdalena,1,1,7330000,Lechuga,2.0,2.0,0.0,56.0,28.00,5000.0,280000.0
2009,140,36,Magdalena,1,1,9040000,Trigo forrajero verde,15.0,15.0,0.0,210.0,14.00,500.0,105000.0
2009,140,36,Magdalena,1,1,15050000,Pastos y praderas,160.0,160.0,0.0,2240.0,14.00,500.0,1120000.0
2009,140,36,Magdalena,2,1,5740000,Calabacita,3.0,3.0,0.0,30.0,10.00,4000.0,120000.0
2009,140,36,Magdalena,2,1,6120000,Chile verde,8.0,8.0,0.0,72.0,9.00,6000.0,432000.0
2009,140,36,Magdalena,2,1,6310000,Col (repollo),15.0,15.0,0.0,525.0,35.00,2500.0,1312500.0
2009,140,36,Magdalena,2,1,6750000,Flores,11.0,0.0,11.0,0.0,0.00,0.0,0.0
2009,140,36,Magdalena,2,1,6840000,Frijol,6.0,0.0,6.0,0.0,0.00,0.0,0.0
2009,140,36,Magdalena,2,1,7170000,Hortalizas,36.0,36.0,0.0,324.0,9.00,2500.0,810000.0
2009,140,36,Magdalena,2,1,7330000,Lechuga,12.0,12.0,0.0,300.0,25.00,3000.0,900000.0
2009,140,36,Magdalena,2,1,7490000,Maíz grano,22.0,0.0,22.0,0.0,0.00,0.0,0.0
2009,140,36,Magdalena,2,1,8100000,Papa,6.0,0.0,6.0,0.0,0.00,0.0,0.0
2009,140,36,Magdalena,2,1,8210000,Pepino,19.5,19.5,0.0,1694.4,86.89,7434.14,12596400.0
2009,140,36,Magdalena,2,1,8790000,Sorgo forrajero en verde,312.0,312.0,0.0,10920.0,35.00,500.0,5460000.0
2009,140,36,Magdalena,2,1,8980000,Tomate verde,90.0,90.0,0.0,468.0,5.20,7200.0,3369600.0
2009,140,36,Magdalena,2,2,5760000,Calabaza,4.0,4.0,0.0,52.0,13.00,5000.0,260000.0
2009,140,36,Magdalena,2,2,6840000,Frijol,3.0,3.0,0.0,1.5,0.50,10000.0,15000.0
2009,140,36,Magdalena,2,2,7490000,Maíz grano,4.0,4.0,0.0,2.0,0.50,4000.0,8000.0
2009,140,36,Magdalena,2,2,8790000,Sorgo forrajero en verde,65.0,65.0,0.0,650.0,10.00,400.0,260000.0
2009,140,36,Magdalena,3,1,5160000,Alfalfa achicalada,476.0,476.0,0.0,5712.0,12.00,2200.0,12566400.0
2009,140,36,Magdalena,3,1,6010000,Cereza,12.0,0.0,0.0,0.0,0.00,0.0,0.0
2009,140,36,Magdalena,3,1,6220000,Ciruela,8.0,0.0,0.0,0.0,0.00,0.0,0.0
2009,140,36,Magdalena,3,1,6530000,Durazno,2.0,2.0,0.0,28.0,14.00,12000.0,336000.0
2009,140,36,Magdalena,3,1,7010000,Granada,10.0,10.0,0.0,190.0,19.00,11000.0,2090000.0
2009,140,36,Magdalena,3,1,7580000,Manzana,15.0,15.0,0.0,120.0,8.00,7500.0,900000.0
2009,140,36,Magdalena,3,1,7690000,Membrillo,38.0,38.0,0.0,380.0,10.00,5000.0,1900000.0
2009,140,36,Magdalena,3,1,7960000,Nuez,22.0,22.0,0.0,26.4,1.20,25000.0,660000.0
2009,140,36,Magdalena,3,1,8260000,Persimonio,2.0,2.0,0.0,50.0,25.00,10000.0,500000.0
2009,140,43,Nogales,1,1,5490000,Avena forrajera en verde,29.0,29.0,0.0,522.0,18.00,500.0,261000.0
2009,140,43,Nogales,1,1,5900000,Cebada forrajera en verde,39.0,39.0,0.0,702.0,18.00,500.0,351000.0
2009,140,43,Nogales,2,1,5740000,Calabacita,2.0,2.0,0.0,16.0,8.00,5454.0,87264.0
2009,140,43,Nogales,2,1,6310000,Col (repollo),2.0,2.0,0.0,50.0,25.00,2500.0,125000.0
2009,140,43,Nogales,2,1,7170000,Hortalizas,3.0,3.0,0.0,25.5,8.50,3000.0,76500.0
2009,140,43,Nogales,2,1,7490000,Maíz grano,15.0,15.0,0.0,52.5,3.50,3500.0,183750.0
2009,140,43,Nogales,2,1,8790000,Sorgo forrajero en verde,35.0,35.0,0.0,1330.0,38.00,500.0,665000.0
2009,140,43,Nogales,3,1,5160000,Alfalfa achicalada,70.0,70.0,0.0,840.0,12.00,2200.0,1848000.0
2009,140,59,Santa Cruz,1,1,5490000,Avena forrajera en verde,15.0,15.0,0.0,270.0,18.00,500.0,135000.0
2009,140,59,Santa Cruz,1,1,5900000,Cebada forrajera en verde,38.0,38.0,0.0,684.0,18.00,500.0,342000.0
2009,140,59,Santa Cruz,2,1,5740000,Calabacita,8.0,8.0,0.0,68.0,8.50,5454.0,370872.0
2009,140,59,Santa Cruz,2,1,5940000,Cebolla,8.0,8.0,0.0,144.0,18.00,10000.0,1440000.0
2009,140,59,Santa Cruz,2,1,6310000,Col (repollo),37.0,37.0,0.0,1258.0,34.00,2700.0,3396600.0
2009,140,59,Santa Cruz,2,1,6840000,Frijol,5.0,5.0,0.0,5.0,1.00,15000.0,75000.0
2009,140,59,Santa Cruz,2,1,7170000,Hortalizas,13.0,13.0,0.0,110.5,8.50,3000.0,331500.0
2009,140,59,Santa Cruz,2,1,7330000,Lechuga,27.0,27.0,0.0,702.0,26.00,3800.0,2667600.0
2009,140,59,Santa Cruz,2,1,7490000,Maíz grano,30.0,30.0,0.0,105.0,3.50,3500.0,367500.0
2009,140,59,Santa Cruz,2,1,8210000,Pepino,10.0,10.0,0.0,130.0,13.00,6000.0,780000.0
2009,140,59,Santa Cruz,2,1,8790000,Sorgo forrajero en verde,80.0,80.0,0.0,3000.0,37.50,500.0,1500000.0
2009,140,59,Santa Cruz,3,1,5160000,Alfalfa achicalada,200.0,200.0,0.0,2400.0,12.00,2200.0,5280000.0
2009,140,16,Benjamín Hill,1,1,5490000,Avena forrajera en verde,12.0,12.0,0.0,288.0,24.00,500.0,144000.0
2009,140,16,Benjamín Hill,1,1,15050000,Pastos y praderas,20.0,20.0,0.0,720.0,36.00,500.0,360000.0
2009,140,16,Benjamín Hill,2,1,8790000,Sorgo forrajero en verde,51.0,51.0,0.0,1428.0,28.00,500.0,714000.0
2009,140,16,Benjamín Hill,3,1,5160000,Alfalfa achicalada,20.0,20.0,0.0,240.0,12.00,2200.0,528000.0
2009,140,58,Santa Ana,1,1,5490000,Avena forrajera en verde,394.0,394.0,0.0,7092.0,18.00,500.0,3546000.0
2009,140,58,Santa Ana,1,1,5900000,Cebada forrajera en verde,7.0,7.0,0.0,126.0,18.00,500.0,63000.0
2009,140,58,Santa Ana,1,1,6310000,Col (repollo),2.0,2.0,0.0,56.0,28.00,2500.0,140000.0
2009,140,58,Santa Ana,1,1,7170000,Hortalizas,4.0,4.0,0.0,32.0,8.00,2500.0,80000.0
2009,140,58,Santa Ana,1,1,9050000,Trigo grano,273.0,273.0,0.0,955.5,3.50,2850.0,2723175.0
2009,140,58,Santa Ana,1,1,15050000,Pastos y praderas,206.0,206.0,0.0,2884.0,14.00,500.0,1442000.0
2009,140,58,Santa Ana,2,1,5740000,Calabacita,5.0,3.0,2.0,30.0,10.00,4000.0,120000.0
2009,140,58,Santa Ana,2,1,6120000,Chile verde,3.0,3.0,0.0,27.0,9.00,6000.0,162000.0
2009,140,58,Santa Ana,2,1,6310000,Col (repollo),1.0,1.0,0.0,35.0,35.00,2500.0,87500.0
2009,140,58,Santa Ana,2,1,6750000,Flores,2.0,0.0,2.0,0.0,0.00,0.0,0.0
