Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2008,139,48,Puerto Peñasco,3,1,6650000,Espárrago,45.0,45.0,0.0,191.25,4.25,34947.0,6683613.75
2008,139,55,San Luis Río Colorado,1,1,5130000,Alcachofa,18.0,18.0,0.0,183.6,10.2,22300.0,4094280.0
2008,139,55,San Luis Río Colorado,1,1,5370000,Apio,95.0,75.0,20.0,2060.87,27.48,9456.0,19487586.72
2008,139,55,San Luis Río Colorado,1,1,5490000,Avena forrajera en verde,4.0,4.0,0.0,78.54,19.64,920.0,72256.8
2008,139,55,San Luis Río Colorado,1,1,5640000,Betabel,29.0,29.0,0.0,259.0,8.93,8000.0,2072000.0
2008,139,55,San Luis Río Colorado,1,1,5670000,Brócoli,502.0,427.0,75.0,3168.34,7.42,10880.0,34471539.2
2008,139,55,San Luis Río Colorado,1,1,5870000,Cártamo,81.0,81.0,0.0,178.2,2.2,5600.0,997920.0
2008,139,55,San Luis Río Colorado,1,1,5940000,Cebolla,997.0,997.0,0.0,14030.46,14.07,9004.51,126337462.0
2008,139,55,San Luis Río Colorado,1,1,6190000,Cilantro,215.0,215.0,0.0,1825.35,8.49,11100.0,20261385.0
2008,139,55,San Luis Río Colorado,1,1,6310000,Col (repollo),144.0,126.0,18.0,4803.12,38.12,4235.0,20341213.2
2008,139,55,San Luis Río Colorado,1,1,6670000,Espinaca,20.0,20.0,0.0,135.5,6.78,6500.0,880750.0
2008,139,55,San Luis Río Colorado,1,1,7270000,Kale,60.0,60.0,0.0,992.4,16.54,7500.0,7443000.0
2008,139,55,San Luis Río Colorado,1,1,7330000,Lechuga,195.0,170.0,25.0,4724.31,27.79,3120.0,14739847.2
2008,139,55,San Luis Río Colorado,1,1,8240000,Perejil,158.0,158.0,0.0,2480.6,15.7,8500.0,21085100.0
2008,139,55,San Luis Río Colorado,1,1,8440000,Poro (leek),60.0,60.0,0.0,465.0,7.75,10200.0,4743000.0
2008,139,55,San Luis Río Colorado,1,1,8490000,Rábano,45.0,45.0,0.0,340.69,7.57,6500.0,2214485.0
2008,139,55,San Luis Río Colorado,1,1,8520000,Rapini,67.0,67.0,0.0,391.95,5.85,9550.0,3743122.5
2008,139,55,San Luis Río Colorado,1,1,9050000,Trigo grano,15265.0,15229.0,36.0,107157.61,7.04,4530.73,485502137.0
2008,139,55,San Luis Río Colorado,1,1,9160000,Varios,215.0,215.0,0.0,2373.6,11.04,3428.0,8136700.8
2008,139,55,San Luis Río Colorado,1,1,9270000,Zanahoria,56.0,56.0,0.0,886.14,15.82,4550.0,4031937.0
2008,139,55,San Luis Río Colorado,1,1,15050000,Pastos y praderas,74.0,74.0,0.0,1363.08,18.42,920.0,1254033.6
2008,139,55,San Luis Río Colorado,2,1,5190000,Algodón hueso,3231.0,3188.0,43.0,11500.48,3.61,5680.0,65322726.4
2008,139,55,San Luis Río Colorado,2,1,5740000,Calabacita,46.0,46.0,0.0,1012.54,22.01,6578.0,6660488.12
2008,139,55,San Luis Río Colorado,2,1,5940000,Cebolla,294.0,294.0,0.0,3465.28,11.79,12769.04,44248291.05
2008,139,55,San Luis Río Colorado,2,1,7490000,Maíz grano,152.0,102.0,50.0,553.54,5.43,3300.0,1826682.0
