Anio,Idddr,Idmunicipio,Nommunicipio,Idciclo,Nommodalidad,Nomunidad,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
2022,139,17,Caborca,3,Riego,Tonelada,Aceituna,1211.0,1211.0,0.0,11855.69,9.79,15300.0,181392057.0
2022,139,47,Pitiquito,3,Riego,Tonelada,Aceituna,12.0,12.0,0.0,104.04,8.67,12750.0,1326510.0
2022,139,4,Altar,3,Riego,Tonelada,Aceituna,11.9,11.9,0.0,101.03,8.49,15200.0,1535656.0
2022,140,64,Trincheras,3,Riego,Tonelada,Aceituna,2.0,2.0,0.0,9.0,4.5,15500.0,139500.0
2022,144,30,Hermosillo,1,Riego,Tonelada,Acelga,20.0,20.0,0.0,256.0,12.8,11550.0,2956800.0
2022,144,30,Hermosillo,2,Riego,Tonelada,Acelga,6.0,6.0,0.0,61.02,10.17,10800.0,659016.0
2022,144,56,San Miguel de Horcasitas,1,Riego,Tonelada,Acelga,2.0,2.0,0.0,23.0,11.5,11500.0,264500.0
2022,144,56,San Miguel de Horcasitas,2,Riego,Tonelada,Acelga,2.0,2.0,0.0,19.0,9.5,10450.0,198550.0
2022,193,55,San Luis Río Colorado,1,Riego,Tonelada,Acelga,1.0,1.0,0.0,23.0,23.0,2940.0,67620.0
2022,142,50,Rayón,3,Riego,Tonelada,Agave,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,142,66,Ures,3,Riego,Tonelada,Agave,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,144,30,Hermosillo,3,Riego,Tonelada,Agave,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,145,57,San Pedro de La Cueva,3,Riego,Tonelada,Agave,33.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,145,62,Suaqui Grande,3,Riego,Tonelada,Agave,84.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,148,71,Benito Juárez,3,Riego,Tonelada,Agave,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,144,30,Hermosillo,3,Riego,Tonelada,Aguacate,7.8,0.0,0.0,0.0,0.0,0.0,0.0
2022,148,72,San Ignacio Río Muerto,3,Riego,Tonelada,Aguacate,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,148,12,Bácum,3,Riego,Tonelada,Aguacate,372.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,149,42,Navojoa,3,Riego,Tonelada,Aguacate,16.0,16.0,0.0,230.4,14.4,30000.0,6912000.0
2022,149,26,Etchojoa,3,Riego,Tonelada,Aguacate,6.0,6.0,0.0,87.0,14.5,30000.0,2610000.0
2022,149,33,Huatabampo,3,Riego,Tonelada,Aguacate,8.0,8.0,0.0,113.6,14.2,30000.0,3408000.0
2022,140,36,Magdalena,1,Riego,Tonelada,Ajo,2.0,2.0,0.0,16.5,8.25,29500.0,486750.0
2022,140,58,Santa Ana,1,Riego,Tonelada,Ajo,3.0,3.0,0.0,26.0,8.67,29500.0,767000.0
2022,141,2,Agua Prieta,1,Riego,Tonelada,Ajo,15.0,15.0,0.0,120.0,8.0,27758.33,3330999.6
2022,141,27,Fronteras,1,Riego,Tonelada,Ajo,18.0,18.0,0.0,147.0,8.17,28014.29,4118100.63
2022,141,11,Bacoachi,1,Riego,Tonelada,Ajo,50.0,50.0,0.0,410.0,8.2,29210.0,11976100.0
2022,141,19,Cananea,1,Riego,Tonelada,Ajo,16.0,16.0,0.0,130.0,8.13,27869.23,3622999.9
2022,141,39,Naco,1,Riego,Tonelada,Ajo,50.0,50.0,0.0,395.0,7.9,28384.56,11211901.2
2022,142,66,Ures,1,Riego,Tonelada,Ajo,70.0,70.0,0.0,600.0,8.57,30000.0,18000000.0
2022,142,1,Aconchi,1,Riego,Tonelada,Ajo,7.0,7.0,0.0,55.0,7.86,29500.0,1622500.0
2022,142,6,Arizpe,1,Riego,Tonelada,Ajo,315.0,315.0,0.0,2650.0,8.41,30000.0,79500000.0
2022,142,13,Banámichi,1,Riego,Tonelada,Ajo,10.0,10.0,0.0,85.0,8.5,30364.71,2581000.35
2022,142,14,Baviácora,1,Riego,Tonelada,Ajo,4.0,4.0,0.0,31.0,7.75,28500.0,883500.0
2022,142,34,Huépac,1,Riego,Tonelada,Ajo,13.0,13.0,0.0,101.0,7.77,28600.0,2888600.0
2022,142,53,San Felipe de Jesús,1,Riego,Tonelada,Ajo,5.0,5.0,0.0,39.0,7.8,29500.0,1150500.0
2022,143,23,Cumpas,1,Riego,Tonelada,Ajo,5.0,5.0,0.0,31.0,6.2,27500.0,852500.0
2022,143,38,Moctezuma,1,Riego,Tonelada,Ajo,4.0,4.0,0.0,24.0,6.0,27000.0,648000.0
2022,143,15,Bavispe,1,Riego,Tonelada,Ajo,3.0,3.0,0.0,18.0,6.0,27000.0,486000.0
2022,144,30,Hermosillo,1,Riego,Tonelada,Ajo,118.5,118.5,0.0,930.0,7.85,27405.91,25487496.3
2022,144,56,San Miguel de Horcasitas,1,Riego,Tonelada,Ajo,2.0,2.0,0.0,15.0,7.5,27500.0,412500.0
2022,146,52,Sahuaripa,1,Riego,Tonelada,Ajo,1.5,1.5,0.0,10.2,6.8,27000.0,275400.0
2022,148,18,Cajeme,1,Riego,Tonelada,Ajo,5.0,5.0,0.0,35.0,7.0,22000.0,770000.0
2022,193,55,San Luis Río Colorado,1,Riego,Tonelada,Ajo,1.0,1.0,0.0,9.5,9.5,28500.0,270750.0
2022,148,71,Benito Juárez,2,Riego,Tonelada,Ajonjolí,300.0,300.0,0.0,510.0,1.7,22205.88,11324998.8
2022,148,12,Bácum,2,Riego,Tonelada,Ajonjolí,200.0,200.0,0.0,340.0,1.7,22352.94,7599999.6
2022,148,18,Cajeme,2,Riego,Tonelada,Ajonjolí,500.0,500.0,0.0,800.0,1.6,22200.0,17760000.0
2022,148,49,Quiriego,2,Temporal,Tonelada,Ajonjolí,20.0,20.0,0.0,8.0,0.4,22000.0,176000.0
2022,149,42,Navojoa,2,Riego,Tonelada,Ajonjolí,106.0,106.0,0.0,180.2,1.7,22358.49,4028999.9
2022,149,3,Alamos,2,Temporal,Tonelada,Ajonjolí,1800.0,1800.0,0.0,720.0,0.4,22500.0,16200000.0
2022,139,70,General Plutarco Elías Calles,3,Riego,Tonelada,Alfalfa achicalada,722.0,722.0,0.0,14042.9,19.45,2929.01,41131794.53
2022,139,17,Caborca,3,Riego,Tonelada,Alfalfa achicalada,790.0,790.0,0.0,15310.2,19.38,2918.48,44682512.5
2022,139,47,Pitiquito,3,Riego,Tonelada,Alfalfa achicalada,320.0,320.0,0.0,6262.4,19.57,2918.32,18275687.17
2022,139,4,Altar,3,Riego,Tonelada,Alfalfa achicalada,480.0,480.0,0.0,9360.0,19.5,2873.69,26897738.4
2022,139,7,Atil,3,Riego,Tonelada,Alfalfa achicalada,40.0,40.0,0.0,740.0,18.5,2893.17,2140945.8
2022,139,46,Oquitoa,3,Riego,Tonelada,Alfalfa achicalada,10.0,10.0,0.0,190.6,19.06,2907.55,554179.03
2022,139,60,Sáric,3,Riego,Tonelada,Alfalfa achicalada,110.0,110.0,0.0,2152.7,19.57,2916.07,6277423.89
2022,139,65,Tubutama,3,Riego,Tonelada,Alfalfa achicalada,50.0,50.0,0.0,925.0,18.5,2905.6,2687680.0
2022,140,22,Cucurpe,3,Riego,Tonelada,Alfalfa achicalada,460.0,460.0,0.0,6394.0,13.9,2966.03,18964795.82
2022,140,35,Imuris,3,Riego,Tonelada,Alfalfa achicalada,482.0,482.0,0.0,13226.08,27.44,4582.98,60614860.12
2022,140,36,Magdalena,3,Riego,Tonelada,Alfalfa achicalada,220.0,220.0,0.0,5951.0,27.05,4448.94,26475641.94
2022,140,43,Nogales,3,Riego,Tonelada,Alfalfa achicalada,100.0,100.0,0.0,2738.0,27.38,4671.45,12790430.1
2022,140,59,Santa Cruz,3,Riego,Tonelada,Alfalfa achicalada,260.0,260.0,0.0,3692.0,14.2,2984.29,11017998.68
2022,140,16,Benjamín Hill,3,Riego,Tonelada,Alfalfa achicalada,40.0,40.0,0.0,1107.2,27.68,4425.11,4899481.79
2022,140,58,Santa Ana,3,Riego,Tonelada,Alfalfa achicalada,650.0,650.0,0.0,17901.0,27.54,4461.61,79867280.61
2022,140,64,Trincheras,3,Riego,Tonelada,Alfalfa achicalada,430.0,430.0,0.0,11816.4,27.48,4420.82,52238177.45
2022,141,2,Agua Prieta,3,Riego,Tonelada,Alfalfa achicalada,210.0,210.0,0.0,6012.3,28.63,4786.61,28778535.3
2022,141,27,Fronteras,3,Riego,Tonelada,Alfalfa achicalada,650.0,650.0,0.0,18544.5,28.53,4709.87,87342184.22
2022,141,11,Bacoachi,3,Riego,Tonelada,Alfalfa achicalada,190.0,190.0,0.0,2717.0,14.3,3088.33,8390992.61
