,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
28579,2014,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1196.0,1196.0,0.0,5382.0,4.5,3200.0,17222400.0
28580,2014,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,5190000,Algodón hueso,1005.0,1005.0,0.0,3266.25,3.25,6000.0,19597500.0
28581,2014,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,5.0,5.0,0.0,140.0,28.0,2000.0,280000.0
28582,2014,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,9.0,9.0,0.0,261.0,29.0,880.0,229680.0
28583,2014,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1560.0,1560.0,0.0,21060.0,13.5,2830.0,59599800.0
28584,2014,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,45.0,45.0,0.0,337.5,7.5,38000.0,12825000.0
28585,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,5.0,5.0,0.0,110.0,22.0,930.0,102300.0
28586,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,263.0,263.0,0.0,749.55,2.85,5800.0,4347390.0
28587,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,50.0,50.0,0.0,1500.0,30.0,6600.0,9900000.0
28588,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,8100000,Papa,100.0,100.0,0.0,3400.0,34.0,4500.0,15300000.0
28589,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1279.0,1279.0,0.0,6395.0,5.0,3230.0,20655850.0
28590,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,84.0,84.0,0.0,1764.0,21.0,950.0,1675800.0
28591,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,8.0,8.0,0.0,40.0,5.0,5000.0,200000.0
28592,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,157.0,157.0,0.0,4396.0,28.0,6100.0,26815600.0
28593,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,1422.0,1422.0,0.0,54036.0,38.0,9900.0,534956400.0
28594,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,9.0,9.0,0.0,1170.0,130.0,6500.0,7605000.0
28595,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,108.0,108.0,0.0,3132.0,29.0,800.0,2505600.0
28596,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,45.0,45.0,0.0,360.0,8.0,4222.22,1519999.2
28597,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,9160000,Varios,7.0,7.0,0.0,525.0,75.0,355.0,186375.0
28598,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,1575.0,1575.0,0.0,4410.0,2.8,6800.0,29988000.0
28599,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1032.0,1032.0,0.0,17028.0,16.5,2890.0,49210920.0
28600,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,30.0,30.0,0.0,198.0,6.6,9337.37,1848799.26
28601,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6490000,Dátil,7.0,7.0,0.0,40.6,5.8,41450.0,1682870.0
28602,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,48.0,48.0,0.0,528.0,11.0,11104.17,5863001.76
28603,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,7635.0,7635.0,0.0,75510.0,9.89,38000.0,2869380000.0
28604,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,13.0,13.0,0.0,71.5,5.5,10200.0,729300.0
28605,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,70.0,70.0,0.0,1066.1,15.23,2175.0,2318767.5
28606,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,350.0,115.0,0.0,213.9,1.86,40000.0,8556000.0
28607,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,7815.0,7515.0,0.0,67300.0,8.96,14316.7,963514000.0
28608,2014,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,270.0,270.0,0.0,5884.5,21.79,880.0,5178360.0
28609,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,22.0,22.0,0.0,462.0,21.0,935.0,431970.0
28610,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,112.0,112.0,0.0,324.8,2.9,5580.0,1812384.0
28611,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,305.0,305.0,0.0,1509.75,4.95,3220.0,4861395.0
28612,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,45.0,45.0,0.0,900.0,20.0,965.0,868500.0
28613,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,9.0,9.0,0.0,1152.0,128.0,6200.0,7142400.0
28614,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,24.0,24.0,0.0,600.0,25.0,920.0,552000.0
28615,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,12.0,12.0,0.0,30.0,2.5,7000.0,210000.0
28616,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,290.0,290.0,0.0,4727.0,16.3,2850.0,13471950.0
28617,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,488.0,488.0,0.0,3660.0,7.5,34100.0,124806000.0
28618,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,33.0,33.0,0.0,435.6,13.2,16500.0,7187400.0
28619,2014,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,84.0,84.0,0.0,1848.0,22.0,900.0,1663200.0
28620,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,113.0,113.0,0.0,2373.0,21.0,930.0,2206890.0
28621,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,420.0,420.0,0.0,1197.0,2.85,5700.0,6822900.0
28622,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,31.0,31.0,0.0,620.0,20.0,900.0,558000.0
28623,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,40.0,40.0,0.0,1240.0,31.0,6415.0,7954600.0
28624,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,62.0,62.0,0.0,7130.0,115.0,4000.0,28520000.0
28625,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1056.0,1056.0,0.0,5290.56,5.01,3230.0,17088508.8
28626,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,42.0,42.0,0.0,966.0,23.0,955.0,922530.0
28627,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,7170000,Hortalizas,42.0,42.0,0.0,924.0,22.0,7000.0,6468000.0
28628,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,50.0,50.0,0.0,1300.0,26.0,896.0,1164800.0
28629,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,40.0,40.0,0.0,920.0,23.0,6150.0,5658000.0
28630,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,1208.0,1208.0,0.0,47112.0,39.0,9800.0,461697600.0
28631,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,24.0,24.0,0.0,3132.0,130.5,6300.0,19731600.0
28632,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,89.0,89.0,0.0,2670.0,30.0,2100.0,5607000.0
28633,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,83.0,83.0,0.0,2656.0,32.0,910.0,2416960.0
28634,2014,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,90.0,90.0,0.0,765.0,8.5,4000.0,3060000.0
