,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
28895,2013,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1150.0,1150.0,0.0,5922.5,5.15,3810.0,22564725.0
28896,2013,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,5190000,Algodón hueso,1082.0,1082.0,0.0,2921.4,2.7,6020.0,17586828.0
28897,2013,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,9160000,Varios,145.0,145.0,0.0,6960.0,48.0,1200.0,8352000.0
28898,2013,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1560.0,1560.0,0.0,21528.0,13.8,2813.82,60575916.96
28899,2013,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,45.0,45.0,0.0,333.0,7.4,34800.0,11588400.0
28900,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,80.0,80.0,0.0,1640.0,20.5,955.0,1566200.0
28901,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,45.0,45.0,0.0,127.35,2.83,5680.0,723348.0
28902,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,167.0,167.0,0.0,4843.0,29.0,6100.0,29542300.0
28903,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,8100000,Papa,51.0,51.0,0.0,1759.5,34.5,4130.0,7266735.0
28904,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,1.0,1.0,0.0,22.6,22.6,900.0,20340.0
28905,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1696.0,1696.0,0.0,9463.68,5.58,3770.0,35678073.6
28906,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,44.0,44.0,0.0,968.0,22.0,920.0,890560.0
28907,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,114.0,114.0,0.0,3420.0,30.0,6000.0,20520000.0
28908,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,1093.0,1093.0,0.0,43720.0,40.0,7850.0,343202000.0
28909,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,22.0,22.0,0.0,2750.0,125.0,5800.0,15950000.0
28910,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,2.0,2.0,0.0,60.0,30.0,2500.0,150000.0
28911,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,141.0,141.0,0.0,4794.0,34.0,910.0,4362540.0
28912,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,9160000,Varios,25.0,25.0,0.0,1000.0,40.0,1100.0,1100000.0
28913,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,20.0,20.0,0.0,460.0,23.0,900.0,414000.0
28914,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,1575.0,1575.0,0.0,13545.0,8.6,7900.0,107005500.0
28915,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1032.0,1032.0,0.0,17853.6,17.3,2806.66,50108984.98
28916,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,30.0,30.0,0.0,204.0,6.8,9500.0,1938000.0
28917,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6490000,Dátil,7.0,7.0,0.0,39.9,5.7,41000.0,1635900.0
28918,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,48.0,48.0,0.0,528.0,11.0,11454.55,6048002.4
28919,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,7635.0,7635.0,0.0,61080.0,8.0,39110.25,2388854070.0
28920,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,13.0,13.0,0.0,78.0,6.0,7761.0,605358.0
28921,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,70.0,70.0,0.0,1400.0,20.0,2200.0,3080000.0
28922,2013,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,350.0,115.0,0.0,172.5,1.5,41000.0,7072500.0
