,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
29373,2016,26,Sonora,139,Caborca,1,Sonoyta,48,Puerto Peñasco,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,268.0,268.0,0.0,2379.5,8.88,35687.85,84919233.26
29374,2016,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1201.0,1201.0,0.0,7206.0,6.0,3788.94,27303101.64
29375,2016,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,5190000,Algodón hueso,275.48,275.48,0.0,1129.47,4.1,8213.79,9277229.39
29376,2016,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1565.0,1565.0,0.0,18861.0,12.05,2315.98,43681698.78
29377,2016,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,515.0,515.0,0.0,4570.0,8.87,35686.02,163085111.24
29378,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,20.0,20.0,0.0,500.0,25.0,887.44,443720.0
29379,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,269.0,269.0,0.0,672.5,2.5,6350.0,4270375.0
29380,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,90.0,90.0,0.0,3150.0,35.0,8500.0,26775000.0
29381,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,8100000,Papa,50.0,50.0,0.0,1750.0,35.0,5500.0,9625000.0
29382,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,153.6,153.6,0.0,3840.0,25.0,960.0,3686400.0
29383,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1544.0,1544.0,0.0,9727.0,6.3,3812.99,37088953.73
29384,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,41.0,41.0,0.0,943.0,23.0,909.08,857262.44
29385,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,251.5,251.5,0.0,8802.5,35.0,5320.38,46832644.95
29386,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,2789.0,2789.0,0.0,97615.0,35.0,5740.77,560385263.6
29387,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,22.0,22.0,0.0,2959.06,134.5,6800.0,20121608.0
29388,2016,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,20.0,20.0,0.0,500.0,25.0,3845.0,1922500.0
