,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
28258,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,34.0,34.0,0.0,680.0,20.0,9100.0,6188000.0
28259,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,282.0,282.0,0.0,4286.0,15.2,500.0,2143000.0
28260,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,31.0,31.0,0.0,248.0,8.0,3000.0,744000.0
28261,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,274.0,274.0,0.0,2740.0,10.0,7950.0,21783000.0
28262,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,262.0,262.0,0.0,576.0,2.2,3300.0,1900800.0
28263,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,10.0,10.0,0.0,149.0,14.9,680.0,101320.0
28264,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,1550.0,1550.0,0.0,19438.0,12.54,7989.06,155291440.0
28265,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,176.0,176.0,0.0,440.0,2.5,6700.0,2948000.0
28266,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),150.0,150.0,0.0,3750.0,25.0,2250.0,8437500.0
28267,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,22.0,22.0,0.0,440.0,20.0,6500.0,2860000.0
28268,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,42.0,42.0,0.0,504.0,12.0,4220.0,2126880.0
28269,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,7270000,Kale,42.0,42.0,0.0,504.0,12.0,7780.0,3921120.0
28270,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,100.0,100.0,0.0,2000.0,20.0,1800.0,3600000.0
28271,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,8240000,Perejil,143.0,143.0,0.0,3032.0,21.2,8900.0,26984800.0
28272,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,8440000,Poro (leek),109.0,109.0,0.0,872.0,8.0,16300.0,14213600.0
28273,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,250.0,250.0,0.0,4835.0,19.34,5646.33,27300005.55
28274,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,8520000,Rapini,55.0,55.0,0.0,209.0,3.8,7450.0,1557050.0
28275,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,16159.0,16159.0,0.0,80795.0,5.0,1400.0,113113000.0
28276,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,9160000,Varios,77.0,77.0,0.0,616.0,8.0,5000.0,3080000.0
28277,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,63.0,63.0,0.0,1090.0,17.3,3200.0,3488000.0
28278,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,52.0,52.0,0.0,1674.0,32.19,525.0,878850.0
28279,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,5190000,Algodón hueso,3363.0,3358.0,5.0,11317.0,3.37,4550.0,51492350.0
28280,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,106.0,106.0,0.0,2178.0,20.55,6366.0,13865148.0
28281,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,546.0,546.0,0.0,5569.0,10.2,11200.0,62372800.0
28282,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,219.0,214.0,5.0,920.0,4.3,1800.0,1656000.0
28283,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,75.0,75.0,0.0,1200.0,16.0,1620.0,1944000.0
28284,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,8170000,Pastos y praderas seco,153.0,153.0,0.0,1530.0,10.0,754.0,1153620.0
28285,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,20.0,20.0,0.0,200.0,10.0,9500.0,1900000.0
28286,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,45.0,45.0,0.0,1365.0,30.33,1945.0,2654925.0
28287,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,125.0,125.0,0.0,1650.0,13.2,500.0,825000.0
28288,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,3606.0,3586.0,20.0,14424.0,4.02,1300.0,18751200.0
28289,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,75.0,75.0,0.0,720.0,9.6,3500.0,2520000.0
28290,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,2,Primavera-Verano,1,Riego,200201,Tonelada,9160000,Varios,47.0,47.0,0.0,282.0,6.0,4632.0,1306224.0
28291,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,2543.0,2543.0,0.0,45774.0,18.0,1000.0,45774000.0
28292,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,3,Perennes,1,Riego,200201,Tonelada,6490000,Dátil,243.0,243.0,0.0,923.0,3.8,25000.0,23075000.0
28293,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,742.0,742.0,0.0,2226.0,3.0,25000.0,55650000.0
28294,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,24.0,24.0,0.0,288.0,12.0,500.0,144000.0
28295,2004,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,7.0,7.0,0.0,21.0,3.0,8500.0,178500.0
28296,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,8.0,8.0,0.0,120.0,15.0,500.0,60000.0
28297,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,25.0,25.0,0.0,43.0,1.72,3300.0,141900.0
28298,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,5910000,Cebada forrajera seca,7.0,7.0,0.0,32.0,4.57,1680.0,53760.0
28299,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,628.0,628.0,0.0,2750.0,4.38,1400.0,3850000.0
28300,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,10.0,10.0,0.0,330.0,33.0,575.0,189750.0
28301,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,5190000,Algodón hueso,943.0,900.0,43.0,2790.0,3.1,4550.0,12694500.0
28302,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,15.0,15.0,0.0,196.0,13.07,6366.0,1247736.0
28303,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,35.0,35.0,0.0,105.0,3.0,1800.0,189000.0
28304,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,3.0,3.0,0.0,45.0,15.0,1620.0,72900.0
28305,2004,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,12.0,12.0,0.0,240.0,20.0,1945.0,466800.0
