,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
27997,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5130000,Alcachofa,41.0,41.0,0.0,395.0,9.63,23500.0,9282500.0
27998,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,85.0,85.0,0.0,2550.0,30.0,9100.0,23205000.0
27999,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,75.0,75.0,0.0,1650.0,22.0,960.0,1584000.0
28000,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,74.0,74.0,0.0,1036.0,14.0,8500.0,8806000.0
28001,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,322.0,322.0,0.0,2576.0,8.0,11800.0,30396800.0
28002,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,186.0,186.0,0.0,252.2,1.36,3040.0,766688.0
28003,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,55.0,55.0,0.0,1085.25,19.73,920.0,998430.0
28004,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,1023.0,1023.0,0.0,17325.22,16.94,9508.35,164734228.0
28005,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,233.0,233.0,0.0,1864.0,8.0,8000.0,14912000.0
28006,2007,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),147.0,147.0,0.0,6468.0,44.0,3600.0,23284800.0
