,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo Sin Um,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
29552,2015,26,Sonora,139,Caborca,1,Sonoyta,48,Puerto Peñasco,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,158.0,0.0,0.0,0.0,0.0,0.0,0.0
29553,2015,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1100.0,1100.0,0.0,4870.8,4.43,3400.0,16560720.0
29554,2015,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,5190000,Algodón hueso,550.0,550.0,0.0,1567.5,2.85,5950.0,9326625.0
29555,2015,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,20.0,20.0,0.0,440.0,22.0,740.0,325600.0
29556,2015,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1582.0,1560.0,0.0,21840.0,14.0,2800.0,61152000.0
29557,2015,26,Sonora,139,Caborca,1,Sonoyta,70,General Plutarco Elías Calles,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,78.0,45.0,0.0,351.0,7.8,31095.24,10914429.24
29558,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,5.0,5.0,0.0,105.0,21.0,935.0,98175.0
29559,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,104.0,104.0,0.0,312.0,3.0,6200.0,1934400.0
29560,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,1489.0,1489.0,0.0,7296.1,4.9,3400.0,24806740.0
29561,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,61.0,61.0,0.0,1525.0,25.0,940.0,1433500.0
29562,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,5760000,Calabaza,30.0,30.0,0.0,750.0,25.0,5000.0,3750000.0
29563,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,414.0,414.0,0.0,10764.0,26.0,5500.0,59202000.0
29564,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,1193.0,1193.0,0.0,53685.0,45.0,8527.81,457815479.9
29565,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,11.0,11.0,0.0,1367.12,124.28,6000.0,8202720.0
29566,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,110.0,110.0,0.0,3300.0,30.0,900.0,2970000.0
29567,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,8.0,8.0,0.0,248.0,31.0,880.0,218240.0
29568,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,1592.0,1575.0,0.0,9450.0,6.0,7208.99,68124955.5
29569,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,1060.0,1032.0,0.0,15067.2,14.6,2800.0,42188160.0
29570,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,30.0,30.0,0.0,186.0,6.2,9600.0,1785600.0
29571,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6490000,Dátil,7.0,7.0,0.0,35.0,5.0,40500.0,1417500.0
29572,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,48.0,48.0,0.0,336.0,7.0,11100.0,3729600.0
29573,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,7660.0,7635.0,0.0,77805.5,10.19,37095.91,2886265826.0
29574,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7150000,Higo,13.0,13.0,0.0,65.0,5.0,12500.0,812500.0
29575,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,70.0,70.0,0.0,560.0,8.0,3500.0,1960000.0
29576,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,350.0,115.0,0.0,184.0,1.6,52500.0,9660000.0
29577,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,7863.0,7815.0,0.0,93476.0,11.96,15287.9,1429051786.0
29578,2015,26,Sonora,139,Caborca,2,Caborca,17,Caborca,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,270.0,270.0,0.0,6912.0,25.6,885.73,6122165.76
29579,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,7.0,7.0,0.0,140.0,20.0,920.0,128800.0
29580,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,95.0,95.0,0.0,280.25,2.95,6200.0,1737550.0
29581,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,186.0,186.0,0.0,930.0,5.0,3400.0,3162000.0
29582,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,15.0,15.0,0.0,345.0,23.0,920.0,317400.0
29583,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,100.0,100.0,0.0,3700.0,37.0,8545.0,31616500.0
29584,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,18.0,18.0,0.0,1932.05,107.34,6000.0,11592300.0
29585,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,22.0,22.0,0.0,660.0,30.0,2000.0,1320000.0
29586,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,20.0,20.0,0.0,560.0,28.0,900.0,504000.0
29587,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,7.0,7.0,0.0,175.0,25.0,890.0,155750.0
29588,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,5000000,Aceituna,12.0,12.0,0.0,60.0,5.0,7000.0,420000.0
29589,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,290.0,290.0,0.0,4060.0,14.0,2820.0,11449200.0
29590,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,488.0,488.0,0.0,4978.4,10.2,32403.41,161317136.3
29591,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,33.0,33.0,0.0,495.0,15.0,16800.0,8316000.0
29592,2015,26,Sonora,139,Caborca,2,Caborca,47,Pitiquito,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,84.0,84.0,0.0,2016.0,24.0,920.0,1854720.0
29593,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,64.0,64.0,0.0,1280.0,20.0,950.0,1216000.0
29594,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,414.0,414.0,0.0,1200.6,2.9,6200.0,7443720.0
29595,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,31.0,31.0,0.0,651.0,21.0,910.0,592410.0
29596,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,24.0,24.0,0.0,3253.98,135.58,6450.0,20988171.0
29597,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,569.0,569.0,0.0,2816.55,4.95,3400.0,9576270.0
29598,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,27.0,27.0,0.0,648.0,24.0,940.0,609120.0
29599,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,35.0,35.0,0.0,875.0,25.0,5200.0,4550000.0
29600,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,1658.0,1658.0,0.0,66320.0,40.0,6927.98,459463633.6
29601,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,52.0,52.0,0.0,3405.39,65.49,6855.14,23344435.0
29602,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,106.0,106.0,0.0,3074.0,29.0,2600.0,7992400.0
29603,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,80.0,80.0,0.0,2400.0,30.0,900.0,2160000.0
29604,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,10.0,10.0,0.0,80.0,8.0,8000.0,640000.0
29605,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,2,Primavera-Verano,1,Riego,200201,Tonelada,15050000,Pastos y praderas,17.0,17.0,0.0,340.0,20.0,900.0,306000.0
29606,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,3,Perennes,1,Riego,200201,Tonelada,5160000,Alfalfa achicalada,480.0,480.0,0.0,6768.0,14.1,2830.0,19153440.0
29607,2015,26,Sonora,139,Caborca,3,Atil,4,Altar,3,Perennes,1,Riego,200201,Tonelada,6490000,Dátil,2.0,2.0,0.0,10.4,5.2,39500.0,410800.0
