,Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
27985,2010,26,Sonora,139,Caborca,1,Sonoyta,48,Puerto Peñasco,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,45.0,45.0,0.0,276.75,6.15,35669.7,9871589.47
27986,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,146.0,146.0,0.0,2971.0,20.35,4910.4,14588798.4
27987,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,98.0,98.0,0.0,1568.0,16.0,850.0,1332800.0
27988,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,53.0,53.0,0.0,440.3,8.31,8043.3,3541464.99
27989,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,483.0,483.0,0.0,3811.0,7.89,5600.0,21341600.0
27990,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,36.0,36.0,0.0,90.0,2.5,5611.2,505008.0
27991,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,996.0,996.0,0.0,15377.84,15.44,12238.48,188201440.0
27992,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,338.0,338.0,0.0,2704.0,8.0,5000.0,13520000.0
27993,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),170.0,170.0,0.0,4165.0,24.5,3500.0,14577500.0
27994,2010,26,Sonora,139,Caborca,1,Sonoyta,55,San Luis Río Colorado,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,27.0,27.0,0.0,216.0,8.0,5000.0,1080000.0
