Estado,Municipio,IdMunicipio,DDR,IdDDR,Cultivo,Anio,AnioFin,Lat,Lon,Z_m,ET0_total_mm,ET0_mean_mm_d,ET0_min_mm_d,ET0_max_mm_d,Tmean_ciclo_mean_C,Tmean_ciclo_min_C,Tmean_ciclo_max_C,Tmax_ciclo_mean_C,Tmax_ciclo_min_C,Tmax_ciclo_max_C,Tmin_ciclo_mean_C,Tmin_ciclo_min_C,Tmin_ciclo_max_C,RH_mean_pct,RH_min_pct,RH_max_pct,Rs_mean_MJ_m2_d,Rs_min_MJ_m2_d,Rs_max_MJ_m2_d,Ws_mean_m_s,Ws_min_m_s,Ws_max_m_s,Ptot_total_mm,Ptot_mean_mm_d,Ptot_min_mm_d,Ptot_max_mm_d,Pef_total_mm,Pef_mean_mm_d,Pef_min_mm_d,Pef_max_mm_d,Rn_mean_MJ_m2_d,Rn_min_MJ_m2_d,Rn_max_MJ_m2_d,ratio_Ptot_ET0,dias_lluvia_ge_1mm,dias_lluvia_ge_5mm,dias_estres_calor,dias_riesgo_helada,ETc_total_mm,ETc_mean_mm_d,ETc_min_mm_d,ETc_max_mm_d,ETverde_total_mm,ETverde_mean_mm_d,ETverde_min_mm_d,ETverde_max_mm_d,ETazul_total_mm,ETazul_mean_mm_d,ETazul_min_mm_d,ETazul_max_mm_d,UACverde_m3_ha,UACazul_m3_ha,UACtotal_m3_ha,deficit_hidrico_mm,frac_verde,frac_azul,Rend_t_ha,SupSembradaTotal_ha,SupCosechadaTotal_ha,VolumenTotal_t,PMR,Valorproduccion,HHverde_m3_ton,HHazul_m3_ton,HHtotal_m3_ton
Sonora,Oquitoa,46,Caborca,139,Cebolla,2015,2016,30.793372,-111.713535,570.0,951.2562871788197,4.4870579583906585,1.0091897913107266,9.95673396463984,18.307759433962264,3.335,27.424999999999997,25.430849056603773,9.64,35.85,11.184669811320752,-2.98,21.49,46.95518867924528,13.6,87.86,18.044198113207546,4.27,30.54,2.356650943396226,1.07,6.2,141.76,0.6686792452830188,0.0,28.83,113.408,0.5349433962264151,0.0,23.064,9.800547953253695,3.6951623127762754,17.758766118758317,0.1490239821914066,18,10,1,16,870.238371316943,4.104897977910109,1.059649280876263,8.761107238645696,39.18615046451875,0.1848403323798054,0.0,2.7690432542647145,831.0522208524242,3.920057645530303,0.0,8.761107238645696,0.0,0.0,0.0,756.830371316943,0.04502921470265421,0.9549707852973457,17.0,5.0,5.0,85.0,5200.0,442000.0,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2010,2011,30.793372,-111.713535,570.0,388.956281615406,4.137832783142617,1.0611460302194022,8.074393216649275,14.247978723404252,7.955,20.475,21.400851063829794,12.27,30.31,7.095106382978723,1.05,11.71,47.138297872340424,17.98,86.03,18.11021276595745,4.48,27.62,2.7373404255319147,1.37,9.14,123.36,1.3123404255319149,0.0,27.22,98.688,1.049872340425532,0.0,21.776,9.733852766466082,3.9390026477392843,15.897530822781974,0.317156466756787,16,8,0,16,377.40523102622296,4.014949266236415,0.6912385610572758,9.285552199146666,30.371932312739446,0.32310566290148346,0.0,3.0024755886936663,347.03329871348353,3.6918436033349313,0.0,9.285552199146666,303.71932312739443,3470.332987134835,3774.0523102622296,278.717231026223,0.0804756527357967,0.9195243472642033,17.0,6.0,6.0,102.0,850.0,86700.0,17.865842536905554,204.13723453734323,222.00307707424878
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2011,2012,30.793372,-111.713535,570.0,727.8665848877042,4.636092897373913,1.99558859373442,9.03620744925134,16.019426751592352,-0.06499999999999995,26.560000000000002,23.821464968152867,5.16,36.64,8.217388535031846,-5.29,16.48,32.83171974522293,9.17,75.33,17.643184713375796,7.15,27.11,2.5403821656050956,1.18,5.91,21.939999999999998,0.1397452229299363,0.0,7.93,17.552,0.11179617834394905,0.0,6.344,8.522365067176288,4.464945304881036,15.518868127472576,0.03014288669864535,4,2,1,29,661.8464038380304,4.2155821900511485,1.1039557531984687,8.132586704326206,10.890950710083331,0.06936911280307854,0.0,2.500023827288748,650.9554531279471,4.1462130772480705,0.0,8.132586704326206,0.0,0.0,0.0,644.2944038380303,0.016455405131654395,0.9835445948683457,17.5,14.0,14.0,245.0,870.0,213150.0,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2012,2013,30.793372,-111.713535,570.0,675.08969654159,4.272719598364493,1.102583035095029,8.549783442950323,15.122626582278482,5.09,24.665,22.683291139240506,10.86,33.04,7.561962025316456,-1.46,18.02,39.61582278481013,13.35,87.66,17.079177215189873,3.16,28.44,2.5378481012658227,1.2,5.86,85.77,0.5428481012658227,0.0,23.4,68.61600000000001,0.4342784810126583,0.0,18.72,8.535151356835401,3.2711089747177144,15.743083486914086,0.12704978381301069,15,6,0,37,620.1661665079124,3.925102319670332,0.5964995115989296,7.694805098655291,27.46618000704853,0.17383658232309196,0.0,2.681068207855417,592.6999865008638,3.7512657373472393,0.0,7.694805098655291,0.0,0.0,0.0,551.5501665079124,0.04428842057235655,0.9557115794276433,19.0,29.0,29.0,551.0,950.0,523450.0,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2013,2014,30.793372,-111.713535,570.0,663.8548557510248,4.228374877395063,1.7258175242328304,8.125179027707537,15.689299363057327,1.92,24.76,23.088025477707003,8.09,33.81,8.290573248407643,-4.69,17.33,38.111273885350315,15.3,87.17,16.742611464968153,5.93,27.75,2.4266242038216563,1.08,4.86,79.78,0.5081528662420383,0.0,15.58,63.824,0.4065222929936306,0.0,12.464,8.406997795902317,4.382700208796491,15.563680448123293,0.12017687196057968,14,6,0,45,607.7644805629008,3.871111341164973,0.9023745056696608,8.118480460913814,29.936936304268755,0.19068112295712583,0.0,3.234079089374053,577.827544258632,3.6804302182078468,0.0,8.118480460913814,0.0,0.0,0.0,543.9404805629008,0.049257462819383084,0.9507425371806169,19.2,13.0,13.0,249.6,960.0,239616.0,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2014,2015,30.793372,-111.713535,570.0,700.0322576738663,4.458804189005518,1.3707093859409758,7.860676933461186,17.05012738853503,8.055,26.095000000000002,24.48286624203822,11.37,34.34,9.617388535031848,1.05,19.03,37.88910828025478,10.6,85.86,16.934458598726113,3.77,27.95,2.4165605095541403,1.34,5.34,82.23,0.5237579617834395,0.0,32.29,65.784,0.4190063694267516,0.0,25.832,8.479414474194202,3.899121063339059,15.645966985144387,0.1174660154565472,6,4,0,12,641.5815742036486,4.086506842061456,0.8339641095693409,6.887932694161207,11.719694853275767,0.07464773791895393,0.0,2.271887885934088,629.8618793503729,4.011859104142502,0.0,6.887720443341702,0.0,0.0,0.0,575.7975742036487,0.01826688191259642,0.9817331180874036,21.3,15.0,15.0,319.5,925.0,295537.5,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2015,2016,30.793372,-111.713535,570.0,631.9927883498164,4.0254317729287665,1.0091897913107266,8.343911655853043,16.968789808917194,3.335,27.424999999999997,23.957579617834394,9.64,34.85,9.98,-2.98,21.05,47.56133757961783,21.04,87.86,16.20815286624204,4.27,26.73,2.4039490445859872,1.09,6.2,104.25999999999999,0.664076433121019,0.0,28.83,83.408,0.5312611464968153,0.0,23.064,8.489732323437307,3.6951623127762754,15.466705414207945,0.16497023687917575,14,7,0,16,580.8971518027873,3.69998185861648,0.7740790935883591,7.5095204902677395,29.02651287728925,0.1848822476260462,0.0,2.376065082540949,551.870638925498,3.5150996109904336,0.0,7.5095204902677395,0.0,0.0,0.0,497.4891518027873,0.04996842003305889,0.950031579966941,21.0,3.0,3.0,63.0,930.0,58590.0,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2016,2017,30.793372,-111.713535,570.0,700.7159926428137,4.434911345840593,0.974843527686101,8.021349271688566,16.151487341772153,5.36,24.669999999999998,23.924810126582276,11.01,33.49,8.378164556962025,-1.32,16.43,38.05145569620253,12.46,90.16,17.328860759493672,5.51,27.76,2.4749367088607594,1.33,5.01,76.56,0.48455696202531645,0.0,13.51,61.248,0.38764556962025315,0.0,10.808,8.613587043033977,4.0100667649475366,15.424809548435585,0.10925967268314662,18,4,0,32,647.2383239263654,4.096445088141553,0.6939870311947004,7.21921434451971,30.260321958309124,0.1915210250525894,0.0,2.982393269473662,616.9780019680563,3.904924063088964,0.0,7.21921434451971,0.0,0.0,0.0,585.9903239263654,0.04675298238636401,0.9532470176136361,20.5,10.0,10.0,205.0,901.16,184737.8,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2017,2018,30.793372,-111.713535,570.0,663.4417577321391,4.225743679822542,1.124876028113706,8.539444463718882,17.193439490445858,7.574999999999999,27.535000000000004,24.169936305732485,12.58,35.31,10.216942675159235,0.7,20.8,43.95070063694268,15.72,86.51,16.500127388535027,4.7,27.59,2.4778343949044586,0.99,6.05,107.41999999999999,0.6842038216560509,0.0,17.35,85.936,0.5473630573248408,0.0,13.880000000000003,8.53153175663232,3.7342783535373383,15.900416891969229,0.16191323314829728,15,8,1,16,594.7991695012377,3.7885297420460997,1.103950110985278,7.352055378539199,31.684225238976914,0.2018103518406173,0.0,3.7949181852351614,563.1149442622609,3.5867193902054835,0.0,7.352055378539199,0.0,0.0,0.0,508.8631695012376,0.05326877854511024,0.9467312214548901,19.0,14.0,14.0,266.0,765.32,203575.12,0.0,0.0,0.0
Sonora,Oquitoa,46,Caborca,139,Avena forrajera en verde,2018,2019,30.793372,-111.713535,570.0,711.6880223238088,4.533044728177126,1.0878096749366206,8.695847380909806,18.330350318471336,7.994999999999999,27.0,25.50738853503185,13.25,35.45,11.15331210191083,-0.21,19.79,34.3836305732484,13.3,91.66,16.357261146496814,4.05,27.41,2.308980891719745,0.83,5.09,93.78999999999999,0.5973885350318471,0.0,26.3,75.03200000000001,0.4779108280254778,0.0,21.040000000000003,8.142251850531904,3.990287417440099,16.009142940189413,0.13178527256051917,11,5,1,14,668.5521388566357,4.258293878067743,0.9618323505362771,10.000224488046277,25.42261564610754,0.16192748819176778,0.0,3.8640000000000003,643.1295232105281,4.096366389875975,0.0,10.000224488046277,0.0,0.0,0.0,593.5201388566356,0.03802637695481095,0.961973623045189,18.0,16.0,8.0,144.0,468.5,67464.0,0.0,0.0,0.0
