Estado,Municipio,IdMunicipio,DDR,IdDDR,Cultivo,Anio,AnioFin,Lat,Lon,Z_m,ET0_total_mm,ET0_mean_mm_d,ET0_min_mm_d,ET0_max_mm_d,Tmean_ciclo_mean_C,Tmean_ciclo_min_C,Tmean_ciclo_max_C,Tmax_ciclo_mean_C,Tmax_ciclo_min_C,Tmax_ciclo_max_C,Tmin_ciclo_mean_C,Tmin_ciclo_min_C,Tmin_ciclo_max_C,RH_mean_pct,RH_min_pct,RH_max_pct,Rs_mean_MJ_m2_d,Rs_min_MJ_m2_d,Rs_max_MJ_m2_d,Ws_mean_m_s,Ws_min_m_s,Ws_max_m_s,Ptot_total_mm,Ptot_mean_mm_d,Ptot_min_mm_d,Ptot_max_mm_d,Pef_total_mm,Pef_mean_mm_d,Pef_min_mm_d,Pef_max_mm_d,Rn_mean_MJ_m2_d,Rn_min_MJ_m2_d,Rn_max_MJ_m2_d,ratio_Ptot_ET0,dias_lluvia_ge_1mm,dias_lluvia_ge_5mm,dias_estres_calor,dias_riesgo_helada,ETc_total_mm,ETc_mean_mm_d,ETc_min_mm_d,ETc_max_mm_d,ETverde_total_mm,ETverde_mean_mm_d,ETverde_min_mm_d,ETverde_max_mm_d,ETazul_total_mm,ETazul_mean_mm_d,ETazul_min_mm_d,ETazul_max_mm_d,UACverde_m3_ha,UACazul_m3_ha,UACtotal_m3_ha,deficit_hidrico_mm,frac_verde,frac_azul,Rend_t_ha,SupSembradaTotal_ha,SupCosechadaTotal_ha,VolumenTotal_t,PMR,Valorproduccion,HHverde_m3_ton,HHazul_m3_ton,HHtotal_m3_ton
Sonora,Santa Ana,58,Magdalena,140,Ajo,2012,2013,30.457521,-111.039789,776.0,1062.981309057832,4.990522577736301,1.132387093665463,9.96094602110761,17.185938967136153,4.3100000000000005,29.785000000000004,25.253145539906104,10.9,38.46,9.118732394366196,-2.28,23.51,35.6330985915493,11.18,86.48,18.75140845070423,3.16,30.29,2.5323474178403753,1.3,6.07,83.35,0.3913145539906103,0.0,21.7,66.68,0.3130516431924883,0.0,17.36,9.664739862432407,3.268513121168705,17.41919751434604,0.07841153865054959,12,5,17,46,920.8312226507844,4.323151280050631,1.132387093665463,7.911696802345884,26.762716255531895,0.12564655519029058,0.0,2.5240208825960324,894.0685063952524,4.19750472486034,0.0,7.911696802345884,0.0,0.0,0.0,854.1512226507843,0.029063649881995123,0.9709363501180047,7.8,8.5,8.5,66.3,19500.0,1292850.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2017,2018,30.457521,-111.039789,776.0,1060.1800493580406,5.000849289424719,1.290576725492445,10.64880562806467,19.269481132075473,7.83,28.88,26.920801886792454,12.37,37.27,11.61816037735849,-1.19,22.27,39.180613207547175,10.46,83.62,18.39306603773585,4.7,31.52,2.440188679245283,1.2,6.3,106.63,0.5029716981132075,0.0,15.9,85.304,0.40237735849056605,0.0,12.72,9.730168304314768,3.7539798269503173,17.48731659153225,0.10057725578270078,12,9,19,17,917.1916080879421,4.326375509848783,1.290576725492445,8.263342817305972,26.996049856821468,0.1273398578151956,0.0,3.710469645752937,890.1955582311207,4.199035652033588,0.0,8.263342817305972,0.0,0.0,0.0,831.8876080879421,0.029433380788448114,0.970566619211552,11.0,1.0,1.0,11.0,16850.0,185350.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2018,2019,30.457521,-111.039789,776.0,1143.8165007893465,5.395360852779937,1.1260317901162686,10.289155552012534,20.32622641509434,8.49,31.130000000000003,28.17957547169811,13.66,39.58,12.472877358490564,-0.58,23.38,30.94584905660377,8.36,91.06,18.298537735849056,4.05,30.49,2.417028301886792,0.99,5.47,78.25999999999999,0.3691509433962264,0.0,23.05,62.608,0.2953207547169811,0.0,18.44,9.377177959784987,4.001705602746626,17.269780996914115,0.06842006558394012,11,5,25,16,998.8578812000165,4.711593779245361,1.1260317901162686,9.079207378857532,23.513611165004413,0.11091326021228497,0.0,2.985360816656901,975.3442700350122,4.600680519033077,0.0,9.079207378857532,0.0,0.0,0.0,936.2498812000166,0.02354049720942826,0.9764595027905718,11.2,1.5,1.5,16.8,17100.0,287280.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2019,2020,30.457521,-111.039789,776.0,910.4221417102885,4.294444064671173,1.2698982064272555,10.491932640991962,16.764575471698112,3.8,27.105,24.137500000000003,8.58,37.08,9.391650943396225,-1.74,20.79,47.01858490566037,15.79,84.24,17.595707547169813,4.3,30.04,2.3932075471698107,1.01,6.57,168.62,0.795377358490566,0.0,26.28,134.89600000000002,0.6363018867924529,0.0,21.024,9.632488144962002,3.7223602800263462,18.4392716243751,0.1852107854969741,26,8,7,36,788.7236531265386,3.7203945902195215,1.2698982064272555,7.344352848694373,53.4207575080199,0.25198470522650895,0.0,2.568,735.3028956185186,3.4684098849930125,0.0,7.344352848694373,0.0,0.0,0.0,653.8276531265385,0.06773063961789082,0.9322693603821092,11.0,2.0,2.0,22.0,16500.0,363000.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2020,2021,30.457521,-111.039789,776.0,881.8376504467828,4.140082865947337,1.0246616273279687,9.660149895171104,16.878544600938966,4.130000000000001,28.439999999999998,24.232394366197184,10.95,38.07,9.524694835680751,-3.54,20.35,50.62751173708921,22.87,88.79,17.643051643192486,3.43,30.05,2.3593896713615026,0.87,6.31,250.55999999999997,1.176338028169014,0.0,39.05,150.33599999999998,0.7058028169014083,0.0,23.429999999999996,9.782324347979435,3.466121165856662,17.766539240218638,0.2841339331259601,26,15,7,32,765.22963295831,3.5926273847807986,1.0246616273279687,7.815710250172943,47.39412843922262,0.2225076452545663,0.0,3.0459904952875845,717.8355045190874,3.370119739526232,0.0,7.815710250172943,0.0,0.0,0.0,614.89363295831,0.06193451795116861,0.9380654820488313,7.67,3.0,3.0,23.0,18500.0,425500.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2021,2022,30.457521,-111.039789,776.0,1160.690462102259,5.474955009916316,1.480087304166804,10.500913546331088,18.48955188679245,5.525,30.915,26.7377358490566,9.48,40.59,10.241367924528301,-0.15,22.04,28.460235849056602,10.55,82.28,18.904622641509434,8.56,30.05,2.6422169811320755,1.37,6.21,44.129999999999995,0.20816037735849055,0.0,11.9,35.30400000000001,0.1665283018867925,0.0,9.520000000000001,9.417795905355595,4.383100343766884,17.450393739816604,0.03802047267629917,7,3,22,36,1010.1508083348353,4.764862303466204,1.480087304166804,7.497807364904008,15.386233190590056,0.07257657165372668,0.0,2.68,994.7645751442452,4.692285731812477,0.0,7.497807364904008,0.0,0.0,0.0,974.8468083348354,0.015231619935990757,0.9847683800640091,7.8,3.0,3.0,23.4,23500.0,549900.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2022,2023,30.457521,-111.039789,776.0,1096.8495747701145,5.173818748915634,1.2887336450830444,11.229129539630685,18.352452830188682,6.25,27.095,26.457641509433966,12.85,37.78,10.247264150943396,-2.18,20.21,33.39877358490566,5.98,83.7,18.803915094339622,2.53,31.0,2.497075471698113,1.12,6.04,45.78999999999999,0.2159905660377358,0.0,25.16,36.632000000000005,0.1727924528301887,0.0,20.128,9.652266167198555,3.114295244169159,17.177745641865425,0.04174683662488266,8,1,8,20,952.312374166187,4.492039500783902,1.2887336450830444,7.86039067774148,16.389399284186595,0.0773084871895594,0.0,2.288,935.9229748820005,4.414731013594342,0.0,7.86039067774148,0.0,0.0,0.0,915.680374166187,0.01721010849883853,0.9827898915011616,8.67,3.0,3.0,26.0,29500.0,767000.0,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Ajo,2023,2024,30.457521,-111.039789,776.0,932.7316796173388,4.399677734044051,1.3833905232540513,9.558050035471556,16.235990566037735,5.03,27.169999999999998,23.83608490566038,9.73,38.51,8.635896226415094,-1.61,19.0,44.675518867924524,11.47,82.3,18.04325471698113,2.76,30.26,2.4560849056603775,1.01,6.17,89.37,0.42155660377358495,0.0,12.21,71.49600000000001,0.33724528301886797,0.0,9.768,9.682300575076876,3.208332221861748,17.22266188145609,0.09581533677151913,21,6,5,48,806.0237388400108,3.8019987681132585,1.3833905232540513,7.777030206193178,41.82293431568999,0.19727799205514146,0.0,3.779245642065481,764.2008045243208,3.604720776058117,0.0,7.777030206193178,0.0,0.0,0.0,734.5277388400108,0.05188796843115251,0.9481120315688475,9.45,3.0,3.0,28.35,30975.0,878141.25,0.0,0.0,0.0
Sonora,Santa Ana,58,Magdalena,140,Calabacita,2012,2013,30.457521,-111.039789,776.0,879.5188182215828,9.161654356474822,4.7099617803810006,12.60461669848289,25.83020833333333,13.365,33.565,34.942083333333336,19.23,42.82,16.718333333333334,4.42,24.78,22.071979166666665,7.45,71.63,29.339895833333333,17.1,33.04,2.8913541666666673,1.75,5.48,46.47,0.4840625,0.0,8.73,37.176,0.38725000000000004,0.0,6.984000000000001,16.934821696255614,10.851176222497902,19.065695372071605,0.052835708613903146,9,3,54,1,731.7535708628407,7.622433029821257,2.530098062288721,11.974385863558744,33.79922772253106,0.3520752887763652,0.0,6.312604701384574,697.9543431403097,7.270357741044893,0.0,11.974385863558744,337.99227722531054,6979.543431403097,7317.5357086284075,694.5775708628406,0.04618935809589149,0.9538106419041086,18.5,4.0,4.0,74.0,4250.0,314500.0,18.26985282298976,377.2726179136809,395.5424707366707
Sonora,Santa Ana,58,Magdalena,140,Calabaza,2012,2013,30.457521,-111.039789,776.0,820.4507289625062,8.204507289625063,2.4250741874886383,12.398512850557267,21.979899999999997,9.01,31.975,31.328199999999995,13.35,41.6,12.6316,1.56,22.86,21.0218,7.45,67.27,27.5542,10.08,33.04,2.9616999999999996,1.7,5.48,7.369999999999999,0.07369999999999999,0.0,3.3,5.896,0.05896,0.0,2.64,15.36297553727303,7.254428959786678,19.055068838773515,0.008982867270188995,2,0,31,8,719.4313876823767,7.194313876823767,1.2125370937443192,12.398512850557267,3.4541070697855165,0.03454107069785516,0.0,1.4415699760411977,715.9772806125912,7.159772806125912,0.0,12.398512850557267,34.54107069785516,7159.772806125912,7194.313876823768,713.5353876823767,0.004801162597190544,0.9951988374028096,19.52,2.0,2.0,39.04,5000.0,195200.0,1.7695220644393013,366.79163965808976,368.56116172252905
