Estado,Municipio,IdMunicipio,DDR,IdDDR,Cultivo,Anio,AnioFin,Lat,Lon,Z_m,ET0_total_mm,ET0_mean_mm_d,ET0_min_mm_d,ET0_max_mm_d,Tmean_ciclo_mean_C,Tmean_ciclo_min_C,Tmean_ciclo_max_C,Tmax_ciclo_mean_C,Tmax_ciclo_min_C,Tmax_ciclo_max_C,Tmin_ciclo_mean_C,Tmin_ciclo_min_C,Tmin_ciclo_max_C,RH_mean_pct,RH_min_pct,RH_max_pct,Rs_mean_MJ_m2_d,Rs_min_MJ_m2_d,Rs_max_MJ_m2_d,Ws_mean_m_s,Ws_min_m_s,Ws_max_m_s,Ptot_total_mm,Ptot_mean_mm_d,Ptot_min_mm_d,Ptot_max_mm_d,Pef_total_mm,Pef_mean_mm_d,Pef_min_mm_d,Pef_max_mm_d,Rn_mean_MJ_m2_d,Rn_min_MJ_m2_d,Rn_max_MJ_m2_d,ratio_Ptot_ET0,dias_lluvia_ge_1mm,dias_lluvia_ge_5mm,dias_estres_calor,dias_riesgo_helada,ETc_total_mm,ETc_mean_mm_d,ETc_min_mm_d,ETc_max_mm_d,ETverde_total_mm,ETverde_mean_mm_d,ETverde_min_mm_d,ETverde_max_mm_d,ETazul_total_mm,ETazul_mean_mm_d,ETazul_min_mm_d,ETazul_max_mm_d,UACverde_m3_ha,UACazul_m3_ha,UACtotal_m3_ha,deficit_hidrico_mm,frac_verde,frac_azul,Rend_t_ha,SupSembradaTotal_ha,SupCosechadaTotal_ha,VolumenTotal_t,PMR,Valorproduccion,HHverde_m3_ton,HHazul_m3_ton,HHtotal_m3_ton
Sonora,Arizpe,6,Ures,142,Ajo,2010,2011,30.438233,-110.078843,994.0,485.17721261839165,4.043143438486597,0.8997584558177898,8.37369379595929,11.733458333333333,3.9050000000000002,21.61,19.6175,8.45,30.05,3.849416666666667,-4.1,13.17,49.183,23.87,91.75,19.810499999999998,4.23,30.32,2.7575,1.07,8.13,150.42000000000002,1.2535,0.0,31.24,120.336,1.0028,0.0,24.992,11.106703564129011,3.771124258321423,17.867176747306573,0.31003104863111214,18,9,0,82,466.88090712090127,3.8906742260075107,0.8997584558177898,8.37369379595929,35.553985781842684,0.296283214848689,0.0,3.729834331850244,431.3269213390586,3.5943910111588213,0.0,8.37369379595929,355.53985781842687,4313.269213390586,4668.8090712090125,346.54490712090126,0.07615215195046687,0.9238478480495331,7.2,145.0,145.0,1044.0,12000.0,12528000.0,49.38053580811484,599.0651685264702,648.445704334585
Sonora,Arizpe,6,Ures,142,Ajo,2011,2012,30.438233,-110.078843,994.0,987.4652495189935,4.65785495056129,1.1565276510644265,10.234039760813811,14.642169811320752,-6.99,25.880000000000003,23.098396226415094,-3.05,34.24,6.185943396226414,-10.93,18.21,36.29301886792452,11.13,81.15,19.315283018867927,7.01,31.15,2.576981132075472,0.93,9.59,29.0,0.13679245283018868,0.0,6.76,23.200000000000003,0.10943396226415096,0.0,5.408,9.92994551372439,4.539993182742704,17.30147678130232,0.029368122082398605,8,1,0,84,856.560197215043,4.040378288750203,1.1565276510644265,7.285269766276597,17.397989704457977,0.0820659891719716,0.0,2.7244244589192954,839.162207510585,3.958312299578231,0.0,7.285269766276597,0.0,0.0,0.0,833.360197215043,0.020311461775861784,0.9796885382241382,5.6,125.0,125.0,700.0,15000.0,10500000.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2012,2013,30.438233,-110.078843,994.0,930.9711929507731,4.370756774416775,0.9329135335641068,9.055061017409717,14.110821596244131,0.31499999999999995,25.729999999999997,22.319812206572774,5.27,36.49,5.901830985915492,-4.69,20.6,39.85535211267606,10.98,89.32,18.785446009389673,2.47,30.89,2.5004694835680747,0.78,6.6,116.71,0.5479342723004694,0.0,39.18,93.368,0.43834741784037556,0.0,31.344,9.81415639164443,3.039549529083052,17.64444161134565,0.12536370715196904,16,5,2,103,800.4894033158989,3.7581662127506994,0.9329135335641068,6.60274838912267,25.07214940170052,0.1177096216042278,0.0,2.3441470438459135,775.4172539141985,3.6404565911464717,0.0,6.60274838912267,0.0,0.0,0.0,707.121403315899,0.031321025984657844,0.9686789740153422,7.5,154.0,154.0,1155.0,16000.0,18480000.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2013,2014,30.438233,-110.078843,994.0,942.6570971226358,4.446495741144509,1.2106845022809956,9.31160219862025,14.529103773584906,0.125,24.744999999999997,22.68287735849057,6.3,33.86,6.375330188679245,-6.05,16.89,37.19891509433962,6.79,86.65,18.6175,6.21,31.28,2.4583962264150943,0.89,6.47,66.68,0.3145283018867925,0.0,15.42,53.34400000000001,0.251622641509434,0.0,12.336,9.706611304800097,4.42115246564743,17.259273154060445,0.0707362202051349,11,3,0,83,812.8888946474337,3.834381578525631,1.2106845022809956,6.5181215390341745,22.161611082223352,0.10453590133124223,0.0,2.5892051714867805,790.7272835652103,3.729845677194388,0.0,6.5181215390341745,0.0,0.0,0.0,759.5448946474337,0.027262779979095778,0.9727372200209041,7.7,203.0,203.0,1563.1,16000.0,25009600.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2014,2015,30.438233,-110.078843,994.0,971.1560944632017,4.580924973883027,1.1149224646808849,9.515022139806268,15.41759433962264,3.9650000000000003,23.995,23.45731132075472,8.13,33.35,7.377877358490566,-2.49,16.3,37.46905660377358,7.62,88.25,18.593254716981136,5.74,31.49,2.5049056603773585,1.0,5.56,49.12,0.23169811320754716,0.0,6.98,39.296,0.18535849056603773,0.0,5.5840000000000005,9.679944352911471,4.102866203905562,17.47209524614542,0.050578892806259594,9,5,0,59,842.7207448705491,3.9750978531629673,1.1149224646808849,6.660515497864387,22.410249463368604,0.10570872388381417,0.0,3.7163752383150697,820.3104954071805,3.869389129279153,0.0,6.660515497864387,0.0,0.0,0.0,803.424744870549,0.026592735019013988,0.9734072649809861,8.0,210.0,210.0,1680.0,16200.0,27216000.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2015,2016,30.438233,-110.078843,994.0,826.2200311141382,3.8972642977081993,0.970382567439195,7.8590101741501845,14.882759433962264,2.9149999999999996,23.11,22.457924528301888,8.7,31.85,7.307594339622642,-4.41,17.24,51.630518867924536,23.06,89.64,17.955707547169812,2.62,30.77,2.3749056603773586,1.1,6.45,173.40000000000003,0.817924528301887,0.0,35.13,138.71999999999997,0.6543396226415092,0.0,28.104000000000003,9.877215058524607,3.165919121698161,17.76098679517854,0.20987145490308945,19,10,0,57,717.0613618346874,3.3823649143145635,0.970382567439195,6.104554389840025,42.91342311211276,0.20242180713260735,0.0,3.2822029250289564,674.1479387225747,3.1799431071819564,0.0,6.104554389840025,0.0,0.0,0.0,578.3413618346874,0.059846235477412454,0.9401537645225876,7.6,88.0,88.0,668.8,16500.0,11035200.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2016,2017,30.438233,-110.078843,994.0,902.4429995313401,4.2368215940438505,0.9267483239175658,8.681270548224541,14.502723004694836,1.435,26.385,22.581220657277,6.52,34.35,6.424225352112677,-5.14,18.64,44.02455399061033,13.65,88.04,18.526103286384977,5.57,30.93,2.489671361502347,1.06,5.72,121.92999999999999,0.5724413145539906,0.0,14.11,97.54400000000001,0.45795305164319255,0.0,11.288,9.872903786940043,4.136784739302512,17.821351408933058,0.1351110264729419,22,8,0,80,784.393188349288,3.6825971284004133,0.9267483239175658,6.0768893837571785,45.24030306707162,0.21239578904728462,0.0,2.974138088710836,739.1528852822164,3.4702013393531286,0.0,6.0768893837571785,0.0,0.0,0.0,686.849188349288,0.05767554300449412,0.9423244569955058,7.85,181.0,181.0,1420.85,19000.0,26996150.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2017,2018,30.438233,-110.078843,994.0,960.8263690412588,4.532199853968201,0.9238906095616801,10.030093527448678,16.324622641509436,4.79,25.27,24.268301886792457,9.2,34.94,8.380943396226415,-3.32,17.92,41.6002358490566,10.89,89.39,18.47518867924528,3.82,31.48,2.4836320754716987,1.14,6.47,111.81,0.5274056603773585,0.0,18.44,89.44800000000001,0.4219245283018868,0.0,14.752000000000002,9.8161153769368,3.5553523280148913,17.81735632255042,0.11636857980028936,13,8,0,55,828.0781825747479,3.906029163088433,0.9238906095616801,7.021065469214074,23.296095637457086,0.10988724357291078,0.0,2.4707732663666873,804.7820869372907,3.7961419195155224,0.0,7.021065469214074,0.0,0.0,0.0,738.6301825747479,0.02813272481714518,0.9718672751828548,10.2,245.7,245.7,2506.14,18793.18,47098340.13,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2018,2019,30.438233,-110.078843,994.0,1014.2934926778041,4.784403267348132,0.8568817325199182,9.4596160890935,17.049693396226417,4.505000000000001,27.045,25.081226415094335,9.27,35.16,9.018160377358491,-4.29,19.92,35.492641509433966,9.4,93.09,18.278160377358493,3.84,30.26,2.4632075471698114,1.07,5.65,95.47,0.4503301886792453,0.0,31.05,76.376,0.36026415094339626,0.0,24.840000000000003,9.533976169285813,3.8078647124456984,17.32688768731054,0.09412463028620313,12,4,2,50,880.92664197779,4.15531434895184,0.8568817325199182,7.992165343193356,22.024135634441375,0.10388743223793101,0.0,2.5255531364848682,858.9025063433487,4.051426916713909,0.0,7.992165343193356,0.0,0.0,0.0,804.5506419777901,0.025001100642153867,0.9749988993578462,10.34,305.0,305.0,3154.92,20150.0,63571638.0,0.0,0.0,0.0
Sonora,Arizpe,6,Ures,142,Ajo,2019,2020,30.438233,-110.078843,994.0,792.0764741365831,3.736209783663128,0.8384304543792792,8.708526661866792,13.787264150943399,1.5199999999999998,24.22,21.149481132075476,5.63,32.92,6.425047169811322,-4.06,18.44,51.3763679245283,25.23,90.6,17.35872641509434,2.64,30.56,2.3784905660377356,0.96,6.99,216.64000000000001,1.0218867924528303,0.0,35.65,173.312,0.8175094339622642,0.0,28.52,9.589858803013867,3.1405554085267644,18.40421183143492,0.2735089439894705,30,10,0,74,683.8366094887631,3.225644384380958,0.8384304543792792,6.095968663306754,49.896255023312406,0.2353596935061906,0.0,4.009471313249231,633.9403544654507,2.9902846908747676,0.0,6.095968663306754,0.0,0.0,0.0,510.5246094887631,0.0729651708185306,0.9270348291814694,8.57,320.0,320.0,2742.5,18500.0,50736250.0,0.0,0.0,0.0
