Anio,Idestado,Nomestado,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1998,1,Aguascalientes,1,1,5070000,Ajo,750.0,0.0,6104.0,8.14,5000.0,30520000.0
1998,1,Aguascalientes,1,1,5490000,Avena forrajera en verde,3146.0,120.0,55918.0,17.77,218.99,12245482.82
1998,1,Aguascalientes,1,1,5670000,Brócoli,139.0,20.0,1188.0,8.55,2119.81,2518334.28
1998,1,Aguascalientes,1,1,5740000,Calabacita,0.0,5.0,0.0,0.0,0.0,0.0
1998,1,Aguascalientes,1,1,5900000,Cebada forrajera en verde,2.0,0.0,40.0,20.0,250.0,10000.0
1998,1,Aguascalientes,1,1,5920000,Cebada grano,12.0,0.0,48.0,4.0,1500.0,72000.0
1998,1,Aguascalientes,1,1,5940000,Cebolla,53.0,0.0,916.0,17.28,6000.0,5496000.0
1998,1,Aguascalientes,1,1,6070000,Chícharo,2.0,0.0,10.0,5.0,2000.0,20000.0
1998,1,Aguascalientes,1,1,6190000,Cilantro,12.0,0.0,54.0,4.5,1800.0,97200.0
1998,1,Aguascalientes,1,1,6310000,Col (repollo),78.0,3.0,3378.0,43.31,690.0,2330820.0
1998,1,Aguascalientes,1,1,6330000,Coliflor,93.0,56.0,1103.0,11.86,1800.0,1985400.0
1998,1,Aguascalientes,1,1,6540000,Ebo (janamargo o veza),7.0,0.0,56.0,8.0,420.0,23520.0
1998,1,Aguascalientes,1,1,6670000,Espinaca,42.0,0.0,504.0,12.0,1900.0,957600.0
1998,1,Aguascalientes,1,1,7330000,Lechuga,40.0,47.0,624.0,15.6,1200.0,748800.0
1998,1,Aguascalientes,1,1,8490000,Rábano,2.0,0.0,14.0,7.0,1600.0,22400.0
1998,1,Aguascalientes,1,1,9050000,Trigo grano,15.0,0.0,33.0,2.2,1800.0,59400.0
1998,1,Aguascalientes,1,1,9270000,Zanahoria,37.0,0.0,444.0,12.0,700.0,310800.0
1998,1,Aguascalientes,1,1,15050000,Pastos y praderas,1110.0,0.0,54390.0,49.0,197.52,10743112.8
1998,1,Aguascalientes,2,1,5490000,Avena forrajera en verde,10.0,0.0,278.0,27.8,195.0,54210.0
1998,1,Aguascalientes,2,1,5670000,Brócoli,99.0,0.0,1091.0,11.02,2337.0,2549667.0
1998,1,Aguascalientes,2,1,5740000,Calabacita,129.0,0.0,2339.0,18.13,1703.0,3983317.0
1998,1,Aguascalientes,2,1,5790000,Camote,16.0,0.0,295.0,18.44,2500.0,737500.0
1998,1,Aguascalientes,2,1,5900000,Cebada forrajera en verde,12.0,0.0,307.0,25.58,190.0,58330.0
