Anio,Idestado,Nomestado,Idciclo,Nommodalidad,Nomunidad,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1993,1,Aguascalientes,1,Riego,Tonelada,Ajo,1081.0,9.0,8844.0,8.18,2321.0,20526924.0
1993,1,Aguascalientes,1,Riego,Tonelada,Avena forrajera en verde,2726.0,0.0,70019.0,25.69,94.03,6583887.0
1993,1,Aguascalientes,1,Riego,Tonelada,Brócoli,263.0,0.0,2361.0,8.98,1344.0,3173184.0
1993,1,Aguascalientes,1,Riego,Tonelada,Calabacita,20.0,10.0,255.0,12.75,1040.0,265200.0
1993,1,Aguascalientes,1,Riego,Tonelada,Cebada grano,10.0,0.0,35.0,3.5,700.0,24500.0
1993,1,Aguascalientes,1,Riego,Tonelada,Cebolla,30.0,0.0,428.0,14.27,605.25,259047.0
1993,1,Aguascalientes,1,Riego,Tonelada,Chícharo,7.0,4.0,34.0,4.86,1836.91,62455.0
1993,1,Aguascalientes,1,Riego,Tonelada,Cilantro,6.0,0.0,36.0,6.0,950.0,34200.0
1993,1,Aguascalientes,1,Riego,Tonelada,Col (repollo),85.0,0.0,2858.0,33.62,308.34,881236.0
1993,1,Aguascalientes,1,Riego,Tonelada,Coliflor,196.0,0.0,2303.0,11.75,1096.06,2524226.0
1993,1,Aguascalientes,1,Riego,Tonelada,Espinaca,50.0,0.0,705.0,14.1,900.0,634500.0
1993,1,Aguascalientes,1,Riego,Tonelada,Lechuga,138.0,8.0,1906.0,13.81,381.3,726758.0
1993,1,Aguascalientes,1,Riego,Tonelada,Pepino,2.0,0.0,37.0,18.5,678.38,25100.0
1993,1,Aguascalientes,1,Riego,Tonelada,Rábano,5.0,0.0,31.0,6.2,419.94,13018.0
1993,1,Aguascalientes,1,Riego,Tonelada,Zanahoria,44.0,0.0,496.0,11.27,660.48,327598.0
1993,1,Aguascalientes,1,Riego,Tonelada,Pastos y praderas,1361.0,0.0,77549.0,56.98,83.74,6493953.0
1993,1,Aguascalientes,2,Riego,Tonelada,Avena forrajera en verde,8.0,0.0,199.0,24.88,177.59,35340.0
1993,1,Aguascalientes,2,Riego,Tonelada,Brócoli,301.0,0.0,2763.0,9.18,738.62,2040807.0
1993,1,Aguascalientes,2,Riego,Tonelada,Calabacita,83.0,1.0,1400.0,16.87,1083.07,1516298.0
1993,1,Aguascalientes,2,Riego,Tonelada,Camote,10.0,0.0,154.0,15.4,650.0,100100.0
1993,1,Aguascalientes,2,Riego,Tonelada,Cebolla,81.0,0.0,1575.0,19.44,580.82,914792.0
1993,1,Aguascalientes,2,Riego,Tonelada,Chícharo,17.0,0.0,87.0,5.12,2443.68,212600.0
1993,1,Aguascalientes,2,Riego,Tonelada,Chile verde,1903.0,15.0,13775.0,7.24,1093.07,15057042.0
1993,1,Aguascalientes,2,Riego,Tonelada,Cilantro,5.0,0.0,30.0,6.0,1500.0,45000.0
1993,1,Aguascalientes,2,Riego,Tonelada,Col (repollo),59.0,0.0,3039.0,51.51,290.71,883468.0
1993,1,Aguascalientes,2,Riego,Tonelada,Coliflor,136.0,0.0,1444.0,10.62,1120.5,1618002.0
1993,1,Aguascalientes,2,Riego,Tonelada,Ejote,97.0,0.0,685.0,7.06,956.0,654860.0
1993,1,Aguascalientes,2,Riego,Tonelada,Elote,176.0,0.0,3512.0,19.95,415.4,1458885.0
1993,1,Aguascalientes,2,Riego,Tonelada,Frijol,2388.0,7.0,4242.0,1.78,2868.03,12166183.0
1993,1,Aguascalientes,2,Riego,Tonelada,Lechuga,114.0,0.0,1765.0,15.48,712.75,1258004.0
1993,1,Aguascalientes,2,Riego,Tonelada,Maíz forrajero en verde,9722.0,0.0,435328.0,44.78,90.8,39527782.0
1993,1,Aguascalientes,2,Riego,Tonelada,Maíz grano,13252.0,28.0,57249.0,4.32,734.85,42069428.0
1993,1,Aguascalientes,2,Riego,Tonelada,Papa,737.0,0.0,18136.0,24.61,608.47,11035212.0
1993,1,Aguascalientes,2,Riego,Tonelada,Pepino,7.0,0.0,210.0,30.0,642.86,135001.0
1993,1,Aguascalientes,2,Riego,Tonelada,Rábano,5.0,0.0,35.0,7.0,650.0,22750.0
1993,1,Aguascalientes,2,Riego,Tonelada,Sorgo forrajero en verde,90.0,0.0,2863.0,31.81,72.19,206680.0
1993,1,Aguascalientes,2,Riego,Tonelada,Sorgo grano,335.0,0.0,2296.0,6.85,456.42,1047940.0
1993,1,Aguascalientes,2,Riego,Tonelada,Tomate rojo (jitomate),119.0,0.0,2655.0,22.31,2411.47,6402453.0
1993,1,Aguascalientes,2,Riego,Tonelada,Tomate verde,116.0,0.0,1889.0,16.28,3149.28,5948990.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Avena forrajera en verde,49.0,52.0,595.0,12.14,156.0,92820.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Cebada grano,520.0,0.0,206.0,0.4,650.0,133900.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Frijol,4075.0,10625.0,587.0,0.14,1732.0,1016684.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Maíz forrajero en verde,10377.0,2760.0,85450.0,8.23,68.0,5810600.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Maíz grano,33518.0,31971.0,8748.0,0.26,714.0,6246072.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Sorgo forrajero en verde,305.0,10.0,3965.0,13.0,85.0,337025.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Sorgo grano,0.0,48.0,0.0,0.0,0.0,0.0
1993,1,Aguascalientes,2,Temporal,Tonelada,Trigo grano,40.0,0.0,14.0,0.35,610.0,8540.0
1993,1,Aguascalientes,3,Riego,Tonelada,Aguacate,4.0,0.0,28.0,7.0,1500.0,42000.0
1993,1,Aguascalientes,3,Riego,Tonelada,Alfalfa verde,8566.0,0.0,783662.0,91.49,96.0,75231552.0
1993,1,Aguascalientes,3,Riego,Tonelada,Chabacano,10.0,0.0,69.0,6.9,3530.0,243570.0
1993,1,Aguascalientes,3,Riego,Tonelada,Ciruela,15.0,0.0,120.0,8.0,2668.0,320160.0
