Anio,Idestado,Nomestado,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1990,1,Aguascalientes,1,1,5070000,Ajo,1040.0,0.0,8541.0,8.21,2969.94,25366292.0
1990,1,Aguascalientes,1,1,5270000,Alpiste,29.0,12.0,58.0,2.0,1000.0,58000.0
1990,1,Aguascalientes,1,1,5490000,Avena forrajera en verde,2652.0,0.0,71623.0,27.01,63.78,4567757.0
1990,1,Aguascalientes,1,1,5670000,Brócoli,110.0,0.0,1034.0,9.4,716.57,740929.0
1990,1,Aguascalientes,1,1,5740000,Calabacita,5.0,0.0,43.0,8.6,400.0,17200.0
1990,1,Aguascalientes,1,1,5900000,Cebada forrajera en verde,15.0,0.0,345.0,23.0,60.0,20700.0
1990,1,Aguascalientes,1,1,5920000,Cebada grano,64.0,0.0,226.0,3.53,401.25,90683.0
1990,1,Aguascalientes,1,1,5940000,Cebolla,45.0,0.0,793.0,17.62,273.49,216880.0
1990,1,Aguascalientes,1,1,6070000,Chícharo,12.0,0.0,30.0,2.5,1154.67,34640.0
1990,1,Aguascalientes,1,1,6190000,Cilantro,10.0,0.0,36.0,3.6,1030.56,37100.0
1990,1,Aguascalientes,1,1,6310000,Col (repollo),97.0,0.0,3752.0,38.68,148.81,558350.0
1990,1,Aguascalientes,1,1,6320000,Col de bruselas,65.0,0.0,975.0,15.0,700.0,682500.0
1990,1,Aguascalientes,1,1,6330000,Coliflor,90.0,0.0,1096.0,12.18,630.61,691150.0
1990,1,Aguascalientes,1,1,6540000,Ebo (janamargo o veza),2.0,0.0,60.0,30.0,600.0,36000.0
1990,1,Aguascalientes,1,1,6670000,Espinaca,60.0,0.0,900.0,15.0,700.0,630000.0
1990,1,Aguascalientes,1,1,7330000,Lechuga,129.0,0.0,2004.0,15.53,214.87,430599.0
1990,1,Aguascalientes,1,1,8490000,Rábano,4.0,0.0,25.0,6.25,750.0,18750.0
1990,1,Aguascalientes,1,1,9270000,Zanahoria,45.0,0.0,488.0,10.84,578.32,282220.0
1990,1,Aguascalientes,2,1,5270000,Alpiste,0.0,10.0,0.0,0.0,0.0,0.0
1990,1,Aguascalientes,2,1,5490000,Avena forrajera en verde,52.0,0.0,1514.0,29.12,115.32,174599.0
1990,1,Aguascalientes,2,1,5670000,Brócoli,262.0,0.0,2751.0,10.5,860.18,2366358.0
1990,1,Aguascalientes,2,1,5740000,Calabacita,154.0,0.0,2145.0,13.93,476.01,1021048.0
1990,1,Aguascalientes,2,1,5790000,Camote,24.0,0.0,322.0,13.42,269.88,86900.0
