Anio,Idestado,Nomestado,Idciclo,Idmodalidad,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1981,1,Aguascalientes,2,1,Tomate rojo (jitomate),18.0,0.0,287.0,15.94,8.23,2363.0
1981,1,Aguascalientes,2,1,Tomate verde,42.0,0.0,772.0,18.38,6.0,4632.0
1981,1,Aguascalientes,2,1,Trigo grano,17.0,0.0,68.0,4.0,4.46,303.0
1981,1,Aguascalientes,2,1,Zanahoria,7.0,0.0,40.0,5.71,4.5,180.0
1981,1,Aguascalientes,2,2,Avena forrajera en verde,50.0,0.0,150.0,3.0,0.66,99.0
1981,1,Aguascalientes,2,2,Frijol,4860.0,24593.0,423.0,0.09,13.01,5502.0
1981,1,Aguascalientes,2,2,Maíz forrajero en verde,347.0,0.0,3945.0,11.37,0.49,1945.0
1981,1,Aguascalientes,2,2,Maíz grano,25173.0,70517.0,4187.0,0.17,6.11,25583.0
1981,1,Aguascalientes,2,2,Sorgo forrajero en verde,263.0,0.0,2004.0,7.62,0.7,1403.0
1981,1,Aguascalientes,2,2,Trigo grano,80.0,95.0,24.0,0.3,4.42,106.0
1981,1,Aguascalientes,3,1,Aguacate,51.0,0.0,490.0,9.61,19.17,9392.0
1981,1,Aguascalientes,3,1,Alfalfa verde,4830.0,0.0,293679.0,60.8,0.78,229951.0
1981,1,Aguascalientes,3,1,Chabacano,6.0,0.0,48.0,8.0,25.29,1214.0
1981,1,Aguascalientes,3,1,Durazno,1367.0,0.0,13294.0,9.72,15.2,202016.0
1981,1,Aguascalientes,3,1,Guayaba,6167.0,0.0,122458.0,19.86,4.45,545550.0
1981,1,Aguascalientes,3,1,Membrillo,7.0,0.0,49.0,7.0,5.0,245.0
1981,1,Aguascalientes,3,1,Nuez,30.0,0.0,60.0,2.0,50.0,3000.0
1981,1,Aguascalientes,3,1,Uva,8015.0,0.0,100490.0,12.54,6.92,695439.0
1981,1,Aguascalientes,3,1,Pastos y praderas,513.0,0.0,19534.0,38.08,0.55,10743.0
1981,2,Baja California,1,1,Ajo,267.0,0.0,1753.0,6.57,13.01,22798.0
1981,2,Baja California,1,1,Avena forrajera en verde,741.0,0.0,16373.0,22.1,0.53,8596.0
1981,2,Baja California,1,1,Betabel,5.0,0.0,71.0,14.2,2.61,185.0
1981,2,Baja California,1,1,Brócoli,83.0,0.0,903.0,10.88,9.2,8308.0
1981,2,Baja California,1,1,Calabacita,245.0,28.0,2503.0,10.22,7.03,17596.0
1981,2,Baja California,1,1,Cártamo,2084.0,120.0,4258.0,2.04,6.63,28248.0
1981,2,Baja California,1,1,Cebada forrajera en verde,148.0,1065.0,4064.0,27.46,0.65,2646.0
1981,2,Baja California,1,1,Cebada grano,16815.0,240.0,58599.0,3.48,4.84,283502.0
1981,2,Baja California,1,1,Cebolla,1451.0,76.0,20379.0,14.04,5.47,111555.0
1981,2,Baja California,1,1,Chayote,2.0,0.0,50.0,25.0,6.0,300.0
1981,2,Baja California,1,1,Chícharo,57.0,5.0,180.0,3.16,8.0,1440.0
1981,2,Baja California,1,1,Chile verde,20.0,7.0,148.0,7.4,9.31,1378.0
1981,2,Baja California,1,1,Cilantro,58.0,4.0,377.0,6.5,5.29,1996.0
1981,2,Baja California,1,1,Col (repollo),45.0,10.0,1090.0,24.22,1.96,2141.0
1981,2,Baja California,1,1,Col de bruselas,371.0,8.0,5691.0,15.34,13.0,73983.0
1981,2,Baja California,1,1,Coliflor,89.0,0.0,756.0,8.49,11.5,8694.0
1981,2,Baja California,1,1,Ejote,88.0,1.0,286.0,3.25,10.0,2860.0
1981,2,Baja California,1,1,Espinaca,42.0,0.0,395.0,9.4,4.0,1580.0
1981,2,Baja California,1,1,Frijol,10.0,0.0,18.0,1.8,15.28,275.0
1981,2,Baja California,1,1,Lechuga,370.0,8.0,5633.0,15.22,3.16,17823.0
1981,2,Baja California,1,1,Maíz grano,0.0,12.0,0.0,0.0,0.0,0.0
1981,2,Baja California,1,1,Nabo,36.0,0.0,450.0,12.5,5.5,2475.0
1981,2,Baja California,1,1,Pepino,48.0,0.0,840.0,17.5,4.0,3360.0
1981,2,Baja California,1,1,Perejil,4.0,0.0,34.0,8.5,5.35,182.0
1981,2,Baja California,1,1,Rábano,175.0,1.0,1837.0,10.5,6.5,11941.0
1981,2,Baja California,1,1,Sandía,15.0,4.0,375.0,25.0,3.5,1313.0
1981,2,Baja California,1,1,Sorgo forrajero en verde,2.0,0.0,32.0,16.0,0.38,12.0
1981,2,Baja California,1,1,Tomate rojo (jitomate),285.0,20.0,4793.0,16.82,5.0,23965.0
1981,2,Baja California,1,1,Tomate verde,0.0,3.0,0.0,0.0,0.0,0.0
1981,2,Baja California,1,1,Trigo grano,45922.0,1358.0,205403.0,4.47,4.6,944648.0
1981,2,Baja California,1,1,Zanahoria,32.0,9.0,722.0,22.56,3.75,2708.0
1981,2,Baja California,1,2,Avena forrajera en verde,969.0,391.0,1054.0,1.09,0.5,527.0
1981,2,Baja California,1,2,Cebada grano,6767.0,32493.0,2274.0,0.34,3.38,7675.0
1981,2,Baja California,1,2,Trigo grano,2512.0,14168.0,1248.0,0.5,3.5,4368.0
1981,2,Baja California,2,1,Ajo,3.0,1.0,15.0,5.0,12.0,180.0
1981,2,Baja California,2,1,Ajonjolí,3359.0,55.0,3500.0,1.04,14.41,50449.0
1981,2,Baja California,2,1,Algodón hueso,70014.0,1042.0,218584.0,3.12,7.92,1731183.0
1981,2,Baja California,2,1,Avena forrajera en verde,40.0,0.0,800.0,20.0,0.99,792.0
1981,2,Baja California,2,1,Brócoli,4.0,0.0,45.0,11.25,8.42,379.0
1981,2,Baja California,2,1,Calabacita,95.0,7.0,1314.0,13.83,4.84,6357.0
1981,2,Baja California,2,1,Calabaza,33.0,6.0,502.0,15.21,3.8,1908.0
1981,2,Baja California,2,1,Cebada grano,123.0,35.0,481.0,3.91,4.25,2044.0
1981,2,Baja California,2,1,Cebolla,248.0,13.0,3948.0,15.92,6.89,27190.0
1981,2,Baja California,2,1,Chícharo,8.0,0.0,18.0,2.25,10.0,180.0
1981,2,Baja California,2,1,Chile verde,484.0,15.0,2893.0,5.98,7.89,22836.0
1981,2,Baja California,2,1,Cilantro,35.0,0.0,222.0,6.34,5.5,1221.0
1981,2,Baja California,2,1,Col (repollo),16.0,1.0,396.0,24.75,2.64,1045.0
1981,2,Baja California,2,1,Ejote,20.0,0.0,103.0,5.15,10.0,1030.0
1981,2,Baja California,2,1,Espinaca,8.0,0.0,77.0,9.63,4.51,347.0
1981,2,Baja California,2,1,Frijol,221.0,0.0,266.0,1.2,15.2,4043.0
1981,2,Baja California,2,1,Lechuga,51.0,5.0,1450.0,28.43,5.44,7889.0
1981,2,Baja California,2,1,Maíz grano,2508.0,420.0,6602.0,2.63,6.67,44009.0
1981,2,Baja California,2,1,Melón,1268.0,246.0,10184.0,8.03,3.0,30552.0
1981,2,Baja California,2,1,Papa,1529.0,154.0,39754.0,26.0,12.0,477048.0
1981,2,Baja California,2,1,Pepino,11.0,0.0,138.0,12.55,4.16,574.0
1981,2,Baja California,2,1,Rábano,12.0,0.0,119.0,9.92,7.5,893.0
1981,2,Baja California,2,1,Sandía,647.0,125.0,7408.0,11.45,3.5,25928.0
1981,2,Baja California,2,1,Sorgo forrajero en verde,2782.0,146.0,129922.0,46.7,0.62,80552.0
1981,2,Baja California,2,1,Sorgo grano,809.0,0.0,1780.0,2.2,3.63,6469.0
1981,2,Baja California,2,1,Tomate rojo (jitomate),3514.0,229.0,95382.0,27.14,4.74,452492.0
1981,2,Baja California,2,1,Tomate verde,54.0,1.0,788.0,14.59,7.92,6239.0
1981,2,Baja California,2,1,Trigo grano,86.0,0.0,369.0,4.29,4.49,1655.0
1981,2,Baja California,2,1,Zanahoria,19.0,0.0,468.0,24.63,2.3,1076.0
1981,2,Baja California,3,1,Aceituna,1274.0,0.0,4394.0,3.45,6.9,30305.0
1981,2,Baja California,3,1,Alfalfa verde,15318.0,0.0,979699.0,63.96,0.7,683830.0
1981,2,Baja California,3,1,Algarrobo,10.0,0.0,25.0,2.5,8.6,215.0
1981,2,Baja California,3,1,Almendra,407.0,0.0,1500.0,3.69,80.0,120000.0
1981,2,Baja California,3,1,Chabacano,8.0,0.0,24.0,3.0,10.0,240.0
1981,2,Baja California,3,1,Ciruela,0.0,0.0,0.0,0.0,0.0,0.0
1981,2,Baja California,3,1,Dátil,26.0,0.0,260.0,10.0,21.6,5616.0
1981,2,Baja California,3,1,Durazno,0.0,0.0,0.0,0.0,0.0,0.0
1981,2,Baja California,3,1,Espárrago,1641.0,0.0,5039.0,3.07,18.0,90711.0
1981,2,Baja California,3,1,Higo,17.0,0.0,137.0,8.06,33.68,4614.0
1981,2,Baja California,3,1,Limón,133.0,0.0,2663.0,20.02,8.0,21304.0
1981,2,Baja California,3,1,Mandarina,18.0,0.0,267.0,14.83,5.0,1335.0
1981,2,Baja California,3,1,Manzana,5.0,0.0,5.0,1.0,9.0,45.0
1981,2,Baja California,3,1,Membrillo,0.0,0.0,0.0,0.0,0.0,0.0
1981,2,Baja California,3,1,Naranja,135.0,0.0,2203.0,16.32,8.0,17624.0
1981,2,Baja California,3,1,Nopalitos,14.0,0.0,41.0,2.93,5.0,205.0
1981,2,Baja California,3,1,Nuez,11.0,0.0,6.0,0.55,40.0,240.0
1981,2,Baja California,3,1,Pera,26.0,0.0,169.0,6.5,25.0,4225.0
1981,2,Baja California,3,1,Toronja (pomelo),46.0,0.0,938.0,20.39,8.0,7504.0
1981,2,Baja California,3,1,Uva,2998.0,0.0,22545.0,7.52,6.87,154907.0
1981,2,Baja California,3,2,Aceituna,244.0,0.0,186.0,0.76,7.63,1419.0
1981,2,Baja California,3,2,Algarrobo,60.0,0.0,90.0,1.5,8.0,720.0
1981,2,Baja California,3,2,Uva,1121.0,0.0,1625.0,1.45,6.67,10839.0
1981,3,Baja California Sur,1,1,Algodón hueso,675.0,0.0,2247.0,3.33,9.25,20785.0
1981,3,Baja California Sur,1,1,Calabacita,2.0,16.0,25.0,12.5,9.08,227.0
1981,3,Baja California Sur,1,1,Cártamo,3170.0,3153.0,3213.0,1.01,7.8,25061.0
1981,3,Baja California Sur,1,1,Cebolla,130.0,0.0,2893.0,22.25,15.58,45083.0
1981,3,Baja California Sur,1,1,Chile verde,272.0,46.0,3402.0,12.51,5.35,18201.0
1981,3,Baja California Sur,1,1,Ejote,4.0,0.0,48.0,12.0,40.0,1920.0
1981,3,Baja California Sur,1,1,Frijol,202.0,32.0,166.0,0.82,17.32,2875.0
1981,3,Baja California Sur,1,1,Garbanzo grano,1376.0,2.0,1467.0,1.07,14.99,21987.0
1981,3,Baja California Sur,1,1,Maíz forrajero en verde,219.0,0.0,2647.0,12.09,0.87,2316.0
1981,3,Baja California Sur,1,1,Maíz grano,599.0,306.0,867.0,1.45,5.54,4803.0
1981,3,Baja California Sur,1,1,Papa,61.0,0.0,854.0,14.0,7.0,5978.0
1981,3,Baja California Sur,1,1,Pepino,22.0,0.0,442.0,20.09,21.0,9282.0
1981,3,Baja California Sur,1,1,Sandía,0.0,2.0,0.0,0.0,0.0,0.0
1981,3,Baja California Sur,1,1,Sorgo forrajero en verde,67.0,11.0,2592.0,38.69,0.86,2221.0
1981,3,Baja California Sur,1,1,Sorgo grano,239.0,0.0,1194.0,5.0,3.2,3821.0
1981,3,Baja California Sur,1,1,Tomate rojo (jitomate),55.0,30.0,783.0,14.24,10.61,8309.0
1981,3,Baja California Sur,1,1,Trigo grano,25300.0,170.0,121373.0,4.8,4.6,558316.0
1981,3,Baja California Sur,2,1,Ajonjolí,22.0,0.0,20.0,0.91,17.0,340.0
1981,3,Baja California Sur,2,1,Algodón hueso,15851.0,527.0,51484.0,3.25,9.5,489098.0
1981,3,Baja California Sur,2,1,Cebolla,5.0,0.0,92.0,18.4,6.87,632.0
1981,3,Baja California Sur,2,1,Chile verde,101.0,3.0,1318.0,13.05,11.93,15726.0
1981,3,Baja California Sur,2,1,Frijol,4324.0,449.0,5167.0,1.19,16.1,83204.0
1981,3,Baja California Sur,2,1,Maíz forrajero en verde,101.0,6.0,1387.0,13.73,0.83,1151.0
1981,3,Baja California Sur,2,1,Maíz grano,631.0,76.0,1733.0,2.75,6.33,10975.0
1981,3,Baja California Sur,2,1,Melón,13.0,7.0,176.0,13.54,4.18,736.0
1981,3,Baja California Sur,2,1,Papa,72.0,0.0,654.0,9.08,7.1,4644.0
1981,3,Baja California Sur,2,1,Pepino,1.0,15.0,8.0,8.0,7.0,56.0
1981,3,Baja California Sur,2,1,Sandía,25.0,6.0,250.0,10.0,4.7,1175.0
1981,3,Baja California Sur,2,1,Sorgo escobero,10.0,0.0,18.0,1.8,11.11,200.0
1981,3,Baja California Sur,2,1,Sorgo forrajero en verde,66.0,12.0,2656.0,40.24,0.98,2601.0
1981,3,Baja California Sur,2,1,Sorgo grano,9984.0,357.0,42683.0,4.28,3.93,167744.0
1981,3,Baja California Sur,2,1,Soya,37.0,0.0,37.0,1.0,10.81,400.0
1981,3,Baja California Sur,2,1,Tomate rojo (jitomate),269.0,26.0,5240.0,19.48,11.03,57787.0
1981,3,Baja California Sur,3,1,Aceituna,351.0,0.0,231.0,0.66,13.71,3168.0
1981,3,Baja California Sur,3,1,Aguacate,217.0,0.0,315.0,1.45,16.07,5062.0
1981,3,Baja California Sur,3,1,Alfalfa verde,1952.0,0.0,113343.0,58.07,0.5,57167.0
1981,3,Baja California Sur,3,1,Dátil,317.0,0.0,526.0,1.66,21.46,11290.0
1981,3,Baja California Sur,3,1,Guayaba,9.0,0.0,9.0,1.0,4.67,42.0
1981,3,Baja California Sur,3,1,Higo,245.0,0.0,296.0,1.21,20.09,5948.0
1981,3,Baja California Sur,3,1,Mango,492.0,0.0,1753.0,3.56,6.9,12090.0
1981,3,Baja California Sur,3,1,Naranja,280.0,0.0,2579.0,9.21,4.01,10342.0
1981,3,Baja California Sur,3,1,Uva,873.0,0.0,2711.0,3.11,8.09,21932.0
1981,4,Campeche,1,1,Chile verde,10.0,1.0,65.0,6.5,12.0,780.0
1981,4,Campeche,1,1,Frijol,119.0,16.0,115.0,0.97,20.0,2300.0
1981,4,Campeche,1,1,Maíz grano,179.0,5.0,422.0,2.36,6.03,2545.0
1981,4,Campeche,1,1,Melón,2.0,2.0,16.0,8.0,4.0,64.0
1981,4,Campeche,1,1,Sandía,173.0,0.0,3538.0,20.45,4.5,15921.0
1981,4,Campeche,1,1,Sorgo grano,145.0,0.0,176.0,1.21,3.5,616.0
1981,4,Campeche,1,1,Soya,15.0,2.0,15.0,1.0,8.53,128.0
1981,4,Campeche,1,1,Tomate rojo (jitomate),78.0,3.0,1141.0,14.63,6.0,6846.0
1981,4,Campeche,1,2,Frijol,2514.0,507.0,1452.0,0.58,20.04,29094.0
1981,4,Campeche,1,2,Maíz grano,143.0,20.0,110.0,0.77,5.81,639.0
1981,4,Campeche,2,1,Arroz palay,254.0,276.0,398.0,1.57,6.51,2590.0
1981,4,Campeche,2,1,Chile verde,11.0,91.0,116.0,10.55,15.85,1839.0
1981,4,Campeche,2,1,Frijol,16.0,1.0,20.0,1.25,20.55,411.0
1981,4,Campeche,2,1,Maíz grano,419.0,110.0,1257.0,3.0,6.55,8235.0
1981,4,Campeche,2,1,Melón,12.0,2.0,122.0,10.17,10.0,1220.0
1981,4,Campeche,2,1,Sandía,81.0,1.0,1282.0,15.83,5.0,6410.0
1981,4,Campeche,2,1,Sorgo grano,8.0,0.0,32.0,4.0,3.94,126.0
1981,4,Campeche,2,1,Soya,30.0,7.0,54.0,1.8,10.87,587.0
1981,4,Campeche,2,1,Tomate rojo (jitomate),31.0,3.0,350.0,11.29,9.37,3278.0
1981,4,Campeche,2,2,Arroz palay,37473.0,10742.0,83857.0,2.24,6.5,545071.0
1981,4,Campeche,2,2,Cacahuate,46.0,30.0,12.0,0.26,10.0,120.0
1981,4,Campeche,2,2,Calabaza semilla o chihua,817.0,290.0,526.0,0.64,18.0,9468.0
1981,4,Campeche,2,2,Chile verde,15.0,0.0,50.0,3.33,5.2,260.0
1981,4,Campeche,2,2,Frijol,518.0,873.0,213.0,0.41,19.98,4256.0
1981,4,Campeche,2,2,Maíz grano,42472.0,8170.0,49010.0,1.15,6.55,321016.0
1981,4,Campeche,2,2,Sorgo grano,202.0,25.0,300.0,1.49,3.93,1179.0
1981,4,Campeche,2,2,Soya,430.0,200.0,854.0,1.99,10.8,9223.0
1981,4,Campeche,2,2,Yuca alimenticia,30.0,0.0,270.0,9.0,3.24,874.0
1981,4,Campeche,3,1,Caña de azúcar,4407.0,0.0,242498.0,55.03,0.52,126584.0
1981,4,Campeche,3,1,Mango,229.0,0.0,2405.0,10.5,6.0,14430.0
1981,4,Campeche,3,1,Tamarindo,6.0,0.0,33.0,5.5,3.52,116.0
1981,4,Campeche,3,1,Zapote,9.0,0.0,36.0,4.0,8.0,288.0
1981,4,Campeche,3,2,Aguacate,264.0,0.0,2112.0,8.0,6.0,12672.0
1981,4,Campeche,3,2,Anona,72.0,0.0,495.0,6.88,4.0,1980.0
1981,4,Campeche,3,2,Caimito,80.0,0.0,132.0,1.65,8.86,1170.0
1981,4,Campeche,3,2,Caña de azúcar,3177.0,0.0,107124.0,33.72,0.52,55919.0
1981,4,Campeche,3,2,Chirimoya,405.0,0.0,1270.0,3.14,2.3,2921.0
1981,4,Campeche,3,2,Ciruela,361.0,0.0,1125.0,3.12,2.0,2250.0
1981,4,Campeche,3,2,Copra,5166.0,0.0,4957.0,0.96,14.0,69398.0
1981,4,Campeche,3,2,Granada,3.0,0.0,22.0,7.33,4.0,88.0
1981,4,Campeche,3,2,Guanábana,96.0,0.0,584.0,6.08,12.0,7008.0
1981,4,Campeche,3,2,Guayaba,73.0,0.0,254.0,3.48,2.24,569.0
1981,4,Campeche,3,2,Lima,8.0,0.0,84.0,10.5,3.5,294.0
1981,4,Campeche,3,2,Limón,121.0,0.0,1240.0,10.25,6.0,7440.0
1981,4,Campeche,3,2,Mamey,36.0,0.0,262.0,7.28,13.0,3406.0
1981,4,Campeche,3,2,Mandarina,30.0,0.0,404.0,13.47,3.5,1414.0
1981,4,Campeche,3,2,Mango,872.0,0.0,10464.0,12.0,6.0,62784.0
1981,4,Campeche,3,2,Marañón,251.0,0.0,290.0,1.16,8.0,2320.0
1981,4,Campeche,3,2,Nanche,218.0,0.0,1589.0,7.29,3.0,4767.0
1981,4,Campeche,3,2,Naranja,335.0,0.0,5381.0,16.06,4.0,21524.0
1981,4,Campeche,3,2,Papaya,150.0,0.0,4585.0,30.57,2.78,12755.0
1981,4,Campeche,3,2,Plátano,54.0,0.0,1083.0,20.06,3.5,3791.0
1981,4,Campeche,3,2,Tamarindo,60.0,0.0,268.0,4.47,3.5,938.0
1981,4,Campeche,3,2,Toronja (pomelo),15.0,0.0,180.0,12.0,3.7,666.0
1981,4,Campeche,3,2,Zapote,184.0,0.0,874.0,4.75,7.93,6929.0
1981,5,Coahuila,1,1,Ajo,20.0,0.0,242.0,12.1,18.0,4356.0
1981,5,Coahuila,1,1,Alpiste,1082.0,9.0,948.0,0.88,15.69,14873.0
1981,5,Coahuila,1,1,Avena forrajera en verde,11582.0,2110.0,390183.0,33.69,0.49,191190.0
1981,5,Coahuila,1,1,Avena grano,490.0,12.0,1039.0,2.12,7.0,7268.0
1981,5,Coahuila,1,1,Cártamo,4771.0,0.0,8384.0,1.76,8.0,67072.0
1981,5,Coahuila,1,1,Cebada forrajera en verde,604.0,912.0,7843.0,12.99,0.68,5372.0
1981,5,Coahuila,1,1,Cebada grano,1784.0,0.0,3864.0,2.17,5.08,19629.0
1981,5,Coahuila,1,1,Cebolla,49.0,0.0,1130.0,23.06,4.0,4520.0
1981,5,Coahuila,1,1,Cilantro,52.0,0.0,580.0,11.15,11.38,6600.0
1981,5,Coahuila,1,1,Col (repollo),14.0,0.0,431.0,30.79,0.42,182.0
1981,5,Coahuila,1,1,Lechuga,12.0,0.0,264.0,22.0,3.3,871.0
1981,5,Coahuila,1,1,Trigo forrajero verde,202.0,0.0,608.0,3.01,0.88,537.0
1981,5,Coahuila,1,1,Trigo grano,16988.0,3588.0,34989.0,2.06,4.42,154686.0
1981,5,Coahuila,1,1,Zanahoria,31.0,2.0,750.0,24.19,9.0,6750.0
1981,5,Coahuila,1,2,Avena forrajera en verde,1735.0,65.0,18949.0,10.92,0.55,10498.0
1981,5,Coahuila,1,2,Avena grano,279.0,0.0,227.0,0.81,5.52,1253.0
1981,5,Coahuila,1,2,Cebada forrajera en verde,739.0,18.0,2892.0,3.91,0.62,1799.0
1981,5,Coahuila,1,2,Cebada grano,589.0,252.0,444.0,0.75,4.97,2206.0
1981,5,Coahuila,1,2,Trigo grano,16291.0,4758.0,13281.0,0.82,4.39,58264.0
1981,5,Coahuila,2,1,Algodón hueso,38703.0,2903.0,118780.0,3.07,8.99,1067828.0
1981,5,Coahuila,2,1,Avena forrajera en verde,674.0,0.0,7488.0,11.11,1.01,7541.0
1981,5,Coahuila,2,1,Calabacita,8.0,0.0,16.0,2.0,5.38,86.0
1981,5,Coahuila,2,1,Camote,5.0,0.0,58.0,11.6,9.45,548.0
1981,5,Coahuila,2,1,Cebada forrajera en verde,491.0,0.0,4982.0,10.15,0.86,4270.0
1981,5,Coahuila,2,1,Cebolla,13.0,0.0,55.0,4.23,5.67,312.0
1981,5,Coahuila,2,1,Chile verde,120.0,0.0,1111.0,9.26,21.59,23988.0
1981,5,Coahuila,2,1,Cilantro,24.0,0.0,216.0,9.0,5.72,1235.0
1981,5,Coahuila,2,1,Col (repollo),15.0,9.0,20.0,1.33,3.0,60.0
1981,5,Coahuila,2,1,Frijol,4684.0,180.0,4720.0,1.01,16.93,79886.0
1981,5,Coahuila,2,1,Lechuga,6.0,0.0,17.0,2.83,6.12,104.0
1981,5,Coahuila,2,1,Maíz forrajero en verde,5021.0,62.0,210705.0,41.96,0.49,102192.0
1981,5,Coahuila,2,1,Maíz grano,20196.0,777.0,43947.0,2.18,6.35,279151.0
1981,5,Coahuila,2,1,Melón,2272.0,10.0,52962.0,23.31,3.64,192940.0
1981,5,Coahuila,2,1,Papa,1055.0,89.0,33120.0,31.39,18.07,598379.0
1981,5,Coahuila,2,1,Sandía,1144.0,0.0,28972.0,25.33,2.69,77790.0
1981,5,Coahuila,2,1,Sorgo escobero,2513.0,16.0,10056.0,4.0,4.72,47474.0
1981,5,Coahuila,2,1,Sorgo forrajero en verde,7321.0,43.0,194559.0,26.58,0.57,110899.0
1981,5,Coahuila,2,1,Sorgo grano,9443.0,1062.0,24257.0,2.57,3.96,96082.0
1981,5,Coahuila,2,1,Tomate rojo (jitomate),102.0,10.0,1966.0,19.27,8.35,16410.0
1981,5,Coahuila,2,1,Zanahoria,10.0,0.0,5.0,0.5,9.0,45.0
1981,5,Coahuila,2,2,Avena forrajera en verde,30.0,0.0,180.0,6.0,0.6,108.0
1981,5,Coahuila,2,2,Cebada grano,170.0,0.0,102.0,0.6,4.47,456.0
1981,5,Coahuila,2,2,Frijol,7086.0,5802.0,3022.0,0.43,14.6,44136.0
1981,5,Coahuila,2,2,Maíz grano,23601.0,16243.0,17065.0,0.72,6.01,102492.0
1981,5,Coahuila,2,2,Sandía,24.0,0.0,372.0,15.5,2.72,1011.0
1981,5,Coahuila,2,2,Sorgo escobero,273.0,26.0,312.0,1.14,11.78,3676.0
1981,5,Coahuila,2,2,Sorgo forrajero en verde,1621.0,7.0,24578.0,15.16,0.53,13125.0
1981,5,Coahuila,2,2,Sorgo grano,1886.0,683.0,3027.0,1.6,3.93,11905.0
1981,5,Coahuila,3,1,Alfalfa verde,14260.0,0.0,1055712.0,74.03,0.53,563750.0
1981,5,Coahuila,3,1,Chabacano,32.0,0.0,50.0,1.56,5.48,274.0
1981,5,Coahuila,3,1,Ciruela,23.0,0.0,86.0,3.74,8.05,692.0
1981,5,Coahuila,3,1,Dátil,43.0,0.0,128.0,2.98,18.66,2388.0
1981,5,Coahuila,3,1,Durazno,264.0,0.0,1516.0,5.74,7.34,11124.0
1981,5,Coahuila,3,1,Granada,36.0,0.0,393.0,10.92,5.22,2053.0
1981,5,Coahuila,3,1,Manzana,4713.0,0.0,32463.0,6.89,9.42,305801.0
1981,5,Coahuila,3,1,Membrillo,46.0,0.0,311.0,6.76,4.74,1474.0
