Anio,Idestado,Nomestado,Idciclo,Idmodalidad,Idcultivo,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1984,1,Aguascalientes,1,1,5070000,Ajo,1064.0,0.0,10629.0,9.99,41.45,440540.0
1984,1,Aguascalientes,1,1,5270000,Alpiste,106.0,0.0,105.0,0.99,41.8,4389.0
1984,1,Aguascalientes,1,1,5490000,Avena forrajera en verde,1818.0,12.0,40323.0,22.18,2.0,80565.0
1984,1,Aguascalientes,1,1,5670000,Brócoli,27.0,0.0,254.0,9.41,21.84,5548.0
1984,1,Aguascalientes,1,1,5740000,Calabacita,1.0,2.0,30.0,30.0,12.0,360.0
1984,1,Aguascalientes,1,1,5900000,Cebada forrajera en verde,58.0,0.0,1740.0,30.0,2.0,3480.0
1984,1,Aguascalientes,1,1,5920000,Cebada grano,72.0,0.0,122.0,1.69,25.0,3050.0
1984,1,Aguascalientes,1,1,5940000,Cebolla,3.0,0.0,32.0,10.67,37.5,1200.0
1984,1,Aguascalientes,1,1,6190000,Cilantro,3.0,0.0,23.0,7.67,12.52,288.0
1984,1,Aguascalientes,1,1,6310000,Col (repollo),135.0,0.0,3610.0,26.74,9.74,35161.0
1984,1,Aguascalientes,1,1,6320000,Col de bruselas,102.0,0.0,1326.0,13.0,18.0,23868.0
1984,1,Aguascalientes,1,1,6330000,Coliflor,125.0,0.0,1263.0,10.1,25.35,32013.0
1984,1,Aguascalientes,1,1,7330000,Lechuga,11.0,0.0,198.0,18.0,5.0,990.0
1984,1,Aguascalientes,1,1,8790000,Sorgo forrajero en verde,10.0,0.0,150.0,15.0,2.0,300.0
1984,1,Aguascalientes,1,1,9050000,Trigo grano,65.0,0.0,260.0,4.0,20.0,5200.0
1984,1,Aguascalientes,1,1,9270000,Zanahoria,14.0,0.0,560.0,40.0,12.0,6720.0
1984,1,Aguascalientes,2,1,5270000,Alpiste,28.0,2.0,27.0,0.96,74.37,2008.0
1984,1,Aguascalientes,2,1,5490000,Avena forrajera en verde,42.0,0.0,1159.0,27.6,2.04,2370.0
1984,1,Aguascalientes,2,1,5670000,Brócoli,126.0,0.0,1182.0,9.38,47.87,56578.0
1984,1,Aguascalientes,2,1,5740000,Calabacita,198.0,0.0,3440.0,17.37,17.87,61487.0
1984,1,Aguascalientes,2,1,5940000,Cebolla,74.0,0.0,1157.0,15.64,12.73,14725.0
1984,1,Aguascalientes,2,1,6070000,Chícharo,2.0,0.0,4.0,2.0,40.0,160.0
1984,1,Aguascalientes,2,1,6120000,Chile verde,1117.0,11.0,8512.0,7.62,71.88,611823.0
1984,1,Aguascalientes,2,1,6190000,Cilantro,3.0,0.0,3.0,1.0,30.0,90.0
1984,1,Aguascalientes,2,1,6310000,Col (repollo),342.0,0.0,10852.0,31.73,2.08,22561.0
1984,1,Aguascalientes,2,1,6320000,Col de bruselas,72.0,0.0,1080.0,15.0,40.0,43200.0
1984,1,Aguascalientes,2,1,6330000,Coliflor,40.0,0.0,488.0,12.2,19.87,9698.0
1984,1,Aguascalientes,2,1,6600000,Ejote,11.0,0.0,116.0,10.55,5.43,630.0
1984,1,Aguascalientes,2,1,6610000,Elote,83.0,1.0,1139.0,13.72,14.14,16103.0
1984,1,Aguascalientes,2,1,6840000,Frijol,2390.0,56.0,4002.0,1.67,44.94,179854.0
1984,1,Aguascalientes,2,1,7330000,Lechuga,36.0,0.0,635.0,17.64,22.79,14472.0
1984,1,Aguascalientes,2,1,7470000,Maíz forrajero en verde,2009.0,0.0,82733.0,41.18,2.6,214940.0
1984,1,Aguascalientes,2,1,7490000,Maíz grano,10391.0,32.0,39738.0,3.82,30.75,1221904.0
1984,1,Aguascalientes,2,1,8100000,Papa,221.0,6.0,5569.0,25.2,36.69,204349.0
1984,1,Aguascalientes,2,1,8210000,Pepino,38.0,1.0,901.0,23.71,26.23,23629.0
1984,1,Aguascalientes,2,1,8790000,Sorgo forrajero en verde,23.0,0.0,575.0,25.0,3.0,1725.0
1984,1,Aguascalientes,2,1,8810000,Sorgo grano,620.0,2.0,2933.0,4.73,26.04,76367.0
1984,1,Aguascalientes,2,1,8970000,Tomate rojo (jitomate),26.0,8.0,270.0,10.38,58.89,15900.0
1984,1,Aguascalientes,2,1,8980000,Tomate verde,51.0,0.0,675.0,13.24,49.23,33233.0
1984,1,Aguascalientes,2,1,9050000,Trigo grano,8.0,0.0,4.0,0.5,26.25,105.0
1984,1,Aguascalientes,2,1,9270000,Zanahoria,29.0,0.0,545.0,18.79,15.33,8355.0
1984,1,Aguascalientes,2,2,5490000,Avena forrajera en verde,135.0,50.0,1454.0,10.77,2.52,3668.0
1984,1,Aguascalientes,2,2,5900000,Cebada forrajera en verde,10.0,35.0,100.0,10.0,2.5,250.0
1984,1,Aguascalientes,2,2,6840000,Frijol,8853.0,12058.0,1097.0,0.12,48.2,52876.0
1984,1,Aguascalientes,2,2,7470000,Maíz forrajero en verde,1455.0,0.0,11450.0,7.87,2.81,32140.0
1984,1,Aguascalientes,2,2,7490000,Maíz grano,40359.0,47345.0,11598.0,0.29,31.25,362414.0
1984,1,Aguascalientes,2,2,8790000,Sorgo forrajero en verde,426.0,90.0,3454.0,8.11,4.8,16579.0
1984,1,Aguascalientes,2,2,8810000,Sorgo grano,3.0,3.0,1.0,0.33,25.0,25.0
1984,1,Aguascalientes,3,1,5060000,Aguacate,8.0,0.0,24.0,3.0,70.0,1680.0
1984,1,Aguascalientes,3,1,5170000,Alfalfa verde,5374.0,0.0,331952.0,61.77,2.5,829880.0
1984,1,Aguascalientes,3,1,6020000,Chabacano,6.0,0.0,36.0,6.0,60.0,2160.0
1984,1,Aguascalientes,3,1,6220000,Ciruela,7.0,0.0,51.0,7.29,66.67,3400.0
1984,1,Aguascalientes,3,1,6530000,Durazno,1379.0,0.0,11523.0,8.36,70.94,817396.0
1984,1,Aguascalientes,3,1,7060000,Guayaba,6299.0,0.0,112952.0,17.93,18.37,2074928.0
1984,1,Aguascalientes,3,1,7690000,Membrillo,7.0,0.0,70.0,10.0,40.0,2800.0
1984,1,Aguascalientes,3,1,7960000,Nuez,120.0,0.0,110.0,0.92,276.08,30369.0
1984,1,Aguascalientes,3,1,8260000,Persimonio,2.0,0.0,4.0,2.0,100.0,400.0
1984,1,Aguascalientes,3,1,9130000,Uva,8688.0,0.0,106354.0,12.24,24.43,2598228.0
1984,1,Aguascalientes,3,1,15050000,Pastos y praderas,301.0,0.0,13630.0,45.28,2.39,32575.0
1984,2,Baja California,1,1,5010000,Acelga,13.0,0.0,133.0,10.23,48.0,6384.0
1984,2,Baja California,1,1,5070000,Ajo,185.0,3.0,1456.0,7.87,68.91,100336.0
1984,2,Baja California,1,1,5370000,Apio,4.0,0.0,72.0,18.0,30.0,2160.0
1984,2,Baja California,1,1,5490000,Avena forrajera en verde,700.0,662.0,16358.0,23.37,1.93,31555.0
1984,2,Baja California,1,1,5640000,Betabel,3.0,0.0,34.0,11.33,48.0,1632.0
1984,2,Baja California,1,1,5670000,Brócoli,147.0,2.0,1183.0,8.05,68.14,80605.0
1984,2,Baja California,1,1,5740000,Calabacita,759.0,218.0,7097.0,9.35,30.54,216764.0
1984,2,Baja California,1,1,5760000,Calabaza,34.0,0.0,531.0,15.62,23.14,12285.0
1984,2,Baja California,1,1,5870000,Cártamo,2155.0,38.0,4554.0,2.11,33.25,151421.0
1984,2,Baja California,1,1,5900000,Cebada forrajera en verde,1051.0,726.0,28480.0,27.1,2.14,60919.0
1984,2,Baja California,1,1,5920000,Cebada grano,8767.0,934.0,29127.0,3.32,23.33,679416.0
1984,2,Baja California,1,1,5940000,Cebolla,1398.0,26.0,25718.0,18.4,63.24,1626424.0
1984,2,Baja California,1,1,6070000,Chícharo,183.0,30.0,1133.0,6.19,61.01,69119.0
1984,2,Baja California,1,1,6120000,Chile verde,51.0,0.0,101.0,1.98,60.0,6060.0
1984,2,Baja California,1,1,6190000,Cilantro,100.0,0.0,1314.0,13.14,61.2,80413.0
1984,2,Baja California,1,1,6310000,Col (repollo),80.0,14.0,2123.0,26.54,16.78,35632.0
1984,2,Baja California,1,1,6320000,Col de bruselas,393.0,154.0,5195.0,13.22,81.88,425367.0
1984,2,Baja California,1,1,6330000,Coliflor,10.0,14.0,5.0,0.5,87.4,437.0
1984,2,Baja California,1,1,6600000,Ejote,24.0,10.0,74.0,3.08,80.23,5937.0
1984,2,Baja California,1,1,6670000,Espinaca,11.0,0.0,96.0,8.73,50.0,4800.0
1984,2,Baja California,1,1,6840000,Frijol,3.0,0.0,3.0,1.0,45.33,136.0
1984,2,Baja California,1,1,7100000,Haba grano,18.0,1.0,88.0,4.89,17.1,1505.0
1984,2,Baja California,1,1,7330000,Lechuga,619.0,42.0,13515.0,21.83,25.76,348079.0
1984,2,Baja California,1,1,7490000,Maíz grano,2.0,8.0,6.0,3.0,18.0,108.0
1984,2,Baja California,1,1,7670000,Melón,29.0,0.0,431.0,14.86,23.0,9913.0
1984,2,Baja California,1,1,7780000,Nabo,2.0,0.0,21.0,10.5,48.0,1008.0
1984,2,Baja California,1,1,8100000,Papa,11.0,0.0,92.0,8.36,49.85,4586.0
1984,2,Baja California,1,1,8210000,Pepino,37.0,30.0,296.0,8.0,18.71,5538.0
1984,2,Baja California,1,1,8240000,Perejil,13.0,0.0,160.0,12.31,72.5,11600.0
1984,2,Baja California,1,1,8490000,Rábano,311.0,2.0,4665.0,15.0,79.81,372300.0
1984,2,Baja California,1,1,8540000,Remolacha forrajera,543.0,0.0,30669.0,56.48,2.5,76673.0
1984,2,Baja California,1,1,8710000,Sandía,102.0,0.0,3060.0,30.0,15.0,45900.0
1984,2,Baja California,1,1,8970000,Tomate rojo (jitomate),696.0,3.0,17592.0,25.28,109.79,1931426.0
1984,2,Baja California,1,1,8980000,Tomate verde,22.0,9.0,312.0,14.18,48.55,15148.0
1984,2,Baja California,1,1,9050000,Trigo grano,81703.0,4277.0,388873.0,4.76,23.28,9053352.0
1984,2,Baja California,1,1,9270000,Zanahoria,81.0,12.0,1558.0,19.23,28.43,44289.0
1984,2,Baja California,1,2,5490000,Avena forrajera en verde,1050.0,709.0,1309.0,1.25,0.5,655.0
1984,2,Baja California,1,2,5900000,Cebada forrajera en verde,1527.0,5814.0,2938.0,1.92,0.5,1469.0
1984,2,Baja California,2,1,5070000,Ajo,4.0,0.0,1.0,0.25,49.0,49.0
1984,2,Baja California,2,1,5080000,Ajonjolí,10514.0,247.0,10493.0,1.0,104.0,1091272.0
1984,2,Baja California,2,1,5190000,Algodón hueso,64852.0,1367.0,256165.0,3.95,36.97,9470435.0
1984,2,Baja California,2,1,5370000,Apio,3.0,0.0,79.0,26.33,123.37,9746.0
1984,2,Baja California,2,1,5670000,Brócoli,29.0,2.0,245.0,8.45,87.43,21420.0
1984,2,Baja California,2,1,5740000,Calabacita,303.0,46.0,3611.0,11.92,37.42,135120.0
1984,2,Baja California,2,1,5760000,Calabaza,145.0,0.0,2296.0,15.83,68.29,156792.0
1984,2,Baja California,2,1,5900000,Cebada forrajera en verde,41.0,16.0,412.0,10.05,3.8,1566.0
1984,2,Baja California,2,1,5920000,Cebada grano,48.0,109.0,132.0,2.75,24.87,3283.0
1984,2,Baja California,2,1,5940000,Cebolla,502.0,20.0,7953.0,15.84,71.15,565848.0
1984,2,Baja California,2,1,6070000,Chícharo,19.0,5.0,63.0,3.32,158.71,9999.0
1984,2,Baja California,2,1,6120000,Chile verde,919.0,51.0,9543.0,10.38,68.13,650176.0
1984,2,Baja California,2,1,6190000,Cilantro,95.0,0.0,1031.0,10.85,116.0,119595.0
1984,2,Baja California,2,1,6310000,Col (repollo),98.0,3.0,2216.0,22.61,16.73,37069.0
1984,2,Baja California,2,1,6330000,Coliflor,2.0,0.0,10.0,5.0,83.0,830.0
1984,2,Baja California,2,1,6600000,Ejote,36.0,3.0,183.0,5.08,115.6,21155.0
1984,2,Baja California,2,1,6610000,Elote,91.0,0.0,556.0,6.11,79.67,44296.0
1984,2,Baja California,2,1,6840000,Frijol,198.0,26.0,148.0,0.75,45.51,6735.0
1984,2,Baja California,2,1,7330000,Lechuga,156.0,31.0,2388.0,15.31,35.87,85665.0
1984,2,Baja California,2,1,7470000,Maíz forrajero en verde,1419.0,0.0,33145.0,23.36,5.08,168310.0
1984,2,Baja California,2,1,7490000,Maíz grano,2332.0,470.0,6179.0,2.65,30.42,187990.0
1984,2,Baja California,2,1,7670000,Melón,1035.0,5.0,15525.0,15.0,65.0,1009125.0
1984,2,Baja California,2,1,8100000,Papa,1897.0,110.0,45737.0,24.11,39.48,1805560.0
1984,2,Baja California,2,1,8210000,Pepino,22.0,8.0,224.0,10.18,47.74,10693.0
1984,2,Baja California,2,1,8490000,Rábano,19.0,1.0,238.0,12.53,67.48,16061.0
1984,2,Baja California,2,1,8710000,Sandía,595.0,63.0,13159.0,22.12,29.45,387546.0
1984,2,Baja California,2,1,8770000,Sorgo escobero,302.0,0.0,1281.0,4.24,50.0,64050.0
1984,2,Baja California,2,1,8790000,Sorgo forrajero en verde,7253.0,11.0,308685.0,42.56,6.39,1971571.0
1984,2,Baja California,2,1,8810000,Sorgo grano,1265.0,151.0,3730.0,2.95,25.48,95044.0
1984,2,Baja California,2,1,8970000,Tomate rojo (jitomate),3515.0,60.0,113051.0,32.16,55.63,6289255.0
1984,2,Baja California,2,1,8980000,Tomate verde,72.0,5.0,691.0,9.6,57.18,39513.0
1984,2,Baja California,2,1,9050000,Trigo grano,166.0,295.0,457.0,2.75,22.56,10308.0
1984,2,Baja California,3,1,5000000,Aceituna,2308.0,0.0,6608.0,2.86,33.76,223113.0
1984,2,Baja California,3,1,5170000,Alfalfa verde,16397.0,0.0,1036602.0,63.22,3.58,3709999.0
1984,2,Baja California,3,1,5180000,Algarrobo,20.0,0.0,40.0,2.0,40.0,1600.0
1984,2,Baja California,3,1,5260000,Almendra,7.0,0.0,2.0,0.29,300.0,600.0
1984,2,Baja California,3,1,6020000,Chabacano,20.0,0.0,131.0,6.55,37.15,4866.0
1984,2,Baja California,3,1,6490000,Dátil,35.0,0.0,228.0,6.51,120.0,27360.0
1984,2,Baja California,3,1,6530000,Durazno,5.0,0.0,57.0,11.4,34.39,1960.0
1984,2,Baja California,3,1,6650000,Espárrago,2044.0,0.0,6540.0,3.2,455.14,2976606.0
1984,2,Baja California,3,1,7150000,Higo,11.0,0.0,50.0,4.55,70.0,3500.0
1984,2,Baja California,3,1,7390000,Limón,146.0,0.0,2638.0,18.07,16.9,44593.0
1984,2,Baja California,3,1,7550000,Mandarina,18.0,0.0,248.0,13.78,18.39,4560.0
1984,2,Baja California,3,1,7690000,Membrillo,4.0,0.0,80.0,20.0,60.0,4800.0
1984,2,Baja California,3,1,7850000,Naranja,142.0,0.0,2586.0,18.21,22.16,57316.0
1984,2,Baja California,3,1,7920000,Nopalitos,56.0,0.0,1400.0,25.0,20.0,28000.0
1984,2,Baja California,3,1,7960000,Nuez,31.0,0.0,50.0,1.61,421.96,21098.0
1984,2,Baja California,3,1,8230000,Pera,5.0,0.0,30.0,6.0,33.1,993.0
1984,2,Baja California,3,1,8330000,Pistache,6.0,0.0,2.0,0.33,340.0,680.0
1984,2,Baja California,3,1,9000000,Toronja (pomelo),46.0,0.0,1150.0,25.0,15.0,17250.0
1984,2,Baja California,3,1,9130000,Uva,6039.0,0.0,36261.0,6.0,29.66,1075574.0
1984,2,Baja California,3,2,5000000,Aceituna,587.0,0.0,630.0,1.07,32.8,20667.0
1984,2,Baja California,3,2,5180000,Algarrobo,50.0,0.0,105.0,2.1,30.0,3150.0
1984,2,Baja California,3,2,9130000,Uva,1020.0,0.0,1386.0,1.36,22.24,30822.0
1984,3,Baja California Sur,1,1,5190000,Algodón hueso,1077.0,70.0,3238.0,3.01,36.88,119417.0
