Anio,Idestado,Nomestado,Idciclo,Nommodalidad,Nomunidad,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1992,1,Aguascalientes,1,Riego,Tonelada,Ajo,1576.0,0.0,12540.0,7.96,3645.73,45717504.0
1992,1,Aguascalientes,1,Riego,Tonelada,Avena forrajera en verde,2999.0,27.0,74407.0,24.81,84.53,6289326.0
1992,1,Aguascalientes,1,Riego,Tonelada,Brócoli,182.0,0.0,1469.0,8.07,1636.35,2403800.0
1992,1,Aguascalientes,1,Riego,Tonelada,Calabacita,13.0,28.0,113.0,8.69,900.0,101700.0
1992,1,Aguascalientes,1,Riego,Tonelada,Cebada forrajera en verde,8.0,10.0,120.0,15.0,70.0,8400.0
1992,1,Aguascalientes,1,Riego,Tonelada,Cebada grano,60.0,0.0,150.0,2.5,700.0,105000.0
1992,1,Aguascalientes,1,Riego,Tonelada,Cebolla,63.0,0.0,869.0,13.79,617.12,536277.0
1992,1,Aguascalientes,1,Riego,Tonelada,Chícharo,18.0,3.0,68.0,3.78,1754.41,119300.0
1992,1,Aguascalientes,1,Riego,Tonelada,Cilantro,8.0,0.0,46.0,5.75,965.22,44400.0
1992,1,Aguascalientes,1,Riego,Tonelada,Col (repollo),129.0,0.0,5145.0,39.88,278.87,1434779.0
1992,1,Aguascalientes,1,Riego,Tonelada,Coliflor,129.0,0.0,1543.0,11.96,1034.09,1595601.0
1992,1,Aguascalientes,1,Riego,Tonelada,Ebo (janamargo o veza),7.0,0.0,19.0,2.71,80.0,1520.0
1992,1,Aguascalientes,1,Riego,Tonelada,Espinaca,60.0,0.0,780.0,13.0,1200.0,936000.0
1992,1,Aguascalientes,1,Riego,Tonelada,Lechuga,134.0,16.0,1857.0,13.86,464.3,862200.0
1992,1,Aguascalientes,1,Riego,Tonelada,Pepino,4.0,10.0,77.0,19.25,600.0,46200.0
1992,1,Aguascalientes,1,Riego,Tonelada,Rábano,4.0,0.0,16.0,4.0,450.0,7200.0
1992,1,Aguascalientes,1,Riego,Tonelada,Trigo grano,3.0,0.0,9.0,3.0,566.67,5100.0
1992,1,Aguascalientes,1,Riego,Tonelada,Zanahoria,72.0,0.0,1103.0,15.32,721.0,795263.0
1992,1,Aguascalientes,1,Riego,Tonelada,Pastos y praderas,1240.0,0.0,55494.0,44.75,84.64,4697234.0
1992,1,Aguascalientes,2,Riego,Tonelada,Avena forrajera en verde,202.0,0.0,5283.0,26.15,167.51,884976.0
1992,1,Aguascalientes,2,Riego,Tonelada,Betabel,1.0,0.0,14.0,14.0,500.0,7000.0
1992,1,Aguascalientes,2,Riego,Tonelada,Brócoli,318.0,0.0,2865.0,9.01,957.77,2744000.0
1992,1,Aguascalientes,2,Riego,Tonelada,Calabacita,89.0,1.0,1312.0,14.74,625.85,821117.0
1992,1,Aguascalientes,2,Riego,Tonelada,Camote,10.0,0.0,160.0,16.0,500.0,80000.0
1992,1,Aguascalientes,2,Riego,Tonelada,Cebolla,144.0,1.0,2525.0,17.53,598.34,1510821.0
1992,1,Aguascalientes,2,Riego,Tonelada,Chícharo,49.0,0.0,245.0,5.0,1633.88,400300.0
1992,1,Aguascalientes,2,Riego,Tonelada,Chile verde,2315.0,48.0,15263.0,6.59,1295.67,19775759.0
1992,1,Aguascalientes,2,Riego,Tonelada,Cilantro,6.0,0.0,31.0,5.17,885.71,27457.0
1992,1,Aguascalientes,2,Riego,Tonelada,Col (repollo),95.0,1.0,4551.0,47.91,316.54,1440555.0
1992,1,Aguascalientes,2,Riego,Tonelada,Coliflor,240.0,2.0,2512.0,10.47,1141.57,2867619.0
1992,1,Aguascalientes,2,Riego,Tonelada,Ejote,127.0,0.0,887.0,6.98,955.07,847150.0
1992,1,Aguascalientes,2,Riego,Tonelada,Elote,318.0,44.0,4722.0,14.85,480.09,2266999.0
1992,1,Aguascalientes,2,Riego,Tonelada,Frijol,2725.0,101.0,4173.0,1.53,2503.22,10445950.0
1992,1,Aguascalientes,2,Riego,Tonelada,Lechuga,92.0,1.0,1260.0,13.7,460.29,579965.0
1992,1,Aguascalientes,2,Riego,Tonelada,Maíz forrajero en verde,9524.0,0.0,446981.0,46.93,90.44,40423174.0
1992,1,Aguascalientes,2,Riego,Tonelada,Maíz grano,14344.0,292.0,63321.0,4.41,721.69,45698386.0
1992,1,Aguascalientes,2,Riego,Tonelada,Papa,924.0,3.0,21426.0,23.19,470.24,10075384.0
1992,1,Aguascalientes,2,Riego,Tonelada,Pepino,14.0,0.0,270.0,19.29,579.49,156461.0
1992,1,Aguascalientes,2,Riego,Tonelada,Rábano,9.0,0.0,55.0,6.11,636.36,35000.0
1992,1,Aguascalientes,2,Riego,Tonelada,Sorgo forrajero en verde,214.0,0.0,8445.0,39.46,66.5,561576.0
1992,1,Aguascalientes,2,Riego,Tonelada,Sorgo grano,714.0,0.0,4199.0,5.88,452.37,1899497.0
1992,1,Aguascalientes,2,Riego,Tonelada,Tomate rojo (jitomate),186.0,0.0,3332.0,17.91,825.33,2750013.0
1992,1,Aguascalientes,2,Riego,Tonelada,Tomate verde,297.0,17.0,4457.0,15.01,662.79,2954042.0
1992,1,Aguascalientes,2,Riego,Tonelada,Trigo grano,2.0,0.0,8.0,4.0,525.0,4200.0
1992,1,Aguascalientes,2,Riego,Tonelada,Zanahoria,22.0,0.0,457.0,20.77,491.94,224818.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Avena forrajera en verde,76.0,5.0,912.0,12.0,126.0,114912.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Cebada grano,649.0,0.0,258.0,0.4,648.95,167430.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Frijol,7397.0,2849.0,1396.0,0.19,1980.16,2764306.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Maíz forrajero en verde,9076.0,2121.0,124693.0,13.74,67.79,8452938.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Maíz grano,27934.0,22489.0,9867.0,0.35,663.9,6550711.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Mijo forrajero verde,0.0,20.0,0.0,0.0,0.0,0.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Sorgo forrajero en verde,330.0,20.0,6249.0,18.94,80.41,502470.0
1992,1,Aguascalientes,2,Temporal,Tonelada,Trigo grano,48.0,0.0,36.0,0.75,600.0,21600.0
1992,1,Aguascalientes,3,Riego,Tonelada,Aguacate,4.0,0.0,32.0,8.0,1800.0,57600.0
1992,1,Aguascalientes,3,Riego,Tonelada,Alfalfa verde,8489.0,0.0,779383.0,91.81,88.06,68634026.0
1992,1,Aguascalientes,3,Riego,Tonelada,Chabacano,10.0,0.0,53.0,5.3,2858.49,151500.0
1992,1,Aguascalientes,3,Riego,Tonelada,Ciruela,15.0,0.0,101.0,6.73,2618.32,264450.0
1992,1,Aguascalientes,3,Riego,Tonelada,Durazno,692.0,0.0,8129.0,11.75,1810.57,14718148.0
1992,1,Aguascalientes,3,Riego,Tonelada,Fresa,3.0,0.0,21.0,7.0,2380.95,50000.0
1992,1,Aguascalientes,3,Riego,Tonelada,Guayaba,7188.0,0.0,115005.0,16.0,917.24,105486956.0
1992,1,Aguascalientes,3,Riego,Tonelada,Lima,3.0,0.0,36.0,12.0,900.0,32400.0
1992,1,Aguascalientes,3,Riego,Tonelada,Limón,2.0,0.0,24.0,12.0,1300.0,31200.0
1992,1,Aguascalientes,3,Riego,Tonelada,Manzana,1.0,0.0,6.0,6.0,1500.0,9000.0
1992,1,Aguascalientes,3,Riego,Tonelada,Membrillo,9.0,0.0,118.0,13.11,1367.79,161399.0
1992,1,Aguascalientes,3,Riego,Tonelada,Naranja,2.0,0.0,30.0,15.0,450.0,13500.0
1992,1,Aguascalientes,3,Riego,Tonelada,Nopalitos,18.0,0.0,553.0,30.72,278.92,154241.0
1992,1,Aguascalientes,3,Riego,Tonelada,Nuez,140.0,0.0,138.0,0.99,6376.72,879987.0
1992,1,Aguascalientes,3,Riego,Tonelada,Persimonio,6.0,0.0,37.0,6.17,4891.89,181000.0
1992,1,Aguascalientes,3,Riego,Tonelada,Uva,1763.0,0.0,18061.0,10.24,739.43,13354773.0
1992,1,Aguascalientes,3,Riego,Tonelada,Pastos y praderas,864.0,0.0,23569.0,27.28,70.2,1654532.0
1992,1,Aguascalientes,3,Temporal,Tonelada,Tuna,1278.0,0.0,2363.0,1.85,753.01,1779367.0
1992,2,Baja California,1,Riego,Tonelada,Acelga,2.0,0.0,22.0,11.0,2000.0,44000.0
1992,2,Baja California,1,Riego,Tonelada,Ajo,148.0,1.0,865.0,5.84,6516.66,5636914.0
1992,2,Baja California,1,Riego,Tonelada,Apio,182.0,3.0,2779.0,15.27,806.38,2240927.0
1992,2,Baja California,1,Riego,Tonelada,Avena forrajera en verde,1010.0,0.0,29702.0,29.41,175.57,5214906.0
1992,2,Baja California,1,Riego,Tonelada,Avena grano,15.0,0.0,38.0,2.53,840.21,31928.0
1992,2,Baja California,1,Riego,Tonelada,Berenjena,8.0,0.0,96.0,12.0,885.5,85008.0
1992,2,Baja California,1,Riego,Tonelada,Betabel,22.0,6.0,329.0,14.95,896.79,295045.0
1992,2,Baja California,1,Riego,Tonelada,Brócoli,420.0,4.0,4175.0,9.94,973.47,4064241.0
1992,2,Baja California,1,Riego,Tonelada,Semilla de brócoli,7.0,0.0,1.0,0.14,34272.0,34272.0
1992,2,Baja California,1,Riego,Tonelada,Calabacita,406.0,100.0,3450.0,8.5,1066.14,3678183.0
1992,2,Baja California,1,Riego,Tonelada,Calabaza,23.0,0.0,196.0,8.52,295.0,57820.0
1992,2,Baja California,1,Riego,Tonelada,Cártamo,1545.0,51.0,2999.0,1.94,888.6,2664926.0
1992,2,Baja California,1,Riego,Tonelada,Cebada forrajera en verde,529.0,7.0,6693.0,12.65,96.19,643809.0
1992,2,Baja California,1,Riego,Tonelada,Cebada grano,1632.0,55.0,5217.0,3.2,483.53,2522597.0
1992,2,Baja California,1,Riego,Tonelada,Cebolla,3594.0,87.0,46024.0,12.81,1379.02,63468202.0
1992,2,Baja California,1,Riego,Tonelada,Chícharo,139.0,5.0,576.0,4.14,3497.93,2014806.0
1992,2,Baja California,1,Riego,Tonelada,Chile verde,141.0,7.0,2002.0,14.2,1130.58,2263423.0
1992,2,Baja California,1,Riego,Tonelada,Cilantro,271.0,7.0,1731.0,6.39,2018.95,3494801.0
1992,2,Baja California,1,Riego,Tonelada,Semilla de cilantro,10.0,0.0,9.0,0.9,15000.0,135000.0
1992,2,Baja California,1,Riego,Tonelada,Col (repollo),113.0,6.0,2248.0,19.89,616.45,1385784.0
1992,2,Baja California,1,Riego,Tonelada,Col de bruselas,459.0,0.0,5912.0,12.88,1605.61,9492372.0
1992,2,Baja California,1,Riego,Tonelada,Coliflor,12.0,6.0,135.0,11.25,970.19,130975.0
1992,2,Baja California,1,Riego,Tonelada,Semilla de coliflor,11.0,0.0,1.0,0.09,20364.0,20364.0
1992,2,Baja California,1,Riego,Tonelada,Ejote,6.0,0.0,24.0,4.0,2833.33,68000.0
1992,2,Baja California,1,Riego,Tonelada,Elote,13.0,0.0,87.0,6.69,1155.17,100500.0
1992,2,Baja California,1,Riego,Tonelada,Espinaca,181.0,0.0,1760.0,9.72,985.04,1733669.0
1992,2,Baja California,1,Riego,Tonelada,Flores,12.0,12.0,41.0,3.42,4503.46,184642.0
1992,2,Baja California,1,Riego,Tonelada,Semilla de flores,9.0,0.0,1.0,0.11,38556.0,38556.0
1992,2,Baja California,1,Riego,Tonelada,Fresa,375.0,9.0,12906.0,34.42,3162.38,40813715.0
1992,2,Baja California,1,Riego,Tonelada,Haba verde,104.0,22.0,428.0,4.12,1804.88,772489.0
1992,2,Baja California,1,Riego,Tonelada,Hortalizas,141.0,0.0,1191.0,8.45,705.46,840199.0
1992,2,Baja California,1,Riego,Tonelada,Kale,33.0,0.0,244.0,7.39,845.0,206180.0
1992,2,Baja California,1,Riego,Tonelada,Lechuga,607.0,28.0,9792.0,16.13,1097.22,10743978.0
1992,2,Baja California,1,Riego,Tonelada,Maíz grano,5.0,0.0,8.0,1.6,851.0,6808.0
1992,2,Baja California,1,Riego,Tonelada,Melón,321.0,30.0,4045.0,12.6,435.0,1759575.0
1992,2,Baja California,1,Riego,Tonelada,Mostaza,28.0,0.0,35.0,1.25,4785.0,167475.0
1992,2,Baja California,1,Riego,Tonelada,Nabo,10.0,0.0,200.0,20.0,785.0,157000.0
1992,2,Baja California,1,Riego,Tonelada,Napa,11.0,0.0,243.0,22.09,868.5,211046.0
1992,2,Baja California,1,Riego,Tonelada,Papa,11.0,4.0,332.0,30.18,1378.31,457600.0
1992,2,Baja California,1,Riego,Tonelada,Pepino,155.0,10.0,2084.0,13.45,804.24,1676032.0
1992,2,Baja California,1,Riego,Tonelada,Perejil,59.0,0.0,350.0,5.93,483.49,169220.0
1992,2,Baja California,1,Riego,Tonelada,Poro (leek),47.0,0.0,705.0,15.0,666.5,469883.0
1992,2,Baja California,1,Riego,Tonelada,Quelite,132.0,0.0,1062.0,8.05,719.68,764296.0
1992,2,Baja California,1,Riego,Tonelada,Rábano,652.0,1.0,5278.0,8.1,1848.34,9755554.0
1992,2,Baja California,1,Riego,Tonelada,Sandía,110.0,0.0,2112.0,19.2,450.0,950400.0
1992,2,Baja California,1,Riego,Tonelada,Sorgo forrajero en verde,7.0,0.0,170.0,24.29,44.12,7500.0
1992,2,Baja California,1,Riego,Tonelada,Tomate rojo (jitomate),1174.0,9.0,43427.0,36.99,1485.89,64527615.0
1992,2,Baja California,1,Riego,Tonelada,Tomate verde,16.0,0.0,153.0,9.56,1322.27,202308.0
1992,2,Baja California,1,Riego,Tonelada,Trigo grano,69559.0,1375.0,338882.0,4.87,608.81,206313734.0
1992,2,Baja California,1,Riego,Tonelada,Zanahoria,253.0,0.0,6763.0,26.73,651.69,4407400.0
1992,2,Baja California,1,Riego,Tonelada,Pastos y praderas,13987.0,53.0,465216.0,33.26,109.66,51015098.0
1992,2,Baja California,1,Temporal,Tonelada,Avena forrajera en verde,894.0,0.0,2568.0,2.87,292.75,751777.0
1992,2,Baja California,1,Temporal,Tonelada,Avena grano,440.0,0.0,378.0,0.86,596.01,225293.0
1992,2,Baja California,1,Temporal,Tonelada,Cebada forrajera en verde,6370.0,163.0,16845.0,2.64,186.57,3142788.0
1992,2,Baja California,1,Temporal,Tonelada,Cebada grano,10397.0,198.0,12385.0,1.19,497.9,6166541.0
1992,2,Baja California,1,Temporal,Tonelada,Centeno forrajero en verde,270.0,0.0,810.0,3.0,460.0,372600.0
1992,2,Baja California,1,Temporal,Tonelada,Maíz grano,61.0,3.0,35.0,0.57,800.0,28000.0
1992,2,Baja California,1,Temporal,Tonelada,Trigo grano,2543.0,50.0,2823.0,1.11,453.47,1280151.0
1992,2,Baja California,2,Riego,Tonelada,Acelga,5.0,0.0,60.0,12.0,1200.0,72000.0
1992,2,Baja California,2,Riego,Tonelada,Ajo,8.0,0.0,52.0,6.5,5300.0,275600.0
1992,2,Baja California,2,Riego,Tonelada,Ajonjolí,0.0,370.0,0.0,0.0,0.0,0.0
1992,2,Baja California,2,Riego,Tonelada,Algodón hueso,17814.0,1692.0,29452.0,1.65,1520.74,44788834.0
1992,2,Baja California,2,Riego,Tonelada,Avena forrajera en verde,60.0,0.0,781.0,13.02,160.0,124960.0
1992,2,Baja California,2,Riego,Tonelada,Betabel,5.0,1.0,70.0,14.0,2500.0,175000.0
1992,2,Baja California,2,Riego,Tonelada,Brócoli,5.0,6.0,22.0,4.4,927.23,20399.0
1992,2,Baja California,2,Riego,Tonelada,Calabacita,448.0,29.0,4894.0,10.92,723.41,3540369.0
1992,2,Baja California,2,Riego,Tonelada,Calabaza,25.0,0.0,188.0,7.52,295.0,55460.0
1992,2,Baja California,2,Riego,Tonelada,Cebada forrajera en verde,33.0,0.0,135.0,4.09,260.0,35100.0
1992,2,Baja California,2,Riego,Tonelada,Cebada grano,93.0,0.0,274.0,2.95,519.85,142439.0
1992,2,Baja California,2,Riego,Tonelada,Cebolla,1912.0,114.0,25309.0,13.24,1486.6,37624379.0
1992,2,Baja California,2,Riego,Tonelada,Chayote,8.0,2.0,120.0,15.0,750.0,90000.0
1992,2,Baja California,2,Riego,Tonelada,Chícharo,81.0,10.0,367.0,4.53,1914.61,702662.0
1992,2,Baja California,2,Riego,Tonelada,Chile verde,1100.0,260.0,13091.0,11.9,1656.06,21679420.0
1992,2,Baja California,2,Riego,Tonelada,Semilla de chile verde,19.0,0.0,8.0,0.42,39230.0,313840.0
