Anio,Idestado,Nomestado,Idciclo,Idmodalidad,Nomcultivo,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,PMR,Valorproduccion
1997,1,Aguascalientes,1,1,Ajo,974.0,0.0,6768.0,6.95,5500.0,37224000.0
1997,1,Aguascalientes,1,1,Avena forrajera en verde,2146.0,0.0,56611.0,26.38,118.7,6719725.7
1997,1,Aguascalientes,1,1,Avena grano,50.0,0.0,98.0,1.96,1300.0,127400.0
1997,1,Aguascalientes,1,1,Brócoli,252.0,15.0,2151.0,8.54,2000.0,4302000.0
1997,1,Aguascalientes,1,1,Cebolla,44.0,0.0,755.0,17.16,1726.1,1303205.5
1997,1,Aguascalientes,1,1,Chícharo,12.0,0.0,56.0,4.67,2017.7,112991.2
1997,1,Aguascalientes,1,1,Cilantro,15.0,0.0,73.0,4.87,1800.0,131400.0
1997,1,Aguascalientes,1,1,Col (repollo),102.0,0.0,3833.0,37.58,660.0,2529780.0
1997,1,Aguascalientes,1,1,Coliflor,120.0,10.0,1356.0,11.3,1782.5,2417070.0
1997,1,Aguascalientes,1,1,Espinaca,10.0,0.0,130.0,13.0,1880.0,244400.0
1997,1,Aguascalientes,1,1,Lechuga,125.0,0.0,2219.0,17.75,1000.0,2219000.0
1997,1,Aguascalientes,1,1,Rábano,2.0,0.0,14.0,7.0,1500.0,21000.0
1997,1,Aguascalientes,1,1,Trigo grano,45.0,0.0,81.0,1.8,1300.0,105300.0
1997,1,Aguascalientes,1,1,Zanahoria,10.0,0.0,128.0,12.8,800.0,102400.0
1997,1,Aguascalientes,1,1,Pastos y praderas,1672.0,0.0,103790.0,62.08,120.2,12475558.0
1997,1,Aguascalientes,2,1,Avena forrajera en verde,32.0,0.0,900.0,28.13,135.0,121500.0
1997,1,Aguascalientes,2,1,Brócoli,140.0,0.0,1449.0,10.35,2100.0,3042900.0
1997,1,Aguascalientes,2,1,Cacahuate,4.0,0.0,9.0,2.25,4100.0,36900.0
1997,1,Aguascalientes,2,1,Calabacita,204.0,0.0,4107.0,20.13,1100.0,4517700.0
1997,1,Aguascalientes,2,1,Camote,12.0,0.0,267.0,22.25,1200.0,320400.0
1997,1,Aguascalientes,2,1,Cebolla,73.0,0.0,1390.0,19.04,2600.0,3614000.0
1997,1,Aguascalientes,2,1,Chícharo,17.0,0.0,82.0,4.82,1420.0,116440.0
1997,1,Aguascalientes,2,1,Chile verde,1474.0,4.0,10404.0,7.06,5672.38,59015400.0
1997,1,Aguascalientes,2,1,Cilantro,13.0,0.0,81.0,6.23,600.0,48600.0
1997,1,Aguascalientes,2,1,Col (repollo),137.0,0.0,6632.0,48.41,1200.0,7958400.0
1997,1,Aguascalientes,2,1,Coliflor,59.0,0.0,696.0,11.8,1850.0,1287600.0
1997,1,Aguascalientes,2,1,Ejote,41.0,0.0,306.0,7.46,1560.0,477360.0
1997,1,Aguascalientes,2,1,Elote,377.0,10.0,6745.0,17.89,700.0,4721500.0
1997,1,Aguascalientes,2,1,Frijol,2840.0,60.0,5562.0,1.96,3800.0,21135600.0
1997,1,Aguascalientes,2,1,Lechuga,145.0,0.0,2806.0,19.35,1830.0,5134980.0
1997,1,Aguascalientes,2,1,Maíz forrajero en verde,12817.0,0.0,574789.0,44.85,140.0,80470460.0
1997,1,Aguascalientes,2,1,Maíz grano,11729.0,212.0,60785.0,5.18,1200.0,72942000.0
1997,1,Aguascalientes,2,1,Papa,494.0,0.0,12871.0,26.05,1200.0,15445200.0
1997,1,Aguascalientes,2,1,Pepino,48.0,0.0,1712.0,35.67,1130.0,1934560.0
1997,1,Aguascalientes,2,1,Sandía,2.0,0.0,35.0,17.5,1100.0,38500.0
1997,1,Aguascalientes,2,1,Sorgo forrajero en verde,189.0,0.0,6940.0,36.72,120.0,832800.0
1997,1,Aguascalientes,2,1,Sorgo grano,507.0,0.0,2990.0,5.9,1180.0,3528200.0
1997,1,Aguascalientes,2,1,Tomate rojo (jitomate),350.0,3.0,12008.0,34.31,4200.0,50433600.0
1997,1,Aguascalientes,2,1,Tomate verde,276.0,0.0,5410.0,19.6,1100.0,5951000.0
1997,1,Aguascalientes,2,1,Zanahoria,22.0,0.0,290.0,13.18,1500.0,435000.0
1997,1,Aguascalientes,2,2,Avena forrajera en verde,104.0,23.0,711.0,6.84,135.0,95985.0
1997,1,Aguascalientes,2,2,Cacahuate,5.0,0.0,2.0,0.4,4500.0,9000.0
1997,1,Aguascalientes,2,2,Cebada grano,80.0,4.0,24.0,0.3,1600.0,38400.0
1997,1,Aguascalientes,2,2,Frijol,3389.0,10973.0,443.0,0.13,4000.0,1772000.0
1997,1,Aguascalientes,2,2,Maíz forrajero en verde,13760.0,7694.0,128361.0,9.33,125.0,16045125.0
1997,1,Aguascalientes,2,2,Maíz grano,6182.0,53248.0,2297.0,0.37,1400.0,3215800.0
1997,1,Aguascalientes,2,2,Sorgo forrajero en verde,115.0,187.0,894.0,7.77,118.0,105492.0
1997,1,Aguascalientes,2,2,Sorgo grano,19.0,0.0,4.0,0.21,1200.0,4800.0
1997,1,Aguascalientes,2,2,Trigo grano,40.0,0.0,12.0,0.3,1800.0,21600.0
1997,1,Aguascalientes,3,1,Aguacate,4.0,0.0,27.0,6.75,2811.3,75905.1
1997,1,Aguascalientes,3,1,Alfalfa verde,8934.0,0.0,671696.0,75.18,146.9,98672142.4
1997,1,Aguascalientes,3,1,Chabacano,11.0,0.0,56.0,5.09,1906.8,106780.8
1997,1,Aguascalientes,3,1,Ciruela,11.0,0.0,77.0,7.0,3366.4,259212.8
1997,1,Aguascalientes,3,1,Durazno,478.0,0.0,4727.0,9.89,5499.9,25998027.3
1997,1,Aguascalientes,3,1,Fresa,13.0,0.0,201.0,15.46,3480.0,699480.0
1997,1,Aguascalientes,3,1,Guayaba,6539.0,0.0,88134.0,13.48,1950.0,171861300.0
1997,1,Aguascalientes,3,1,Lima,5.0,0.0,28.0,5.6,1520.0,42560.0
1997,1,Aguascalientes,3,1,Limón,4.0,0.0,39.0,9.75,1200.0,46800.0
1997,1,Aguascalientes,3,1,Manzana,10.0,0.0,98.0,9.8,2887.7,282994.6
1997,1,Aguascalientes,3,1,Membrillo,8.0,0.0,74.0,9.25,2100.0,155400.0
